亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|亦庄开发区其它|悦廷mini LOFT两居 精装修 带电梯  可拎包入住|悦廷| | 2室2厅 | 52.41平米 | 西 | 精装|高楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|168万|单价32055元/平米
亦庄开发区|亦庄开发区其它|瀛海名居多边复式，送50平米露台，精装修|瀛海名居| | 4室2厅 | 247平米 | 南 北 | 简装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|700万|单价28341元/平米
亦庄开发区|亦庄开发区其它|中信新城 低楼层全南向两居室 毛坯房|中信新城东区| | 2室2厅 | 85.3平米 | 南 | 毛坯|低楼层(共10层)    -  |亦庄开发区其它|360万|单价42204元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居 精装修 复式带露台 有电梯|瀛海名居| | 3室2厅 | 246平米 | 南 北 | 精装|高楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|760万|单价30895元/平米
亦庄开发区|亦庄开发区其它|悦廷精装大两居 电梯房 满两年 |悦廷| | 2室2厅 | 92.7平米 | 南 北 | 精装|高楼层(共9层)  板楼  -  |亦庄开发区其它|320万|单价34520元/平米
亦庄开发区|亦庄开发区其它|中信新城 随时可以看房的三居室|中信新城西区| | 3室2厅 | 170平米 | 南 北 | 毛坯|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|700万|单价41177元/平米
亦庄开发区|亦庄开发区其它|2011年建成 电梯南北两居 在建地铁八号线旁|三槐家园| | 2室1厅 | 84平米 | 东 南 北 | 毛坯|高楼层(共10层)  2011年建板楼  -  |亦庄开发区其它|246万|单价29286元/平米
亦庄开发区|亦庄开发区其它|中信新城正规三居室，精装修，接受价格看房提前约|中信新城东区| | 3室2厅 | 123平米 | 南 北 | 简装|中楼层(共17层)    -  |亦庄开发区其它|550万|单价44716元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 方正户型复式  四居室  精装修|瀛海名居| | 4室2厅 | 309.24平米 | 西南 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价32338元/平米
亦庄开发区|亦庄开发区其它|泰河园三里 2室1厅 276万|泰河园三里| | 2室1厅 | 94.88平米 | 南 北 | 简装|高楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|276万|单价29090元/平米
亦庄开发区|亦庄开发区其它|电梯南向一居室     改善首选|泰河园一里一区| | 1室1厅 | 60平米 | 南 | 简装|低楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价30000元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居多边客厅四居室 南北向 邻公园|瀛海名居| | 4室2厅 | 336平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|950万|单价28274元/平米
亦庄开发区|亦庄开发区其它|位置不错，离幼儿园近，周边的空气清新多边复式户型，|瀛海名居| | 5室3厅 | 332平米 | 南 北 | 毛坯|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价30121元/平米
亦庄开发区|亦庄开发区其它|精装修小户型loft。低总价。|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|130万|单价32500元/平米
亦庄开发区|亦庄开发区其它|悦廷loft经典小两居，原值高。精装修。|悦廷| | 2室1厅 | 39.04平米 | 南 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|145万|单价37142元/平米
亦庄开发区|亦庄开发区其它|瀛海名居  四居   方正户型 带电梯|瀛海名居| | 4室2厅 | 255.99平米 | 南 北 | 其他|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|800万|单价31252元/平米
亦庄开发区|亦庄开发区其它|满五唯一南北通透电梯两居室，观景房，南海子公园旁！|兴海园| | 2室2厅 | 96.69平米 | 南 北 | 精装|高楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|285万|单价29476元/平米
亦庄开发区|亦庄开发区其它|悦廷 2室1厅 165万|悦廷| | 2室1厅 | 54平米 | 西 | 其他|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|165万|单价30556元/平米
亦庄开发区|亦庄开发区其它|亦庄居民小区 泰和园一里一区大一居 小区环境好|泰河园一里一区| | 1室1厅 | 71平米 | 南 | 简装|高楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价25353元/平米
亦庄开发区|亦庄开发区其它|悦廷mini一居 40年不限购 精装修 带电梯|悦廷| | 1室1厅 | 39.96平米 | 北 | 简装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|128万|单价32033元/平米
亦庄开发区|亦庄开发区其它|亦庄中信新城 两居室 双卧朝南 精装修 满两年|中信新城东区| | 2室1厅 | 87平米 | 南 | 精装|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|370万|单价42529元/平米
亦庄开发区|亦庄开发区其它|泰河园七里  全南户型  采光好|泰河园七里| | 1室1厅 | 70平米 | 南 | 简装|高楼层(共11层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价25715元/平米
亦庄开发区|亦庄开发区其它|通透两居室 刚需过渡 满五年 紧邻公园|泰河园三里| | 2室1厅 | 79平米 | 南 北 | 简装|中楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|255万|单价32279元/平米
亦庄开发区|亦庄开发区其它|悦廷mini精装修 LOFT复式 40年产权 带电梯|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|150万|单价37500元/平米
亦庄开发区|亦庄开发区其它|紧邻南海子公园，在建地铁8号线，预计2017年年底开通|兴海园| | 3室2厅 | 90.33平米 | 南 北 | 其他|中楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|265万|单价29337元/平米
亦庄开发区|亦庄开发区其它|兴海园 2室2厅 300万|兴海园| | 2室2厅 | 95.77平米 | 南 北 | 其他|中楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|300万|单价31326元/平米
亦庄开发区|亦庄开发区其它|悦廷mini精装不限购，loft户型。|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|150万|单价37500元/平米
亦庄开发区|亦庄开发区其它|精装修电梯南向小两居，视野开阔！|兴海园| | 2室1厅 | 76.42平米 | 南 | 简装|高楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|258万|单价33761元/平米
亦庄开发区|亦庄开发区其它|紧邻在建的地铁8号线和南海子公园地铁预期17年底开通|兴海园| | 2室2厅 | 78.36平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|235万|单价29990元/平米
亦庄开发区|亦庄开发区其它|得房率90%,送精装，户型好，新房急售|北京城建海梓府| | 2室1厅 | 77.94平米 | 南 北 | 精装|中楼层(共9层)  2015年建板楼  -  |亦庄开发区其它|380万|单价48756元/平米
亦庄开发区|亦庄开发区其它|枫丹壹號的正规四居室 周末提前预约可看房|枫丹壹號| | 4室2厅 | 147.04平米 | 南 北 | 精装|中楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|710万|单价48287元/平米
亦庄开发区|亦庄开发区其它|泰河园一里一区 1室1厅 180万|泰河园一里一区| | 1室1厅 | 60平米 | 南 | 其他|低楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价30000元/平米
亦庄开发区|亦庄开发区其它|枫丹壹號二期 3室2厅 600万|枫丹壹號二期| | 3室2厅 | 121平米 | 南 北 | 其他|低楼层(共27层)  板楼  -  |亦庄开发区其它|600万|单价49587元/平米
亦庄开发区|亦庄开发区其它|稳定在售 随时可签 开发商统一装修 拎包入户 高楼层|枫丹壹號| | 3室2厅 | 123平米 | 南 北 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|620万|单价50407元/平米
亦庄开发区|亦庄开发区其它|南北通透，中间楼层，产权清晰，|鹿海园一里| | 1室1厅 | 55.77平米 | 南 北 | 简装|中楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|180万|单价32276元/平米
亦庄开发区|亦庄开发区其它|好景国际 1室1厅 76万|好景国际| | 1室1厅 | 46平米 | 南 | 其他|低楼层(共15层)  2011年建板塔结合  -  |亦庄开发区其它|76万|单价16522元/平米
亦庄开发区|亦庄开发区其它|好景国际 1室0厅 160万|好景国际| | 1室0厅 | 116平米 | 南 西 | 其他|高楼层(共15层)  2011年建板塔结合  -  |亦庄开发区其它|160万|单价13794元/平米
亦庄开发区|亦庄开发区其它|鹿海园一里 1室1厅 200万|鹿海园一里| | 1室1厅 | 64.81平米 | 南 北 | 其他|低楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|200万|单价30860元/平米
亦庄开发区|亦庄开发区其它|亦庄金茂悦 4室2厅 750万|亦庄金茂悦| | 4室2厅 | 168平米 | 南 北 | 其他|低楼层(共16层)    -  |亦庄开发区其它|750万|单价44643元/平米
亦庄开发区|亦庄开发区其它|枫丹壹號 3室2厅 480万|枫丹壹號| | 3室2厅 | 97.56平米 | 南 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|480万|单价49201元/平米
亦庄开发区|亦庄开发区其它|枫丹壹號 3室2厅 560万|枫丹壹號| | 3室2厅 | 120.52平米 | 南 北 | 精装|低楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|560万|单价46466元/平米
亦庄开发区|亦庄开发区其它|瀛海名居双拼别墅，低容积率，高绿化率|瀛海名居| | 5室2厅 | 547.91平米 | 东 南 北 | 毛坯|地下室(共3层)  2005年建  -  |亦庄开发区其它|1800万|单价32853元/平米
亦庄开发区|亦庄开发区其它|中间楼层   把边户型  南北通透|泰河园三里| | 2室2厅 | 94平米 | 南 北 | 简装|中楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|300万|单价31915元/平米
亦庄开发区|亦庄开发区其它|悦廷迷你，不限购南向两居室商水民电。|悦廷| | 2室1厅 | 57平米 | 南 | 其他|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|220万|单价38597元/平米
亦庄开发区|亦庄开发区其它|全南户型 南向无遮挡 统一精装 小户型在卖 急售|枫丹壹號二期| | 3室1厅 | 98平米 | 南 | 其他|低楼层(共27层)  板楼  -  |亦庄开发区其它|470万|单价47960元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 4室2厅 700万|瀛海名居| | 4室2厅 | 257平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|700万|单价27238元/平米
亦庄开发区|亦庄开发区其它|不限购 精装修  周围环境好 LOFT出售|悦廷| | 2室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|180万|单价45000元/平米
亦庄开发区|亦庄开发区其它|中信新城在售双卧朝南大三居，一层无遮挡|中信新城西区| | 3室2厅 | 140.33平米 | 南 北 | 毛坯|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|600万|单价42757元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居 2/3层复式 南北向 诚心出售|瀛海名居| | 4室2厅 | 360平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|1150万|单价31945元/平米
亦庄开发区|亦庄开发区其它|瀛海名居精装独栋别墅，中心位置|瀛海名居| | 5室2厅 | 455.09平米 | 南 北 | 精装|低楼层(共1层)  2005年建  -  |亦庄开发区其它|2000万|单价43948元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居4居室 南北通透 满五唯一|瀛海名居| | 4室2厅 | 258.29平米 | 东 南 | 其他|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|780万|单价30199元/平米
亦庄开发区|亦庄开发区其它|枫丹壹号 70年住宅 北京小学学区 高档住宅 四居室 |枫丹壹號| | 4室2厅 | 151.98平米 | 南 北 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|770万|单价50665元/平米
亦庄开发区|亦庄开发区其它|温馨居住两居室 中间层 全朝阳格局|中信新城东区| | 2室1厅 | 86平米 | 南 | 精装|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|370万|单价43024元/平米
亦庄开发区|亦庄|上海沙龙 临水系带园大四居 双卧朝南 精装+免税！！|上海沙龙| | 4室2厅 | 156.19平米 | 南 北 | 精装|低楼层(共8层)  2004年建板楼  -  |亦庄|730万|单价46738元/平米
亦庄开发区|亦庄|星岛假日电梯住宅3居室送同等面积阁楼|星岛假日| | 3室2厅 | 167.77平米 | 南 北 | 精装|高楼层(共10层)  2004年建板塔结合  -  |亦庄|815万|单价48579元/平米
亦庄开发区|亦庄|老管委会宿舍 正规两居室 满五唯一 南北通透|老管委会宿舍| | 2室2厅 | 100.11平米 | 南 北 | 简装|中楼层(共18层)  1999年建塔楼  -  |亦庄|370万|单价36960元/平米
亦庄开发区|亦庄|莱茵河畔限时销售三居室，诚意出售，随时看房|莱茵河畔| | 3室2厅 | 146平米 | 东 南 西 | 简装|中楼层(共5层)  2003年建板楼  -  |亦庄|475万|单价32535元/平米
亦庄开发区|亦庄|郁金香舍带阁楼三居室 双卧朝南 随时看房 带阁楼|郁金香舍| | 3室2厅 | 125.04平米 | 南 北 | 简装|高楼层(共5层)  2003年建板楼  -  |亦庄|515万|单价41187元/平米
亦庄开发区|亦庄|八角阳台错层大四居 花园里，果树旁，空中平墅独此房|郁金香舍| | 4室2厅 | 212.16平米 | 南 北 | 精装|中楼层(共5层)  2004年建板楼  -  |亦庄|780万|单价36765元/平米
亦庄开发区|亦庄|新康家园带电梯三居 眼镜户型 精装修|新康家园| | 3室2厅 | 155平米 | 南 北 | 精装|中楼层(共9层)  2003年建板塔结合  -  |亦庄|620万|单价40000元/平米
亦庄开发区|亦庄|小康家园 黄金楼层 低首付 南北通透两居|小康家园| | 2室1厅 | 90.32平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |亦庄|255万|单价28233元/平米
亦庄开发区|亦庄|满五唯一 看房随时 不临街 纯毛坯 次新房 临八中|金色漫香林一期| | 5室1厅 | 192平米 | 南 北 | 毛坯|中楼层(共4层)  2009年建板楼  -  |亦庄|630万|单价32813元/平米
亦庄开发区|亦庄|观景联排前后120平米花园全明格局精装修挑高厅 免税房|卡尔生活馆| | 4室2厅 | 261平米 | 南 北 | 精装|低楼层(共3层)  2004年建  -  |亦庄|900万|单价34483元/平米
亦庄开发区|亦庄|鹿鸣苑精装联排，随时可看，重点是使用率极高|鹿鸣苑| | 6室3厅 | 226平米 | 南 北 | 其他|低楼层(共3层)  1999年建  -  |亦庄|780万|单价34514元/平米
亦庄开发区|亦庄|满五年一 精装修 双卧朝南三居室 黄金层|浉城百丽| | 3室2厅 | 156平米 | 南 北 | 精装|中楼层(共4层)  2002年建板楼  -  |亦庄|575万|单价36859元/平米
亦庄开发区|亦庄|星岛假日  空中别墅.  无敌视野 |星岛假日| | 4室2厅 | 145.35平米 | 南 北 | 简装|高楼层(共10层)  2004年建板塔结合  -  |亦庄|780万|单价53664元/平米
亦庄开发区|亦庄|新上三居  正对小区花园 业主自住 保持非常好 诚售|林肯公园二期| | 3室2厅 | 148平米 | 东北 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|550万|单价37163元/平米
亦庄开发区|亦庄|春华屋 南北向三居室 带地上租赁车位 学区房 可落户|春华屋| | 3室2厅 | 149.49平米 | 南 北 | 简装|高楼层(共18层)  2000年建板塔结合  -  |亦庄|525万|单价35120元/平米
亦庄开发区|亦庄|卡尔公寓大平层、免税房、送60平露台、一梯一户|卡尔公寓| | 5室2厅 | 282平米 | 南 北 | 精装|高楼层(共11层)  2004年建板楼  -  |亦庄|800万|单价28369元/平米
亦庄开发区|亦庄|莱茵河畔黄金楼层两居室，诚意出售，随时看房|莱茵河畔| | 2室2厅 | 105平米 | 南 北 | 精装|中楼层(共5层)  2003年建板楼  -  |亦庄|450万|单价42858元/平米
亦庄开发区|亦庄|星岛假日 花园洋房 临近地铁 南北通透 大毛坯|星岛假日| | 3室2厅 | 167.66平米 | 南 北 | 毛坯|中楼层(共5层)  2004年建板楼  -  |亦庄|750万|单价44734元/平米
亦庄开发区|亦庄|亦庄上海沙龙南北通透两居！一层！不临街！|上海沙龙| | 2室1厅 | 94平米 | 南 北 | 简装|低楼层(共9层)  2003年建板楼  -  |亦庄|420万|单价44681元/平米
亦庄开发区|亦庄|上海沙龙 精装三居 双卧朝南 满五唯一 免税|上海沙龙| | 3室2厅 | 125平米 | 南 北 | 精装|高楼层(共9层)  2006年建板楼  -  |亦庄|575万|单价46000元/平米
亦庄开发区|亦庄|【业主诚售】豪华装修可拎包入住，方正通透享人生繁华|上海沙龙| | 3室2厅 | 120.99平米 | 南 北 | 精装|低楼层(共9层)  2003年建板楼  -  |亦庄|555万|单价45872元/平米
亦庄开发区|亦庄|满五唯一 诚意出售 独家房源 看房方便 临八中|小康东里| | 2室2厅 | 91平米 | 南 北 | 简装|高楼层(共5层)  2004年建板楼  -  |亦庄|270万|单价29671元/平米
亦庄开发区|亦庄|天宝家园   精装两居室  南北通透|天宝家园| | 2室1厅 | 85.1平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |亦庄|305万|单价35841元/平米
亦庄开发区|亦庄|郁金香舍 阁楼两居 满五年唯一|郁金香舍| | 2室2厅 | 99.85平米 | 南 北 | 精装|高楼层(共6层)  2004年建板楼  -  |亦庄|480万|单价48073元/平米
亦庄开发区|亦庄|经典三居 黄金中楼层 南北通透 |星岛嘉园| | 3室2厅 | 162平米 | 南 北 | 简装|中楼层(共5层)  2001年建板楼  -  |亦庄|590万|单价36420元/平米
亦庄开发区|亦庄|贵园东里 南北通透小三居 满五唯一 业主诚心出售|贵园东里| | 3室2厅 | 98.14平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |亦庄|305万|单价31079元/平米
亦庄开发区|亦庄|博客雅居   满五唯一   小二居|博客雅居| | 2室1厅 | 66平米 | 北 | 简装|高楼层(共24层)  2008年建塔楼  -  |亦庄|175万|单价26516元/平米
亦庄开发区|亦庄|小康东里正规一居  满5唯一  只有契税 税费少|小康东里| | 1室1厅 | 57平米 | 东北 | 精装|高楼层(共6层)  2003年建板楼  -  |亦庄|190万|单价33334元/平米
亦庄开发区|亦庄|满五唯一  南北通透  看房方便|新康家园| | 2室2厅 | 120.37平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |亦庄|500万|单价41539元/平米
亦庄开发区|亦庄|听涛雅苑 精装修一居室 业主诚心出售 看房方便|听涛雅苑| | 1室1厅 | 52.34平米 | 东 南 | 精装|中楼层(共8层)  2000年建板塔结合  -  |亦庄|248万|单价47383元/平米
亦庄开发区|亦庄|满五唯一，南北通透，70年大产权，学区房，随时看|金泰公寓| | 3室2厅 | 178.9平米 | 南 北 | 简装|中楼层(共12层)  2002年建板楼  -  |亦庄|500万|单价27949元/平米
亦庄开发区|亦庄|贵园东里 满五唯一免个税 无增值税  紧邻亦庄桥地铁站 |贵园东里| | 3室2厅 | 103.19平米 | 南 北 | 简装|高楼层(共7层)  1999年建板楼  -  |亦庄|330万|单价31980元/平米
亦庄开发区|亦庄|送157平米阁楼，精装修，紧邻地铁，满五年唯一|星岛假日| | 3室2厅 | 157.41平米 | 南 北 | 精装|高楼层(共5层)  2004年建板楼  -  |亦庄|700万|单价44470元/平米
亦庄开发区|亦庄|满五唯一 一层一户 南北通透 电梯房|上海沙龙| | 6室3厅 | 291.96平米 | 南 北 | 精装|中楼层(共9层)  2004年建板楼  -  |亦庄|1200万|单价41102元/平米
亦庄开发区|亦庄|电梯 南北 复式 电梯 亦庄中心生活区|听涛雅苑| | 4室3厅 | 241平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |亦庄|675万|单价28009元/平米
亦庄开发区|亦庄|境界叠上四居室别墅  精装修 南向阳光房 南向大露台  |境界| | 4室3厅 | 211平米 | 南 北 | 精装|中楼层(共4层)  2004年建  -  |亦庄|850万|单价40285元/平米
亦庄开发区|亦庄|贵园北里甲区 满五唯一 中等装修三居室 双卧客厅朝南 |贵园北里甲区| | 3室1厅 | 103.41平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |亦庄|295万|单价28528元/平米
亦庄开发区|亦庄|中央公馆联排别墅，满五年唯一，业主诚心出售！|中央公馆| | 7室2厅 | 351.85平米 | 南 北 | 简装|低楼层(共3层)  2008年建  -  |亦庄|1100万|单价31264元/平米
亦庄开发区|亦庄|贵园小区 南北通透大一居，黄金楼层 全明格居 免税|贵园南里丙区| | 1室1厅 | 59.87平米 | 南 北 | 简装|中楼层(共6层)  2002年建板楼  -  |亦庄|220万|单价36747元/平米
亦庄开发区|亦庄|免税精装送产权车位-高层好视野电梯学区房|一幅画卷| | 2室2厅 | 108.33平米 | 南 | 精装|高楼层(共25层)  2003年建板塔结合  -  |亦庄|450万|单价41540元/平米
亦庄开发区|亦庄|满五唯一 精装两居室可改成三居|东晶国际| | 2室2厅 | 142.63平米 | 东 西 | 精装|低楼层(共18层)  2002年建板塔结合  -  |亦庄|450万|单价31551元/平米
亦庄开发区|亦庄|上海沙龙   满五唯一   精装大三居室|上海沙龙| | 3室2厅 | 120.99平米 | 南 北 | 其他|高楼层(共9层)  2003年建板楼  -  |亦庄|550万|单价45459元/平米
亦庄开发区|亦庄|林肯公园 紧邻地铁！紧挨公园！周边配套成熟！|林肯公园| | 1室0厅 | 36平米 | 北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|108万|单价30000元/平米
亦庄开发区|亦庄|博客雅居 满五唯一 精装开间 紧邻地铁 二中学区 |博客雅居| | 1室0厅 | 56.54平米 | 南 | 精装|低楼层(共24层)  2008年建塔楼  -  |亦庄|190万|单价33605元/平米
亦庄开发区|亦庄|格林不挑空复式：免税房、送40平露台、3卧朝南|金地格林小镇| | 4室3厅 | 183平米 | 南 北 | 精装|中楼层(共5层)  2003年建板楼  -  |亦庄|685万|单价37432元/平米
亦庄开发区|亦庄|百合园联排别墅！满五唯一送花园带车位！|百合园| | 5室4厅 | 208平米 | 南 北 | 精装|低楼层(共3层)  2000年建  -  |亦庄|850万|单价40866元/平米
亦庄开发区|亦庄|贵园小区 正规一居室 黄金楼层 满五唯一|贵园北里戊区| | 1室1厅 | 52平米 | 东 | 简装|中楼层(共6层)  1999年建板楼  -  |亦庄|192万|单价36924元/平米
亦庄开发区|亦庄|东晶国际免税三居 地铁房 带电梯 有学区配套|东晶国际| | 3室2厅 | 148.97平米 | 东 西 | 精装|低楼层(共18层)  2002年建板塔结合  -  |亦庄|400万|单价26852元/平米
亦庄开发区|亦庄|一梯两户 南北通透  满两年 随时看|金色漫香林五期| | 2室2厅 | 92.14平米 | 南 北 | 简装|中楼层(共6层)  2012年建板楼  -  |亦庄|372万|单价40374元/平米
亦庄开发区|亦庄|小康家园 南北通透两居 诚意出售 有钥匙|小康家园| | 2室1厅 | 90.06平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |亦庄|245万|单价27205元/平米
亦庄开发区|亦庄|东晶国际 复式三居 满五唯一临近地铁业主诚售|东晶国际| | 3室2厅 | 195平米 | 东 西 | 简装|低楼层(共18层)  2002年建板塔结合  -  |亦庄|458万|单价23488元/平米
亦庄开发区|亦庄|中央公馆   联排别墅   满五唯一   豪华装修|中央公馆| | 6室2厅 | 356.92平米 | 南 北 | 精装|低楼层(共3层)  2008年建  -  |亦庄|1350万|单价37824元/平米
亦庄开发区|亦庄|贵园北里南北通透小两居户型，满五唯一免税|贵园北里戊区| | 1室1厅 | 58.73平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |亦庄|210万|单价35757元/平米
亦庄开发区|亦庄|正规三居室 双卧朝南 奢华装修 明厨明卫 赠送15平阳台|听涛雅苑| | 3室2厅 | 121.02平米 | 南 北 | 精装|低楼层(共8层)  2000年建板塔结合  -  |亦庄|568万|单价46935元/平米
亦庄开发区|亦庄|博客雅居精装三居室 满五唯一学区房|博客雅居| | 3室2厅 | 104.28平米 | 东南 | 精装|低楼层(共24层)  2008年建塔楼  -  |亦庄|320万|单价30687元/平米
亦庄开发区|亦庄|博客雅居精装一居室，满五唯一学区房|博客雅居| | 1室2厅 | 65.56平米 | 北 | 精装|中楼层(共24层)  2008年建塔楼  -  |亦庄|190万|单价28982元/平米
亦庄开发区|亦庄|上海沙龙2居 南北通透 带电梯 免税房|上海沙龙| | 2室2厅 | 85.5平米 | 南 北 | 精装|中楼层(共9层)  2003年建板楼  -  |亦庄|430万|单价50293元/平米
亦庄开发区|亦庄|博客雅居 2室2厅 253万|博客雅居| | 2室2厅 | 87.06平米 | 西北 | 精装|中楼层(共24层)  2008年建塔楼  -  |亦庄|253万|单价29061元/平米
亦庄开发区|亦庄|郁金香舍 南北通透四居室 低楼层 中心位置 满五唯一|郁金香舍| | 4室2厅 | 147平米 | 南 北 | 简装|中楼层(共5层)  2004年建板楼  -  |亦庄|605万|单价41157元/平米
亦庄开发区|亦庄|瀛景园大三居 满五唯一 精装修 |瀛景园| | 4室2厅 | 168平米 | 南 西 北 | 精装|高楼层(共6层)  2003年建板楼  -  |亦庄|560万|单价33334元/平米
亦庄开发区|亦庄|富源里南北三居室 小区中间位置前后不临街 地铁房 |富源里| | 3室1厅 | 97.39平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |亦庄|295万|单价30291元/平米
亦庄开发区|亦庄|不限购，精装修，买66平赠送66平，挑高5.5米尽显大气|林肯公寓| | 2室2厅 | 67.6平米 | 东 | 精装|低楼层(共12层)  2011年建塔楼  -  |亦庄|330万|单价48817元/平米
亦庄开发区|亦庄|高层无遮挡大三居 有钥匙 满五年 带电梯 |春华屋| | 3室2厅 | 161.4平米 | 南 北 | 简装|高楼层(共11层)  2000年建板塔结合  -  |亦庄|510万|单价31599元/平米
亦庄开发区|亦庄|卡尔生活馆 满五唯一 南北四居室 地上两层|卡尔生活馆| | 4室2厅 | 298平米 | 南 北 | 其他|未知楼层(共2层)  2004年建  -  |亦庄|1050万|单价35235元/平米
亦庄开发区|亦庄|联排 精装 车位 车库 学区 交通方便|听涛雅苑| | 4室3厅 | 225.55平米 | 东 西 | 精装|低楼层(共3层)  2000年建板楼  -  |亦庄|660万|单价29262元/平米
亦庄开发区|亦庄|星岛假日 南北通透 错层大三居 |星岛假日| | 3室2厅 | 142平米 | 南 北 | 精装|中楼层(共5层)  2004年建板楼  -  |亦庄|580万|单价40846元/平米
亦庄开发区|亦庄|燕景佳园 2室2厅 310万|燕景佳园| | 2室2厅 | 91.14平米 | 东南 | 精装|低楼层(共17层)  2000年建塔楼  -  |亦庄|310万|单价34014元/平米
亦庄开发区|亦庄|林肯公园三居！精装修！南北双通透！全明格局！|林肯公园| | 3室2厅 | 147平米 | 南 北 | 精装|高楼层(共17层)  2009年建板楼  -  |亦庄|750万|单价51021元/平米
亦庄开发区|亦庄|春华屋错层三居室南北通透满五唯一|春华屋| | 3室1厅 | 161.9平米 | 南 北 | 精装|低楼层(共12层)  2000年建板塔结合  -  |亦庄|630万|单价38913元/平米
亦庄开发区|亦庄|老管委会宿舍 南北通透两居室 满五唯一 |老管委会宿舍| | 2室2厅 | 91.41平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |亦庄|350万|单价38290元/平米
亦庄开发区|亦庄|小康家园  南北通透两居  精装修|小康家园| | 3室2厅 | 106.77平米 | 南 北 | 其他|高楼层(共6层)  1997年建板楼  -  |亦庄|335万|单价31376元/平米
