大兴|长阳|原香小镇 南北通透两居 全明格局 满五唯一 随时签约|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|238万|单价27046元/平米
大兴|科技园区|怡海花园恒泰园复式 板楼 南北通透满五唯一|怡海花园恒泰园| | 3室3厅 | 219.66平米 | 南 北 | 其他|高楼层(共6层)  1997年建板楼  -  |科技园区|726万|单价33052元/平米
大兴|科技园区|亿城天筑 南北通透 精装修 好楼层|亿城天筑| | 3室2厅 | 139.97平米 | 南 北 | 其他|中楼层(共5层)  2007年建板楼  -  |科技园区|775万|单价55370元/平米
大兴|科技园区|恒富中街南北通透大三居满五年唯一单价低近地铁|恒富中街6号院| | 3室1厅 | 145平米 | 南 北 | 简装|低楼层(共7层)  1996年建板楼  -  |科技园区|420万|单价28966元/平米
大兴|科技园区|怡海花园 板楼 带电梯 南北向 三居室 满五唯一 出售|怡海花园富泽园| | 3室1厅 | 129.6平米 | 南 北 | 精装|中楼层(共12层)  1999年建板塔结合  -  |科技园区|630万|单价48612元/平米
大兴|科技园区|五环里 长丰园三区 中间楼层 大两居 诚售|长丰园三区| | 2室2厅 | 98.72平米 | 南 北 | 简装|中楼层(共6层)  2003年建板楼  -  |科技园区|268万|单价27148元/平米
大兴|科技园区|科技园万寿路南延线 棉花成别墅精装修 诚心出售 ！|棉花城| | 4室2厅 | 196平米 | 南 北 | 精装|地下室(共3层)  2002年建  -  |科技园区|1050万|单价53572元/平米
大兴|科技园区|国际花园 经典户型 精装别墅 带花园 拎包入住|国际花园| | 4室2厅 | 238平米 | 东 南 西 北 | 精装|低楼层(共3层)  2005年建  -  |科技园区|1600万|单价67227元/平米
大兴|科技园区|恒富花园1号院 三室两卫 满五年唯一，三代同堂|恒富花园1号院| | 3室2厅 | 114.39平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |科技园区|460万|单价40214元/平米
大兴|科技园区|怡海花园 板楼南北通透 满五年唯一 临地铁|怡海花园恒泰园| | 2室2厅 | 102.8平米 | 南 北 | 其他|高楼层(共6层)  1997年建板楼  -  |科技园区|510万|单价49611元/平米
大兴|科技园区|总部基地  科丰桥内 天龙华鹤两居  楼龄新  满五唯一|天龙华鹤| | 2室1厅 | 73.04平米 | 东 南 | 简装|中楼层(共29层)  2000年建塔楼  -  |科技园区|255万|单价34913元/平米
大兴|科技园区|长丰园一区低楼层大两居免税业主诚意出售|长丰园一区| | 2室1厅 | 92.82平米 | 南 北 | 其他|低楼层(共6层)  2000年建板楼  -  |科技园区|235万|单价25318元/平米
大兴|科技园区|大溪地别墅，满五年唯一，前后花园|大溪地| | 4室2厅 | 208.56平米 | 南 北 | 精装|低楼层(共4层)  2005年建  -  |科技园区|1200万|单价57538元/平米
大兴|科技园区|亿城天筑，高端社区，花园洋房，南北通透，改善首选。|亿城天筑| | 3室1厅 | 105.76平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |科技园区|580万|单价54842元/平米
大兴|科技园区|怡海花园 东南小两居 满五年唯一 带电梯|怡海花园富泽园| | 2室1厅 | 82.85平米 | 东南 | 简装|高楼层(共11层)  1998年建板塔结合  -  |科技园区|480万|单价57937元/平米
大兴|科技园区|西南五环 春泽北院大别墅 占地大 独栋 满五年唯一住宅|春泽院| | 8室5厅 | 1204平米 | 南 北 | 精装|低楼层(共2层)    -  |科技园区|3600万|单价29901元/平米
大兴|科技园区|怡海花园四期东南两居没遮挡采光佳满五年唯一|怡海花园富润园| | 2室2厅 | 102平米 | 东 南 | 其他|高楼层(共30层)  2002年建塔楼  -  |科技园区|520万|单价50981元/平米
大兴|科技园区|科技园区大溪地经典联排别墅把边户型。|大溪地| | 5室2厅 | 220平米 | 南 北 | 其他|地下室(共3层)  2005年建  -  |科技园区|1250万|单价56819元/平米
大兴|科技园区|南北通透精装两居室位置好楼层佳|长丰园三区| | 2室2厅 | 96.76平米 | 南 北 | 其他|低楼层(共6层)  2003年建板楼  -  |科技园区|275万|单价28421元/平米
大兴|科技园区|吉利双星   精装四居室   满五年唯一  紧邻地铁公园|吉利双星| | 4室1厅 | 151平米 | 南 西 | 精装|低楼层(共18层)  1996年建塔楼  -  |科技园区|450万|单价29802元/平米
大兴|科技园区|怡海八中 怡海花园 南北四居 通透户型|怡海花园恒泰园| | 4室2厅 | 258平米 | 南 北 | 精装|中楼层(共29层)  2005年建塔楼  -  |科技园区|1300万|单价50388元/平米
大兴|科技园区|西南五环，黄金楼层，南北低楼层两居，免税房|长丰园二区| | 2室1厅 | 76.81平米 | 南 北 | 精装|低楼层(共7层)  2002年建板楼  -  |科技园区|206万|单价26820元/平米
大兴|科技园区|恒富花园1号院 板楼全明三居室 顶层带天台 精装修|恒富花园1号院| | 3室2厅 | 114.9平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |科技园区|450万|单价39165元/平米
大兴|科技园区|西南四环  低密度宜居小区   南北通透  低楼层|富锦嘉园二区| | 3室1厅 | 115.61平米 | 南 北 | 简装|低楼层(共6层)  2002年建板楼  -  |科技园区|440万|单价38059元/平米
大兴|科技园区|保温段纯南向两居室，楼层好，免税|保温段| | 2室1厅 | 52.39平米 | 南 | 简装|低楼层(共6层)  1990年建板楼  -  |科技园区|185万|单价35313元/平米
大兴|科技园区|怡锦园 满五年 唯一  地铁旁 |怡锦园| | 2室1厅 | 102平米 | 西南 | 简装|高楼层(共30层)  2004年建塔楼  -  |科技园区|500万|单价49020元/平米
大兴|科技园区|中海九号公馆联排别墅 送花园送车库 交通方便临地铁|中海九号公馆| | 6室3厅 | 408平米 | 南 北 | 毛坯|地下室(共3层)  2012年建  -  |科技园区|1960万|单价48040元/平米
大兴|科技园区|朝向好 采光佳 楼层好 视野开阔 业主诚心出售|设计师广场| | 1室0厅 | 44.96平米 | 东南 | 精装|高楼层(共24层)  2008年建塔楼  -  |科技园区|200万|单价44484元/平米
大兴|科技园区|南北通透三居户型好朝向好小区居住方便。|富锦嘉园二区| | 3室1厅 | 122.11平米 | 南 北 | 其他|中楼层(共6层)  2002年建板楼  -  |科技园区|425万|单价34805元/平米
大兴|科技园区|丰台科技园 国际花园超大使用面积精装别墅|国际花园| | 4室2厅 | 268平米 | 南 北 | 精装|地下室(共3层)  2006年建  -  |科技园区|1800万|单价67165元/平米
大兴|科技园区|恒富中街6号院 顶层大复式 精装修 地铁旁 学区房|恒富中街6号院| | 4室2厅 | 202平米 | 南 北 | 精装|高楼层(共7层)  1996年建板楼  -  |科技园区|600万|单价29703元/平米
大兴|科技园区|大两居 南北通透 2005年板楼 出行方便|看丹路6号院| | 2室1厅 | 97.41平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |科技园区|380万|单价39011元/平米
大兴|科技园区|亿城天筑，高端社区，花园洋房，南北通透，改善首选。|亿城天筑| | 3室2厅 | 113平米 | 南 北 | 精装|中楼层(共5层)  2007年建板楼  -  |科技园区|800万|单价70797元/平米
大兴|科技园区|亿城天筑 满五年唯一 精装 带露台 带自建卧室 |亿城天筑| | 2室2厅 | 100平米 | 南 北 | 精装|高楼层(共5层)  2006年建板楼  -  |科技园区|650万|单价65000元/平米
大兴|科技园区|宝隆温泉公寓  精装一居室  业主诚心出售|宝隆温泉公寓| | 1室1厅 | 59.37平米 | 东 | 精装|中楼层(共30层)  2000年建塔楼  -  |科技园区|215万|单价36214元/平米
大兴|科技园区|恒富花园1号院 满五年唯一 东南向 带正规客厅|恒富花园1号院| | 2室1厅 | 80.93平米 | 东 南 | 精装|高楼层(共6层)  1995年建板楼  -  |科技园区|313万|单价38676元/平米
大兴|科技园区|长丰园三区全明格局大三居免税业主诚意出售|长丰园三区| | 2室2厅 | 96.63平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |科技园区|258万|单价26700元/平米
大兴|科技园区|满五年业主唯一住房，边户别墅，200平花园|大溪地| | 4室3厅 | 217.39平米 | 南 北 | 其他|地下室(共3层)  2005年建  -  |科技园区|1500万|单价69001元/平米
大兴|科技园区|长丰园三区一层大四居南北通透、送阳光房、小花园|长丰园三区| | 4室2厅 | 153平米 | 南 北 | 其他|低楼层(共6层)  2003年建板楼  -  |科技园区|450万|单价29412元/平米
大兴|科技园区|世界公园附近，长丰园三区，大三居。|长丰园三区| | 3室2厅 | 126.98平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |科技园区|300万|单价23626元/平米
大兴|科技园区|南北通透低总价黄金楼层三居室免税|长丰园三区| | 3室2厅 | 110.73平米 | 南 北 | 简装|中楼层(共6层)  2003年建板楼  -  |科技园区|290万|单价26190元/平米
大兴|科技园区|怡海花园南北通透两居室 带电梯 满五年唯一 近地铁|怡海花园富泽园| | 2室1厅 | 118.98平米 | 南 北 | 其他|高楼层(共12层)  1999年建板塔结合  -  |科技园区|500万|单价42024元/平米
大兴|科技园区|全南向一居室 社区配套齐全  教育一站式社区|怡海花园恒泰园| | 1室1厅 | 56.45平米 | 南 | 精装|高楼层(共6层)  1997年建板楼  -  |科技园区|305万|单价54031元/平米
大兴|科技园区|天龙华鹤 满五年 业主唯一住房 全南向|天龙华鹤| | 1室1厅 | 69.09平米 | 南 | 简装|高楼层(共29层)  2000年建塔楼  -  |科技园区|248万|单价35896元/平米
大兴|科技园区|长丰园三区 双卧朝阳大三居 业主诚售|长丰园三区| | 3室2厅 | 126.33平米 | 南 北 | 毛坯|高楼层(共6层)  2003年建板楼  -  |科技园区|305万|单价24144元/平米
大兴|科技园区|【70年大产权】朝向【东南】满五年唯一【诚售中】|设计师广场| | 1室0厅 | 52.04平米 | 东南 | 精装|高楼层(共26层)  2008年建塔楼  -  |科技园区|220万|单价42276元/平米
大兴|科技园区|70年产权，满五唯一，无抵押，朝向好楼层佳|设计师广场| | 1室0厅 | 57.85平米 | 西南 | 精装|中楼层(共24层)  2008年建塔楼  -  |科技园区|210万|单价36301元/平米
大兴|科技园区|大溪地风情别墅，临万达世界公园，闹中取静|大溪地| | 5室3厅 | 208.19平米 | 南 北 | 简装|地下室(共3层)  2005年建  -  |科技园区|1100万|单价52837元/平米
大兴|科技园区|科技园区 中海九号公馆精装联排别墅 豪华装修|中海九号公馆| | 6室3厅 | 408平米 | 南 北 | 精装|地下室(共3层)  2012年建  -  |科技园区|2500万|单价61275元/平米
大兴|科技园区|怡海花园五期怡锦园学区大两居 满5年 急售|怡锦园| | 2室2厅 | 107平米 | 南 西 | 简装|低楼层(共30层)  2004年建塔楼  -  |科技园区|465万|单价43458元/平米
大兴|科技园区|怡海南北两居，带电梯，总价低，学区房|怡海花园富泽园| | 2室1厅 | 88.58平米 | 南 北 | 简装|中楼层(共12层)  1999年建板塔结合  -  |科技园区|415万|单价46851元/平米
大兴|科技园区|国际花园 4室3厅 3000万|国际花园| | 4室3厅 | 401平米 | 南 北 | 精装|低楼层(共3层)  2002年建  -  |科技园区|3000万|单价74813元/平米
大兴|科技园区|天下儒寓大两居 东南朝向 高楼层采光好 满五唯一诚售|天下儒寓| | 2室1厅 | 101.76平米 | 东 南 | 精装|高楼层(共28层)  2005年建塔楼  -  |科技园区|368万|单价36164元/平米
大兴|科技园区|宝隆温泉公寓 西向正规一居室目前两套打通 满五年唯一|宝隆温泉公寓| | 1室1厅 | 60平米 | 西 | 简装|高楼层(共30层)  2000年建塔楼  -  |科技园区|240万|单价40000元/平米
大兴|科技园区|怡海八中 怡海花园 南北两居 中间楼层 满五年唯一|怡海花园富泽园| | 2室1厅 | 73.39平米 | 南 北 | 简装|低楼层(共7层)  1998年建板楼  -  |科技园区|390万|单价53141元/平米
大兴|科技园区|宝隆温泉公寓  过度首选  无遮挡  随时签合同|宝隆温泉公寓| | 1室1厅 | 60平米 | 西 | 其他|高楼层(共30层)  2000年建塔楼  -  |科技园区|240万|单价40000元/平米
大兴|科技园区|地铁九号线科怡路站，满五年唯一住房，大三居住房出售|恒富中街7号院| | 3室1厅 | 141平米 | 南 北 | 简装|中楼层(共7层)  1996年建板楼  -  |科技园区|450万|单价31915元/平米
大兴|科技园区|长丰园一区 明厨明卫3居 采光好 通透性能高|长丰园一区| | 3室1厅 | 107.35平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |科技园区|239万|单价22264元/平米
大兴|科技园区|南北通透两居室 满五年家庭唯一住房|长丰园一区| | 2室1厅 | 83.49平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |科技园区|210万|单价25153元/平米
大兴|科技园区|总部基地附近大两居免税诚意出售|长丰园一区| | 2室1厅 | 86.19平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |科技园区|208万|单价24133元/平米
大兴|科技园区|怡海花园富润园 两居室 诚心出售|怡海花园富润园| | 2室1厅 | 105.24平米 | 东 南 | 精装|高楼层(共29层)  2002年建塔楼  -  |科技园区|460万|单价43710元/平米
大兴|科技园区|天下儒寓东南向一居室 满五年唯一紧邻9号线|天下儒寓| | 2室1厅 | 59.69平米 | 东 | 精装|高楼层(共28层)  2005年建塔楼  -  |科技园区|210万|单价35182元/平米
大兴|科技园区|长丰园一区       免税低层大两居|长丰园一区| | 2室1厅 | 92.83平米 | 南 北 | 简装|低楼层(共6层)  2000年建板楼  -  |科技园区|240万|单价25854元/平米
大兴|科技园区|南北通透长丰园一区两居室采光好|长丰园一区| | 2室1厅 | 86.19平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |科技园区|215万|单价24945元/平米
大兴|科技园区|长丰园二区厅卧朝阳2居 大产权|长丰园二区| | 2室1厅 | 76.84平米 | 南 北 | 简装|高楼层(共7层)  2002年建板楼  -  |科技园区|200万|单价26029元/平米
大兴|科技园区|北京八中学区怡海花园三期全南向采光好满五年唯一|怡海花园富润园| | 3室2厅 | 116平米 | 南 | 简装|高楼层(共18层)  2001年建塔楼  -  |科技园区|540万|单价46552元/平米
大兴|科技园区|中海御鑫阁70年产权东向民水民电四环边地铁旁|中海御鑫阁| | 1室0厅 | 37.1平米 | 东 | 其他|中楼层(共20层)  2012年建塔楼  -  |科技园区|210万|单价56604元/平米
大兴|科技园区|怡海花园 南北通透三居 精装修 有电梯 |怡海花园富泽园| | 3室2厅 | 129.6平米 | 南 北 | 精装|中楼层(共12层)  1999年建板塔结合  -  |科技园区|650万|单价50155元/平米
大兴|科技园区|诚心出售   低楼层   小三居   |长丰园二区| | 3室1厅 | 100.05平米 | 南 北 | 简装|中楼层(共7层)  2002年建板楼  -  |科技园区|260万|单价25988元/平米
大兴|科技园区|吉利双星 大两居 近公园 近地铁|吉利双星| | 2室1厅 | 126平米 | 西北 | 精装|中楼层(共18层)  1996年建塔楼  -  |科技园区|400万|单价31747元/平米
大兴|科技园区|怡海花园经典一居 可改二居 满五年唯一住房|怡海花园富润园| | 1室1厅 | 71.93平米 | 西 | 精装|低楼层(共18层)  2001年建塔楼  -  |科技园区|350万|单价48659元/平米
大兴|科技园区|富锦嘉园邻公园四居室 低楼层 户型方正|富锦嘉园四区| | 4室2厅 | 133.46平米 | 南 北 | 精装|低楼层(共7层)  2004年建板楼  -  |科技园区|530万|单价39713元/平米
大兴|科技园区|中海御鑫阁70年产权民水民电东向业主诚心出售！|中海御鑫阁| | 1室0厅 | 37.1平米 | 东 | 精装|中楼层(共20层)  2012年建塔楼  -  |科技园区|200万|单价53909元/平米
大兴|科技园区|天下儒寓  一居室  满五年唯一|天下儒寓| | 0室1厅 | 59.79平米 | 西 | 其他|高楼层(共28层)  2005年建塔楼  -  |科技园区|200万|单价33451元/平米
大兴|科技园区|科技园区 阳光四季 满五年 近地铁|阳光四季| | 1室1厅 | 105平米 | 北 | 其他|低楼层(共19层)  1999年建塔楼  -  |科技园区|350万|单价33334元/平米
大兴|科技园区|怡锦园 满五年唯一 高楼层 视野采光棒！|怡锦园| | 2室2厅 | 101.35平米 | 西南 | 其他|高楼层(共30层)  2004年建塔楼  -  |科技园区|500万|单价49334元/平米
大兴|科技园区|吉利双星  精装两居  紧邻地铁公园|吉利双星| | 2室1厅 | 122.27平米 | 南 西 北 | 简装|高楼层(共18层)  1996年建塔楼  -  |科技园区|385万|单价31488元/平米
大兴|科技园区|宝隆温泉公寓 东南小两居 满五唯一 诚心出售|宝隆温泉公寓| | 2室1厅 | 67.9平米 | 南 西 北 | 其他|中楼层(共30层)  2000年建塔楼  -  |科技园区|280万|单价41238元/平米
大兴|科技园区|满五唯一 免税 临地铁 学区房  正南朝向 采光好|怡海花园富润园| | 3室1厅 | 116.51平米 | 南 | 精装|低楼层(共18层)  2001年建塔楼  -  |科技园区|540万|单价46348元/平米
大兴|科技园区|恒富中街精品四居 格局好 安静舒适|恒富中街6号院| | 4室2厅 | 156.5平米 | 南 北 | 简装|中楼层(共6层)  1996年建板楼  -  |科技园区|550万|单价35144元/平米
大兴|科技园区|怡海花园恒泰园大复式南北通透单价低|怡海花园恒泰园| | 6室2厅 | 185平米 | 南 北 | 其他|高楼层(共6层)  1997年建板楼  -  |科技园区|620万|单价33514元/平米
大兴|科技园区|中海御鑫阁 西向大开间 精装修 紧邻地铁 诚售|中海御鑫阁| | 1室0厅 | 49.61平米 | 西 | 精装|中楼层(共22层)  2012年建塔楼  -  |科技园区|250万|单价50394元/平米
大兴|科技园区|怡海花园富泽园 两居 西南向 满两年 诚售！|怡海花园富泽园| | 2室1厅 | 104.66平米 | 西南 | 简装|低楼层(共30层)  2001年建塔楼  -  |科技园区|520万|单价49685元/平米
大兴|科技园区|南北通透 免税两居 送地下储藏室 紧邻公园|富锦嘉园四区| | 2室2厅 | 96.34平米 | 南 北 | 简装|中楼层(共7层)  2004年建板楼  -  |科技园区|400万|单价41520元/平米
大兴|科技园区|南北通透 精装修 免税三居 落地飘窗 送地下室 |富锦嘉园五区| | 3室2厅 | 131.31平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |科技园区|580万|单价44171元/平米
大兴|科技园区|怡海花园恒泰园正南一居楼层高采光佳临近地铁|怡海花园恒泰园| | 1室1厅 | 56.45平米 | 南 | 简装|高楼层(共6层)  1997年建板楼  -  |科技园区|300万|单价53145元/平米
大兴|科技园区|2层3居 免费停车 小区安静 格局好|春泽北院| | 3室1厅 | 114.25平米 | 南 北 | 精装|低楼层(共7层)  2000年建板楼  -  |科技园区|265万|单价23195元/平米
大兴|科技园区|适合投资 适合过度 可以落户口 低总价低首付|长丰园二区| | 2室1厅 | 41.69平米 | 南 北 | 简装|高楼层(共7层)  2002年建板楼  -  |科技园区|123万|单价29504元/平米
大兴|科技园区|天龙华鹤B座 上下两层 方方正正 居住办公都可有天燃气|天龙华鹤| | 0室1厅 | 152平米 | 西 | 其他|低楼层(共32层)  2008年建塔楼  -  |科技园区|550万|单价36185元/平米
大兴|科技园区|低总价南北通透落户首选阁楼急售|长丰园二区| | 1室1厅 | 39.37平米 | 南 北 | 简装|高楼层(共7层)  2002年建板楼  -  |科技园区|123万|单价31243元/平米
大兴|科技园区|富丰园小区 2室1厅 240万|富丰园小区| | 2室1厅 | 59.9平米 | 东 西 | 精装|中楼层(共6层)  1995年建板楼  -  |科技园区|240万|单价40067元/平米
大兴|科技园区|长丰园二区 两居室  南北通透  诚心出售 |长丰园二区| | 2室1厅 | 76.36平米 | 南 北 | 简装|中楼层(共7层)  2002年建板楼  -  |科技园区|220万|单价28811元/平米
大兴|科技园区|宽展示面别墅，布局合理，装修好|棉花城| | 5室2厅 | 253.47平米 | 南 北 | 简装|地下室(共3层)  2002年建  -  |科技园区|1160万|单价45765元/平米
大兴|科技园区|超大复式，南北通透，采光好，居住舒适|春泽北院| | 3室2厅 | 148平米 | 南 北 | 简装|高楼层(共6层)  2001年建板楼  -  |科技园区|260万|单价17568元/平米
大兴|科技园区|地铁边公园边联排别墅南入户北花园把边户|大溪地| | 4室2厅 | 217.39平米 | 南 北 | 简装|地下室(共3层)  2005年建  -  |科技园区|1350万|单价62101元/平米
大兴|科技园区|科技园  精装大两居  丰台五小学区  改善首选|吉利双星| | 2室1厅 | 122平米 | 南 西 北 | 精装|低楼层(共18层)  1996年建塔楼  -  |科技园区|380万|单价31148元/平米
大兴|科技园区|公交驾校附近，长丰园二区，双卧朝南。|长丰园二区| | 2室1厅 | 76.3平米 | 南 北 | 简装|中楼层(共7层)  2002年建板楼  -  |科技园区|209万|单价27392元/平米
大兴|科技园区|四环内城市经典 满五年唯一三居室 总价低含产权车位|城市经典| | 3室1厅 | 99.63平米 | 西南 | 简装|低楼层(共18层)  1995年建塔楼  -  |科技园区|250万|单价25093元/平米
大兴|科技园区|怡海花园富润园经典三居室 实用强 户型好|怡海花园富润园| | 3室2厅 | 137平米 | 西北 | 简装|中楼层(共18层)  2001年建塔楼  -  |科技园区|530万|单价38687元/平米
大兴|科技园区|满五年唯一 两厅通透，两卧通透 双南北通透 双卫|富锦嘉园五区| | 2室2厅 | 98.48平米 | 南 北 | 简装|低楼层(共6层)  2008年建板楼  -  |科技园区|450万|单价45695元/平米
大兴|科技园区|中海御鑫阁 70年产权 西北向 开发商统一装修|中海御鑫阁| | 1室0厅 | 41.63平米 | 西北 | 其他|高楼层(共22层)  2012年建塔楼  -  |科技园区|225万|单价54048元/平米
大兴|科技园区|北京方向精装2居 南北户型 明窗明卫 临地铁九号线|北京方向| | 2室2厅 | 83.33平米 | 南 西 北 | 精装|高楼层(共15层)  2011年建板楼  -  |科技园区|479万|单价57483元/平米
大兴|科技园区|宝隆温泉公寓，正规南向两居室，朝南向，诚意出售。|宝隆温泉公寓| | 2室1厅 | 82.01平米 | 南 | 简装|中楼层(共30层)  2000年建塔楼  -  |科技园区|295万|单价35972元/平米
大兴|科技园区|富锦嘉园一区 精装南北两居 落地飘窗|富锦嘉园一区| | 2室2厅 | 88.39平米 | 南 北 | 简装|高楼层(共5层)  2002年建板楼  -  |科技园区|380万|单价42992元/平米
大兴|科技园区|天龙华鹤 地铁房 低价两居室 西南户型|天龙华鹤| | 1室1厅 | 85.42平米 | 南 西 | 精装|低楼层(共29层)  2000年建塔楼  -  |科技园区|220万|单价25756元/平米
大兴|科技园区|城市经典 3室1厅 380万|城市经典| | 3室1厅 | 119.6平米 | 西北 | 其他|低楼层(共18层)  1995年建塔楼  -  |科技园区|380万|单价31773元/平米
大兴|科技园区|怡海花园六期 满五年 唯一住房 精装修 观湖房|怡海花园恒泰园| | 3室2厅 | 206.53平米 | 西南 北 | 简装|低楼层(共29层)  2005年建塔楼  -  |科技园区|930万|单价45030元/平米
大兴|科技园区|春泽院 7室2厅 2600万|春泽院| | 7室2厅 | 311.2平米 | 东 南 西 北 | 毛坯|低楼层(共2层)    -  |科技园区|2600万|单价83548元/平米
大兴|科技园区|宝隆温泉公寓  两居室  紧邻地铁|宝隆温泉公寓| | 2室1厅 | 81.66平米 | 东南 | 简装|中楼层(共30层)  2000年建塔楼  -  |科技园区|270万|单价33064元/平米
大兴|科技园区|把边户型  卫生间带窗 70年产权 民水民电 送精装修|设计师广场| | 1室0厅 | 48.21平米 | 东南 西南 | 其他|中楼层(共26层)  2008年建塔楼  -  |科技园区|182万|单价37752元/平米
大兴|科技园区|70年产权不限购【民水民电】业主诚心出售中|设计师广场| | 1室0厅 | 48平米 | 东 南 西 | 精装|低楼层(共28层)  2008年建塔楼  -  |科技园区|185万|单价38542元/平米
大兴|科技园区|长丰园一区紧凑小三居业主诚意出售|长丰园一区| | 3室1厅 | 94.54平米 | 南 北 | 其他|高楼层(共6层)  1998年建板楼  -  |科技园区|220万|单价23271元/平米
大兴|科技园区|国际花园别墅 配套齐全 交通便利|国际花园| | 4室2厅 | 238平米 | 东 南 西 北 | 其他|低楼层(共3层)  2006年建  -  |科技园区|1500万|单价63026元/平米
大兴|科技园区|总价低，大三居，双卫，税费低，大阳台，采光好，精装|天龙华鹤| | 3室2厅 | 135.32平米 | 南 西 | 精装|低楼层(共29层)  2000年建塔楼  -  |科技园区|480万|单价35472元/平米
大兴|科技园区|总部基地 9号线 怡海花园三居 精装带电梯 采光足 |怡海花园富润园| | 3室2厅 | 144.25平米 | 东南 | 精装|高楼层(共29层)  2002年建塔楼  -  |科技园区|650万|单价45061元/平米
大兴|科技园区|【原值143万西四环70年住宅】低总价【楼下地铁站】|设计师广场| | 1室0厅 | 45平米 | 西北 | 精装|高楼层(共24层)  2008年建塔楼  -  |科技园区|170万|单价37778元/平米
大兴|科技园区|【丰台五小科丰学区】【南北通透】【户型不错】|富丰园小区| | 3室1厅 | 75.6平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |科技园区|290万|单价38360元/平米
大兴|科技园区|中海苏黎世家 全明一居室 送装修 低总价 满两年|中海苏黎世家| | 1室1厅 | 51.88平米 | 东 北 | 精装|低楼层(共15层)  2012年建板楼  -  |科技园区|305万|单价58790元/平米
大兴|科技园区|新城市经典 3室1厅 330万|新城市经典| | 3室1厅 | 103.86平米 | 东 北 | 其他|低楼层(共18层)  1999年建塔楼  -  |科技园区|330万|单价31774元/平米
大兴|科技园区|临近地铁  满五唯一  免税 急售|怡锦园| | 2室1厅 | 104.86平米 | 东南 | 精装|低楼层(共30层)  2004年建塔楼  -  |科技园区|500万|单价47683元/平米
大兴|科技园区|低总价 低首付 可落户 有学区名额|长丰园二区| | 1室1厅 | 38.64平米 | 南 北 | 其他|高楼层(共7层)  2002年建板楼  -  |科技园区|117万|单价30280元/平米
大兴|科技园区|天龙华鹤 两居室 西南朝向 紧邻地铁|天龙华鹤| | 2室1厅 | 72.93平米 | 东 | 简装|低楼层(共29层)  2000年建塔楼  -  |科技园区|230万|单价31538元/平米
大兴|科技园区|宝隆温泉公寓 正规一居室 高层 采光视野好 地铁学区房|宝隆温泉公寓| | 1室1厅 | 59.37平米 | 西南 | 简装|高楼层(共30层)  2000年建塔楼  -  |科技园区|205万|单价34530元/平米
大兴|科技园区|新城市经典两居室 满五年唯一 随时看房无贷款无抵押 |新城市经典| | 2室1厅 | 87.42平米 | 东南 北 | 其他|高楼层(共18层)  1999年建塔楼  -  |科技园区|335万|单价38321元/平米
大兴|科技园区|五环里 春泽北院 两居室 中间楼层 诚售|春泽北院| | 2室1厅 | 96.89平米 | 南 北 | 简装|中楼层(共7层)  2001年建板楼  -  |科技园区|205万|单价21159元/平米
大兴|科技园区|大溪地不限购联排别墅  原值高  税费低|大溪地| | 4室2厅 | 170.1平米 | 南 北 | 简装|地下室(共3层)  2005年建  -  |科技园区|740万|单价43504元/平米
大兴|科技园区|西南四环国际花园别墅，满五唯一！|国际花园| | 4室2厅 | 234平米 | 东 南 西 北 | 简装|低楼层(共3层)  2005年建  -  |科技园区|1500万|单价64103元/平米
大兴|科技园区|【西四环70年住宅公寓】【楼下地铁站】随时签约|设计师广场| | 1室0厅 | 34.36平米 | 西北 | 其他|中楼层(共26层)  2008年建塔楼  -  |科技园区|145万|单价42201元/平米
大兴|科技园区|天龙华鹤 2室1厅 350万|天龙华鹤| | 2室1厅 | 78平米 | 南 西 | 精装|低楼层(共32层)  2008年建塔楼  -  |科技园区|350万|单价44872元/平米
大兴|科技园区|富锦嘉园五区 免税商品房 精装修 两居室带两个卫生间|富锦嘉园五区| | 2室2厅 | 109.62平米 | 南 北 | 其他|低楼层(共6层)  2008年建板楼  -  |科技园区|548万|单价49991元/平米
大兴|科技园区|大溪地联排别墅中间户型，南入户北花园 满五年|大溪地| | 5室2厅 | 211.58平米 | 南 北 | 简装|地下室(共3层)  2005年建  -  |科技园区|900万|单价42538元/平米
大兴|科技园区|科技园 不限购 能办公 可注册|天龙华鹤| | 1室1厅 | 68.2平米 | 东 | 精装|中楼层(共32层)  2008年建塔楼  -  |科技园区|185万|单价27127元/平米
大兴|科技园区|四环里50年不限购 可注册 临地铁丰台科技园|天龙华鹤| | 1室1厅 | 77.32平米 | 东南 | 其他|中楼层(共32层)  2008年建塔楼  -  |科技园区|210万|单价27160元/平米
