海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|五棵松|今日家园 低总价 低楼层 两居|今日家园| | 2室2厅 | 113.58平米 | 北 | 毛坯|低楼层(共18层)  2000年建塔楼  -  |五棵松|435万|单价38299元/平米
海淀|五棵松|今日家园 3室2厅 650万|今日家园| | 3室2厅 | 132.64平米 | 北 | 精装|低楼层(共18层)  2000年建塔楼  -  |五棵松|650万|单价49005元/平米
海淀|五棵松|08年新小区 中间楼层 满五唯一|新兴年代| | 2室1厅 | 98平米 | 南 北 | 精装|高楼层(共18层)  2008年建板塔结合  -  |五棵松|680万|单价69388元/平米
海淀|五棵松|小区中间南北通透 中间楼层四居室 户型方正 采光好|紫金长安二期| | 4室2厅 | 230.41平米 | 南 北 | 精装|中楼层(共13层)  2006年建板楼  -  |五棵松|2300万|单价99823元/平米
海淀|五棵松|永金里小区 优质两居 东西通透 诚意出售|永金里小区| | 2室1厅 | 78平米 | 东 西 | 精装|高楼层(共6层)  1998年建板楼  -  |五棵松|375万|单价48077元/平米
海淀|五棵松|五一小学 南北通透两居 全明格局|六建| | 2室1厅 | 62.1平米 | 南 北 | 简装|中楼层(共6层)  1980年建板楼  -  |五棵松|440万|单价70854元/平米
海淀|五棵松|全南向精装修  2008年电梯房  满五唯一精装修  带车位|永金里小区| | 1室1厅 | 82.44平米 | 南 | 精装|中楼层(共12层)  2008年建塔楼  -  |五棵松|445万|单价53979元/平米
海淀|五棵松|海淀区万寿路片区 五一小学学区房对口十一学校|北太平路3号院| | 2室1厅 | 72平米 | 南 北 | 简装|低楼层(共5层)  1985年建板楼  -  |五棵松|510万|单价70834元/平米
海淀|五棵松|五棵松 百朗园 复式三居室客厅朝南 送35平大露台|百朗园| | 3室1厅 | 172.89平米 | 南 北 | 简装|低楼层(共19层)  2000年建板塔结合  -  |五棵松|760万|单价43959元/平米
海淀|五棵松|五一学区 南北通透两居 有自建近五一小学|永定路东街5号院| | 2室1厅 | 58平米 | 南 北 | 毛坯|低楼层(共6层)  1980年建板楼  -  |五棵松|460万|单价79311元/平米
海淀|五棵松|今日家园 双南卧两居室 诚意卖 看房方便|今日家园| | 2室1厅 | 100.97平米 | 南 西 | 精装|中楼层(共24层)  2001年建塔楼  -  |五棵松|590万|单价58434元/平米
海淀|五棵松|五一小学划片 双南2居出售 满五年唯一住房|新兴年代| | 2室2厅 | 93平米 | 南 | 简装|中楼层(共21层)  2009年建板塔结合  -  |五棵松|680万|单价73119元/平米
海淀|五棵松|精装两居室  南北通透  育英学区|金沟河5号院| | 2室2厅 | 61.8平米 | 北 南 | 精装|高楼层(共6层)  1993年建板楼  -  |五棵松|330万|单价53399元/平米
海淀|五棵松|今日家园 单价低的三居室 业主诚售 随时签约|今日家园| | 3室2厅 | 141.89平米 | 东 北 | 简装|低楼层(共18层)  2000年建塔楼  -  |五棵松|550万|单价38763元/平米
海淀|五棵松|永定路精装一居 带电梯 海淀学区房|西区邮电局| | 1室1厅 | 49.93平米 | 东南 | 精装|高楼层(共8层)  2010年建板塔结合  -  |五棵松|265万|单价53075元/平米
海淀|五棵松|育英 满两年唯一 精装两居 ！|紫金长安三期| | 2室1厅 | 113.16平米 | 东 西 | 精装|高楼层(共16层)  2008年建板楼  -  |五棵松|860万|单价75999元/平米
海淀|五棵松|百朗园 南北大4局居 改善首选 带电梯|百朗园| | 4室1厅 | 196平米 | 南 北 | 精装|高楼层(共19层)  2000年建板塔结合  -  |五棵松|980万|单价50000元/平米
海淀|五棵松|紫金长安2105年精装修双朝南108平大两居学区无占用！|紫金长安二期| | 2室1厅 | 108.47平米 | 南 | 精装|低楼层(共10层)  2006年建板楼  -  |五棵松|1080万|单价99567元/平米
海淀|五棵松|永定路西里 五一学区 精装户型棒 三居室|永定路西里| | 3室2厅 | 112.3平米 | 东南 | 简装|中楼层(共17层)  1997年建板塔结合  -  |五棵松|788万|单价70170元/平米
海淀|五棵松|今日家园 3室2厅 680万|今日家园| | 3室2厅 | 128.43平米 | 西南 | 其他|低楼层(共24层)  2000年建塔楼  -  |五棵松|680万|单价52948元/平米
海淀|五棵松|精典一居2室2卫，精装修，不临街，有一个车位，诚心卖|紫金长安一期| | 2室1厅 | 102平米 | 东 西 | 精装|低楼层(共15层)  2004年建板楼  -  |五棵松|1100万|单价107844元/平米
海淀|五棵松|五棵松地铁 今日家园无二次采光户型 两居室|今日家园| | 2室1厅 | 85.78平米 | 东 北 | 精装|高楼层(共24层)  2001年建塔楼  -  |五棵松|500万|单价58289元/平米
海淀|五棵松|泽丰苑二期/带电梯南北三居/玉泉小学/满五年诚售|泽丰苑二期| | 3室2厅 | 138.84平米 | 南 北 | 简装|高楼层(共9层)  2005年建板塔结合  -  |五棵松|835万|单价60142元/平米
海淀|五棵松|一层带小院  欧式装修  小区环境优雅|永定华庭| | 1室1厅 | 72平米 | 西 | 精装|低楼层(共11层)  2012年建板塔结合  -  |五棵松|500万|单价69445元/平米
海淀|五棵松|复兴路79号院南北通透一居出售|复兴路79号院| | 1室1厅 | 50平米 | 南 北 | 精装|高楼层(共16层)  1988年建板塔结合  -  |五棵松|305万|单价61000元/平米
海淀|五棵松|永金里南北大三居客厅带窗可以高贷款独家委托业主诚售|永金里小区| | 3室2厅 | 136平米 | 南 西 北 | 简装|低楼层(共6层)  1998年建板楼  -  |五棵松|795万|单价58456元/平米
海淀|五棵松|金沟河17号院 正规南北通透两居室 中间层 不临街学区|金沟河17号院| | 2室1厅 | 61.3平米 | 南 北 | 简装|中楼层(共6层)  1990年建板楼  -  |五棵松|360万|单价58728元/平米
海淀|五棵松|影视之家，正规小三居，黄金二层，|西四环中路47号院| | 3室1厅 | 78平米 | 南 北 | 简装|中楼层(共5层)  1998年建板楼  -  |五棵松|550万|单价70513元/平米
海淀|五棵松|五一小学 永定路西里 全明格局 南北通透 有名额诚售|永定路西里| | 2室1厅 | 72平米 | 南 北 | 简装|低楼层(共12层)  1998年建板楼  -  |五棵松|600万|单价83334元/平米
海淀|五棵松|永定路17号院，中间层，不临街|永定路17号院| | 2室1厅 | 54平米 | 东 | 简装|高楼层(共6层)  1995年建板楼  -  |五棵松|305万|单价56482元/平米
海淀|五棵松|西区邮电局 图强小学学区房 房龄新 带电梯|西区邮电局| | 1室1厅 | 51.52平米 | 东 | 精装|高楼层(共8层)  2010年建板塔结合  -  |五棵松|272万|单价52796元/平米
海淀|五棵松|紫金长安 诚心出售 楼层好 采光棒|紫金长安二期| | 2室1厅 | 99.08平米 | 东 西 | 精装|中楼层(共12层)  2006年建板楼  -  |五棵松|998万|单价100727元/平米
海淀|五棵松|今日家园 全明格局两居 稀缺户型|今日家园| | 2室1厅 | 85.99平米 | 东 北 | 简装|低楼层(共18层)  2000年建塔楼  -  |五棵松|445万|单价51751元/平米
海淀|五棵松|永金里小区   黄金二层 公房，看房方便，有钥匙|永金里小区| | 2室1厅 | 82.81平米 | 东 西 | 毛坯|低楼层(共6层)  1998年建板楼  -  |五棵松|410万|单价49511元/平米
海淀|五棵松|花园中心南北四居室 采光好 全天无遮挡 两梯两户|紫金长安一期| | 4室2厅 | 192.29平米 | 南 北 | 精装|低楼层(共15层)  2004年建板楼  -  |五棵松|1880万|单价97769元/平米
海淀|五棵松|五一小学学区房 满五年已购公房 学区名额未占用 |六建| | 2室1厅 | 66.99平米 | 南 北 | 简装|中楼层(共14层)  1988年建板塔结合  -  |五棵松|468万|单价69862元/平米
海淀|五棵松|中间楼层 双卧朝南 采光好 通透性强|紫金长安一期| | 4室1厅 | 177.38平米 | 南 北 | 其他|低楼层(共15层)  2004年建板楼  -  |五棵松|1770万|单价99786元/平米
海淀|五棵松|万寿路五一小学学区★六建南北两居★带有大阳台设计|六建| | 2室1厅 | 61.9平米 | 南 北 | 简装|中楼层(共5层)  1979年建板楼  -  |五棵松|420万|单价67852元/平米
海淀|五棵松|金沟河3号院 南北通透 明厨明卫 刚需首选|金沟河3号院| | 2室1厅 | 57.3平米 | 南 北 | 简装|高楼层(共6层)  1988年建板楼  -  |五棵松|300万|单价52357元/平米
海淀|五棵松|紫金长安三期   育英学区  南北两居  精装修|紫金长安三期| | 2室1厅 | 118.42平米 | 南 北 | 精装|未知楼层(共16层)  2008年建板楼  -  |五棵松|1050万|单价88668元/平米
海淀|五棵松|全南向 五一学区 对口十一 带自建 |六建| | 2室1厅 | 54.6平米 | 南 | 简装|低楼层(共5层)  1976年建板楼  -  |五棵松|395万|单价72345元/平米
海淀|五棵松|西四环外，长安街边，临地铁，可商住两用|百朗园| | 2室1厅 | 99.99平米 | 北 | 简装|低楼层(共19层)  2000年建板塔结合  -  |五棵松|500万|单价50006元/平米
海淀|五棵松|顶层大复式！六居室 单价低 诚心卖！|永金里小区| | 6室2厅 | 165平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |五棵松|800万|单价48485元/平米
海淀|五棵松|育英学区 南北四居楼王 高层视野开阔！|紫金长安一期| | 4室2厅 | 184.65平米 | 南 北 | 精装|高楼层(共15层)  2004年建板楼  -  |五棵松|1700万|单价92067元/平米
海淀|五棵松|双南向大两居  满五年唯一 免税|永金里小区| | 2室1厅 | 86.23平米 | 南 | 简装|中楼层(共6层)  1998年建板楼  -  |五棵松|448万|单价51955元/平米
海淀|五棵松|满五唯一，园区中心，育英学区，随时可签合同，邻地铁|紫金长安一期| | 2室1厅 | 101.95平米 | 南 | 简装|高楼层(共15层)  2004年建板楼  -  |五棵松|1130万|单价110839元/平米
海淀|五棵松|永定路西里 经典两居 电梯房近学校 楼龄新诚售|永定路西里| | 2室1厅 | 73平米 | 南 北 | 精装|低楼层(共12层)  1998年建板楼  -  |五棵松|610万|单价83562元/平米
海淀|五棵松|五一学区房 精装修带客厅两居室诚心出售|永定路西里| | 2室1厅 | 65.25平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |五棵松|480万|单价73564元/平米
海淀|五棵松|永金里小区，下跃复式，超大套内面积，看房随时|永金里小区| | 4室2厅 | 151.75平米 | 南 北 | 简装|低楼层(共7层)  1998年建板楼  -  |五棵松|600万|单价39539元/平米
海淀|五棵松|永定路西里 五一学区对口十一学校 复式三居带露台|永定路西里| | 3室1厅 | 79.43平米 | 东 西 | 精装|高楼层(共6层)  1995年建板楼  -  |五棵松|640万|单价80575元/平米
海淀|五棵松|五棵松地铁口 南北通透 三居室 五一小学学区房|六建| | 3室1厅 | 73.3平米 | 南 北 | 简装|高楼层(共6层)  1986年建板楼  -  |五棵松|480万|单价65485元/平米
海淀|五棵松|六建大院 带电梯板楼 五一学区 满五年公房 全南向两居|六建| | 2室1厅 | 54平米 | 南 | 简装|中楼层(共14层)  1988年建板塔结合  -  |五棵松|400万|单价74075元/平米
海淀|五棵松|京铁家园 大二居 满五唯一  动静分离|京铁家园| | 2室1厅 | 94.55平米 | 东北 | 简装|低楼层(共22层)  2002年建塔楼  -  |五棵松|350万|单价37018元/平米
海淀|五棵松|金沟河10号院 玉泉学区房 正规三居室 诚心出售|金沟河10号院| | 3室1厅 | 113平米 | 南 北 | 简装|高楼层(共11层)  2000年建板塔结合  -  |五棵松|710万|单价62832元/平米
海淀|五棵松|永金里小区，财政部大三居，南北双1.2米宽阳台，精装|永金里小区| | 3室1厅 | 136平米 | 南 北 | 精装|低楼层(共6层)  1998年建板楼  -  |五棵松|850万|单价62500元/平米
海淀|五棵松|嘉德公寓 长安街高端商品房小户型一居室 满五年电梯房|嘉德公寓| | 1室0厅 | 67.71平米 | 北 | 精装|中楼层(共15层)  1999年建板塔结合  -  |五棵松|280万|单价41353元/平米
海淀|五棵松|全新装修没住过 大三居 南北通透 社区人车分流！|紫金长安三期| | 3室1厅 | 174.74平米 | 南 北 | 精装|中楼层(共14层)  2008年建板楼  -  |五棵松|1600万|单价91565元/平米
海淀|五棵松|泽丰苑二期/中科院附小/南北通透/满五年业主诚售|泽丰苑二期| | 4室2厅 | 177平米 | 南 北 | 精装|低楼层(共6层)  2005年建板楼  -  |五棵松|1190万|单价67232元/平米
海淀|五棵松|复兴路79号院   六街坊   可对外商品房 小户型|复兴路79号院| | 1室1厅 | 47平米 | 南 | 简装|高楼层(共16层)  1988年建板塔结合  -  |五棵松|280万|单价59575元/平米
海淀|五棵松|五一小学 永定路西里 经典两居 98年电梯房送车位|永定路西里| | 2室1厅 | 71.23平米 | 南 北 | 精装|高楼层(共12层)  1998年建板楼  -  |五棵松|590万|单价82831元/平米
海淀|五棵松|五棵松 百朗园东北向四居 图强小学学区房|百朗园| | 4室2厅 | 289平米 | 东 西 北 | 简装|高楼层(共19层)  2000年建板塔结合  -  |五棵松|1050万|单价36333元/平米
海淀|五棵松|五一小学 学区房 南北两居 免税 学区名额清晰|复兴路30号院| | 2室1厅 | 65.2平米 | 南 西 | 精装|高楼层(共16层)  1985年建板塔结合  -  |五棵松|480万|单价73620元/平米
海淀|五棵松|南北通透两居室  满五唯一  育英学区|永定路85号院| | 2室1厅 | 85.7平米 | 南 北 | 精装|高楼层(共7层)  1998年建板楼  -  |五棵松|483万|单价56360元/平米
海淀|五棵松|五一小学 永定路西里 南北大三居 精装修 户型好 诚售|永定路西里| | 3室1厅 | 89.64平米 | 南 北 | 精装|低楼层(共12层)  1998年建板楼  -  |五棵松|680万|单价75859元/平米
海淀|五棵松|五一小学学区房 单价低 东西向四居 学区名额无占用|永定路西里| | 4室1厅 | 96.46平米 | 东 西 | 精装|高楼层(共6层)  1995年建板楼  -  |五棵松|559万|单价57952元/平米
海淀|五棵松|永金里小区 黄金楼层 诚心出售三居 全明格局 随时可看|永金里小区| | 3室1厅 | 120.45平米 | 南 北 | 其他|中楼层(共6层)  1998年建板楼  -  |五棵松|730万|单价60607元/平米
海淀|五棵松|五棵松地铁口 全南向一居室 带电梯 五一小学|复兴路30号院| | 1室1厅 | 41平米 | 南 | 简装|高楼层(共16层)  1985年建板塔结合  -  |五棵松|340万|单价82927元/平米
海淀|五棵松|南北通透 四个阳台 户型好  超值好房 低楼层|永金里小区| | 2室1厅 | 112平米 | 南 北 | 简装|低楼层(共6层)  1998年建板楼  -  |五棵松|550万|单价49108元/平米
海淀|五棵松|新兴年代 五一小学 南北通透大三居2008年新房|新兴年代| | 3室1厅 | 136.06平米 | 南 北 | 精装|高楼层(共21层)  2009年建板塔结合  -  |五棵松|950万|单价69823元/平米
海淀|五棵松|嘉德公寓 2000年高端商品房住宅 银角户型  业主诚售|嘉德公寓| | 2室1厅 | 113平米 | 西南 | 简装|高楼层(共15层)  1999年建板塔结合  -  |五棵松|580万|单价51328元/平米
海淀|五棵松|五棵松  六建大院   满五年   有五一学区名额|六建| | 2室1厅 | 53.8平米 | 南 北 | 简装|中楼层(共4层)  1960年建板楼  -  |五棵松|390万|单价72491元/平米
海淀|五棵松|五一学区房 五一教工楼精装南向一居|五一教工楼| | 1室1厅 | 36平米 | 南 | 精装|中楼层(共6层)  1976年建板楼  -  |五棵松|410万|单价113889元/平米
海淀|五棵松|西四环中路卓展购物中心对过带阁楼两居出售|西四环中路41号院| | 3室1厅 | 77.6平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |五棵松|350万|单价45104元/平米
海淀|五棵松|泽丰苑 中间层 正规三居 看房方便|泽丰苑一期| | 3室1厅 | 129平米 | 南 北 | 简装|低楼层(共6层)  2002年建板楼  -  |五棵松|1050万|单价81396元/平米
海淀|五棵松|西四环内京铁家园大两居，交通方便，临长安街|京铁家园| | 2室2厅 | 107.54平米 | 南 西 | 简装|中楼层(共22层)  2003年建塔楼  -  |五棵松|430万|单价39986元/平米
海淀|五棵松|顶层复式！满五年 南北通透 诚心卖！|西四环中路41号院| | 2室2厅 | 80平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |五棵松|450万|单价56250元/平米
海淀|五棵松|带五一学区名额   北太平路16号院精装南北通透两居|北太平路16号院| | 2室1厅 | 54.7平米 | 南 北 | 精装|高楼层(共5层)  1992年建板楼  -  |五棵松|470万|单价85924元/平米
海淀|五棵松|金沟河2号院 东西通透内部交易啊|金沟河2号院| | 2室1厅 | 57.6平米 | 东 西 | 简装|中楼层(共6层)  1985年建板楼  -  |五棵松|260万|单价45139元/平米
海淀|五棵松|万地名苑 西北向 三居室 电梯房 地铁房|万地名苑| | 3室1厅 | 120平米 | 西 北 | 其他|低楼层(共13层)  2003年建板塔结合  -  |五棵松|600万|单价50000元/平米
海淀|五棵松|毛坯！08年商品房，南北通透大三居 社区人车分流！|紫金长安三期| | 3室1厅 | 170.75平米 | 南 北 | 毛坯|中楼层(共16层)  2008年建板楼  -  |五棵松|1500万|单价87848元/平米
海淀|五棵松|金沟河低总价 南北一居 黄金四层 只限航天系统购买|金沟河2号院| | 1室1厅 | 39.1平米 | 南 北 | 简装|中楼层(共6层)  1985年建板楼  -  |五棵松|240万|单价61382元/平米
海淀|五棵松|京铁家园  西南向两居  层高三米|京铁家园| | 2室2厅 | 106.38平米 | 西南 | 其他|高楼层(共22层)  2003年建塔楼  -  |五棵松|430万|单价40422元/平米
海淀|五棵松|紫金长安 有育英学区名额 三居 10层 小区人车分流|紫金长安一期| | 3室2厅 | 157平米 | 东 南 | 简装|中楼层(共15层)  2004年建板楼  -  |五棵松|1420万|单价90446元/平米
海淀|五棵松|今日家园五棵松地铁沿线，培英学区精装修西南三局室|今日家园| | 3室2厅 | 125.72平米 | 西南 | 精装|低楼层(共18层)  2000年建塔楼  -  |五棵松|640万|单价50907元/平米
海淀|五棵松|西四环中路41号院 双南向两居 中间楼层 临近地铁|西四环中路41号院| | 2室1厅 | 61.9平米 | 南 | 精装|中楼层(共6层)  1998年建板楼  -  |五棵松|320万|单价51697元/平米
海淀|五棵松|复兴路79号院   地铁口  南北一居室   可对外|复兴路79号院| | 1室1厅 | 44.5平米 | 南 北 | 简装|低楼层(共6层)  1988年建板楼  -  |五棵松|290万|单价65169元/平米
海淀|五棵松|影视之家，南北小三居，黄金二层，精装修，全明格局|西四环中路47号院| | 3室1厅 | 77.6平米 | 南 北 | 精装|低楼层(共6层)  1998年建板楼  -  |五棵松|550万|单价70877元/平米
海淀|五棵松|紫金长安二期 2室1厅 980万|紫金长安二期| | 2室1厅 | 98平米 | 东 西 | 精装|低楼层(共12层)  2006年建板楼  -  |五棵松|980万|单价100000元/平米
海淀|五棵松|西区邮电局 1室0厅 249万|西区邮电局| | 1室0厅 | 46.14平米 | 东 | 精装|高楼层(共8层)  2010年建板塔结合  -  |五棵松|249万|单价53967元/平米
海淀|五棵松|复兴路79号院   六街坊  双南户型 |复兴路79号院| | 2室1厅 | 65.3平米 | 南 | 简装|低楼层(共16层)  1988年建板塔结合  -  |五棵松|380万|单价58193元/平米
海淀|五棵松|南北通透，上下复式结构，精装修大两居，无税|嘉德公寓| | 2室2厅 | 133平米 | 南 北 | 其他|高楼层(共15层)  1999年建板塔结合  -  |五棵松|570万|单价42858元/平米
海淀|五棵松|金沟河2号院 2室1厅 325万|金沟河2号院| | 2室1厅 | 56.6平米 | 南 北 | 其他|高楼层(共5层)  1985年建板楼  -  |五棵松|325万|单价57421元/平米
海淀|五棵松|金沟河5号院 2室1厅 360万|金沟河5号院| | 2室1厅 | 59.7平米 | 南 北 | 简装|中楼层(共6层)  1993年建板楼  -  |五棵松|360万|单价60302元/平米
海淀|五棵松|一街坊 永定路52号院    南北通透   三居室    |永定路52号院| | 3室1厅 | 75平米 | 南 北 | 简装|中楼层(共5层)  1964年建板楼  -  |五棵松|510万|单价68000元/平米
海淀|五棵松|五一小学学区房，目前随时可签约，南北向正规两居！|太平路40号院| | 2室1厅 | 56.9平米 | 南 北 | 简装|高楼层(共5层)  1985年建板楼  -  |五棵松|450万|单价79087元/平米
海淀|五棵松|永金里小区   南北通透   中楼层  采光好|永金里小区| | 2室1厅 | 81.73平米 | 北 南 | 简装|中楼层(共7层)  1998年建板楼  -  |五棵松|480万|单价58730元/平米
海淀|五棵松|紫金长安商住两用房，投资潜力高|紫金长安三期| | 2室2厅 | 151.52平米 | 西南 北 | 其他|高楼层(共4层)  2008年建板塔结合  -  |五棵松|771.596万|单价50924元/平米
海淀|五棵松|六建 1室1厅 340万|六建| | 1室1厅 | 39平米 | 南 | 其他|中楼层(共6层)  1980年建板楼  -  |五棵松|340万|单价87180元/平米
海淀|五棵松|太平路40号院 2室1厅 500万|太平路40号院| | 2室1厅 | 57平米 | 北 南 | 其他|中楼层(共5层)  1985年建板楼  -  |五棵松|500万|单价87720元/平米
海淀|五棵松|永定路西里 2室1厅 490万|永定路西里| | 2室1厅 | 58平米 | 南 北 | 其他|中楼层(共6层)  1995年建板楼  -  |五棵松|490万|单价84483元/平米
海淀|五棵松|六建 2室1厅 500万|六建| | 2室1厅 | 75.5平米 | 南 北 | 精装|低楼层(共6层)  1980年建板楼  -  |五棵松|500万|单价66226元/平米
海淀|五棵松|复兴路79号院 2室1厅 320万|复兴路79号院| | 2室1厅 | 54.6平米 | 南 北 | 简装|中楼层(共6层)  1988年建板楼  -  |五棵松|320万|单价58609元/平米
海淀|五棵松|紫金长安一期 3室2厅 1800万|紫金长安一期| | 3室2厅 | 177.38平米 | 南 北 | 其他|低楼层(共15层)  2004年建板楼  -  |五棵松|1800万|单价101478元/平米
海淀|五棵松|百朗园 3室2厅 650万|百朗园| | 3室2厅 | 155.93平米 | 北 | 其他|中楼层(共19层)  2000年建板塔结合  -  |五棵松|650万|单价41686元/平米
海淀|五棵松|太平路40号院 南北通透两居 低楼层 五一学区房|太平路40号院| | 2室1厅 | 53平米 | 南 北 | 精装|低楼层(共5层)  1985年建板楼  -  |五棵松|450万|单价84906元/平米
海淀|五棵松|五一小学学区房，户口名额无占用|太平路40号院| | 3室1厅 | 61.7平米 | 南 北 | 简装|中楼层(共6层)  1982年建板楼  -  |五棵松|500万|单价81038元/平米
海淀|五棵松|永金里南北通透大四居，满五年唯一，业主诚意出售|永金里小区| | 4室2厅 | 112平米 | 南 北 | 其他|高楼层(共7层)  1998年建板楼  -  |五棵松|600万|单价53572元/平米
海淀|五棵松|永定路西里小区 五一学区房 采光好 带电梯|永定路西里| | 2室1厅 | 73.06平米 | 南 北 | 简装|高楼层(共12层)  1998年建板楼  -  |五棵松|600万|单价82125元/平米
海淀|五棵松|西区邮电局 2室1厅 400万|西区邮电局| | 2室1厅 | 74.89平米 | 东 西 | 其他|中楼层(共8层)  2010年建板塔结合  -  |五棵松|400万|单价53412元/平米
海淀|五棵松|西区邮电局 2室1厅 360万|西区邮电局| | 2室1厅 | 55平米 | 南 | 简装|高楼层(共7层)  2010年建板塔结合  -  |五棵松|360万|单价65455元/平米
海淀|五棵松|百朗园 3室2厅 700万|百朗园| | 3室2厅 | 155.93平米 | 东北 | 其他|中楼层(共19层)  2000年建板塔结合  -  |五棵松|700万|单价44892元/平米
海淀|五棵松|京铁家园 3室2厅 510万|京铁家园| | 3室2厅 | 128.65平米 | 东北 | 其他|低楼层(共22层)  2002年建塔楼  -  |五棵松|510万|单价39643元/平米
海淀|五棵松|永金里小区 2室1厅 410万|永金里小区| | 2室1厅 | 80.43平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |五棵松|410万|单价50977元/平米
海淀|五棵松|五棵松今日家园东北向大两居室，低楼层，安静|今日家园| | 2室2厅 | 129.46平米 | 东北 | 简装|低楼层(共18层)  2000年建塔楼  -  |五棵松|680万|单价52526元/平米
海淀|五棵松|永金里小区 1室1厅 310万|永金里小区| | 1室1厅 | 54.92平米 | 北 南 | 其他|低楼层(共7层)  1998年建板楼  -  |五棵松|310万|单价56446元/平米
海淀|五棵松|西区邮电局 2室1厅 410万|西区邮电局| | 2室1厅 | 69.96平米 | 南 北 | 简装|高楼层(共8层)  2010年建板塔结合  -  |五棵松|410万|单价58605元/平米
海淀|五棵松|永定路西里五一学区南北通透大三居|永定路西里| | 3室2厅 | 136平米 | 南 北 | 其他|高楼层(共17层)  1997年建板塔结合  -  |五棵松|952万|单价70000元/平米
海淀|五棵松|今日家园 干部楼 精装西南三居 后排安静|今日家园| | 3室2厅 | 130.97平米 | 西南 | 精装|中楼层(共18层)  2000年建塔楼  -  |五棵松|700万|单价53448元/平米
海淀|五棵松|今日家园 2室2厅 470万|今日家园| | 2室2厅 | 106.65平米 | 东 | 其他|低楼层(共18层)  2000年建塔楼  -  |五棵松|470万|单价44070元/平米
海淀|五棵松|京铁家园 2室2厅 480万|京铁家园| | 2室2厅 | 119.6平米 | 南 北 | 其他|中楼层(共14层)  2002年建板楼  -  |五棵松|480万|单价40134元/平米
海淀|五棵松|紫金长安三期 3室2厅 1540万|紫金长安三期| | 3室2厅 | 173.23平米 | 南 北 | 简装|高楼层(共14层)  2008年建板楼  -  |五棵松|1540万|单价88900元/平米
海淀|五棵松|五一学区 对口十一 南北通透 有名额 |永定路西里| | 3室1厅 | 80平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |五棵松|600万|单价75000元/平米
海淀|五棵松|紫金长安108平双南两居！学区名额无占用！精装修|紫金长安二期| | 2室2厅 | 108.91平米 | 南 | 精装|高楼层(共10层)  2006年建板楼  -  |五棵松|1050万|单价96410元/平米
海淀|五棵松|紫金长安，育英学区，紧邻地铁一号线|紫金长安三期| | 1室1厅 | 76.77平米 | 东 | 简装|未知楼层(共16层)  2008年建板楼  -  |五棵松|700万|单价91182元/平米
海淀|五棵松|紫金三居可改四居 育英学区 高楼层 有车位 精装修|紫金长安三期| | 3室2厅 | 198.94平米 | 西南 北 | 精装|高楼层(共14层)  2008年建板楼  -  |五棵松|2050万|单价103047元/平米
海淀|五棵松|永定路西里小区  五一小学学区房 对口十一学校|永定路西里| | 2室1厅 | 61平米 | 东 西 | 简装|中楼层(共6层)  1995年建板楼  -  |五棵松|478万|单价78361元/平米
海淀|五棵松|西区邮电局 2室1厅 350万|西区邮电局| | 2室1厅 | 68平米 | 东 | 简装|高楼层(共8层)  2010年建板塔结合  -  |五棵松|350万|单价51471元/平米
海淀|五棵松|紫金长安一期 4室2厅 1755万|紫金长安一期| | 4室2厅 | 184.79平米 | 南 北 | 其他|高楼层(共15层)  2004年建板楼  -  |五棵松|1755万|单价94973元/平米
海淀|万柳|万柳蜂鸟家园满五唯一名额九月份二年级适合高贷|蜂鸟家园| | 1室0厅 | 45.8平米 | 北 | 其他|低楼层(共14层)  2004年建板楼  -  |万柳|575万|单价125546元/平米
海淀|万柳|独家房源 正规四居 三面采光 满五唯一 送车位储物间 |万泉新新家园| | 4室2厅 | 218.81平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |万柳|1980万|单价90490元/平米
海淀|万柳|不临街中间层四居室，中关村三小学区，免个税送双车位|万泉新新家园| | 4室2厅 | 198.63平米 | 东 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |万柳|2000万|单价100690元/平米
海淀|万柳|满五年唯一住房，带原始三小名额，带双明卫。|涧桥泊屋| | 3室2厅 | 166.71平米 | 东 南 北 | 精装|低楼层(共9层)  2004年建板楼  -  |万柳|1750万|单价104973元/平米
海淀|万柳|南北四居 精装带车库 免税房（满五唯一）|阳春光华家园| | 4室2厅 | 158.65平米 | 南 北 | 精装|低楼层(共12层)  2001年建板楼  -  |万柳|1680万|单价105894元/平米
海淀|万柳|科技住宅三小学区房 全东两居室 看房基本随时满五唯一|锋尚国际| | 2室2厅 | 110.2平米 | 东 | 精装|中楼层(共18层)  2002年建塔楼  -  |万柳|1135万|单价102995元/平米
海淀|万柳|碧水云天 精致两居室 上中关村三小 送30平米露台|碧水云天| | 2室2厅 | 97.95平米 | 西 | 简装|低楼层(共16层)  2003年建塔楼  -  |万柳|1100万|单价112303元/平米
