门头沟|滨河西区|滨河承泽苑   满五唯一  黄金地段|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |滨河西区|292万|单价30141元/平米
门头沟|丰台其它|东山坡二里 2室0厅 125万|东山坡二里| | 2室0厅 | 47.9平米 | 东 北 | 其他|高楼层(共5层)  1995年建板楼  -  |丰台其它|125万|单价26097元/平米
门头沟|丰台其它|园博府低总价一居室，低总价，看房方便|园博府| | 1室0厅 | 51.8平米 | 南 | 其他|中楼层(共18层)  2014年建板楼  -  |丰台其它|185万|单价35715元/平米
门头沟|丰台其它|花园北里 2室1厅 123万|花园北里| | 2室1厅 | 50.1平米 | 南 | 其他|低楼层(共6层)  1998年建板楼  -  |丰台其它|123万|单价24551元/平米
门头沟|丰台其它|毛坯房，带电梯，人车分流，地铁14号线张郭庄站900米|园博嘉园| | 2室1厅 | 89平米 | 东南 | 毛坯|低楼层(共14层)  塔楼  -  |丰台其它|350万|单价39326元/平米
门头沟|丰台其它|毛坯房，高层电梯观景房，70年住宅项目。|园博嘉园| | 1室0厅 | 58平米 | 西北 | 其他|低楼层(共15层)    -  |丰台其它|200万|单价34483元/平米
门头沟|丰台其它|园博府正规一居室  户型方正 总价低|园博府| | 1室0厅 | 52平米 | 南 | 简装|中楼层(共18层)  2014年建板楼  -  |丰台其它|180万|单价34616元/平米
门头沟|丰台其它|南北通透的三居室，户型方正，居住舒适|北京山语城| | 3室2厅 | 136.89平米 | 南 北 | 其他|高楼层(共6层)  2015年建板楼  -  |丰台其它|460万|单价33604元/平米
门头沟|丰台其它|南北通透的三居室，全明户型，6层的小板楼带电梯|北京山语城| | 3室2厅 | 136.89平米 | 南 北 | 其他|中楼层(共6层)  2015年建板楼  -  |丰台其它|400万|单价29221元/平米
门头沟|丰台其它|汤泉墅。南宫景苑二期精装三居拎包入住|南宫景苑二期| | 3室2厅 | 92.67平米 | 南 北 | 其他|高楼层(共6层)    -  |丰台其它|380万|单价41006元/平米
门头沟|丰台其它|中体奥林匹克花园 叠拼精装 改善首选|中体奥林匹克花园三期| | 4室2厅 | 209.55平米 | 南 北 | 其他|中楼层(共6层)  2009年建板楼  -  |丰台其它|600万|单价28633元/平米
门头沟|丰台其它|中奥广场首站 1室1厅 110万|中奥广场首站| | 1室1厅 | 41平米 | 西南 | 其他|低楼层(共6层)  2013年建板楼  -  |丰台其它|110万|单价26830元/平米
门头沟|丰台其它|大灰厂小区 2室1厅 80万|大灰厂小区| | 2室1厅 | 48平米 | 东南 | 其他|中楼层(共5层)  1988年建板楼  -  |丰台其它|80万|单价16667元/平米
门头沟|丰台其它|园博府 1室0厅 205万|园博府| | 1室0厅 | 58平米 | 西 | 其他|低楼层(共15层)  2014年建  -  |丰台其它|205万|单价35345元/平米
门头沟|丰台其它|亿城燕西华府 5室6厅 2300万|亿城燕西华府| | 5室6厅 | 588平米 | 南 北 | 其他|低楼层(共3层)  2016年建  -  |丰台其它|2300万|单价39116元/平米
门头沟|丰台其它|中奥广场首站 1室1厅 170万|中奥广场首站| | 1室1厅 | 61.47平米 | 南 | 其他|低楼层(共6层)  2013年建板楼  -  |丰台其它|170万|单价27656元/平米
门头沟|丰台其它|园博嘉园 1室1厅 222万|园博嘉园| | 1室1厅 | 57平米 | 东 | 其他|低楼层(共14层)  塔楼  -  |丰台其它|222万|单价38948元/平米
门头沟|丰台其它|中奥广场首站 2室1厅 98万|中奥广场首站| | 2室1厅 | 43平米 | 南 | 其他|中楼层(共6层)  2013年建板楼  -  |丰台其它|98万|单价22791元/平米
门头沟|丰台其它|中体奥林匹克花园三期 4室2厅 720万|中体奥林匹克花园三期| | 4室2厅 | 176平米 | 南 北 | 其他|低楼层(共6层)  2007年建板楼  -  |丰台其它|720万|单价40910元/平米
门头沟|丰台其它|中体奥林匹克花园二期 1室1厅 170万|中体奥林匹克花园二期| | 1室1厅 | 63平米 | 东 | 其他|高楼层(共6层)  2005年建板楼  -  |丰台其它|170万|单价26985元/平米
门头沟|丰台其它|北京山语城 3室1厅 400万|北京山语城| | 3室1厅 | 138平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|400万|单价28986元/平米
门头沟|丰台其它|大灰厂小区 2室2厅 90万|大灰厂小区| | 2室2厅 | 54平米 | 南 | 其他|中楼层(共5层)  1988年建板楼  -  |丰台其它|90万|单价16667元/平米
门头沟|丰台其它|园博嘉园 1室0厅 230万|园博嘉园| | 1室0厅 | 57平米 | 西 | 其他|低楼层(共15层)    -  |丰台其它|230万|单价40351元/平米
门头沟|丰台其它|南宫雅苑 板楼 大户型 交通便利 户型方正|南宫雅苑二期| | 4室2厅 | 171平米 | 南 西 北 | 其他|高楼层(共6层)  塔楼  -  |丰台其它|350万|单价20468元/平米
门头沟|丰台其它|北京山语城 3室2厅 320万|北京山语城| | 3室2厅 | 116平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|320万|单价27587元/平米
门头沟|丰台其它|商住不限购 民水民电 精装一居 婚房首选 靠谱出售|中奥广场首站| | 1室0厅 | 41平米 | 北 | 精装|高楼层(共6层)  2013年建板楼  -  |丰台其它|110万|单价26830元/平米
门头沟|丰台其它|北京山语城 3室2厅 400万|北京山语城| | 3室2厅 | 124平米 | 南 北 | 其他|高楼层(共6层)  2015年建板楼  -  |丰台其它|400万|单价32259元/平米
门头沟|丰台其它|云岗南区东里23 2室1厅 220万|云岗南区东里23| | 2室1厅 | 72平米 | 南 北 | 其他|低楼层(共5层)    -  |丰台其它|220万|单价30556元/平米
门头沟|丰台其它|园博嘉园 3室3厅 530万|园博嘉园| | 3室3厅 | 150.83平米 | 南 北 | 其他|高楼层(共15层)    -  |丰台其它|530万|单价35139元/平米
门头沟|丰台其它|园博府 3室1厅 950万|园博府| | 3室1厅 | 192平米 | 南 北 | 其他|高楼层(共18层)  2014年建板楼  -  |丰台其它|950万|单价49480元/平米
门头沟|丰台其它|北京山语城 3室2厅 380万|北京山语城| | 3室2厅 | 125平米 | 南 北 | 其他|高楼层(共6层)  2015年建板楼  -  |丰台其它|380万|单价30400元/平米
门头沟|丰台其它|南北三居 小区中心位置 精装未住|北京山语城| | 3室2厅 | 136.11平米 | 南 北 | 精装|高楼层(共6层)  2015年建板楼  -  |丰台其它|380万|单价27919元/平米
门头沟|丰台其它|亿城燕西华府 5室4厅 1230万|亿城燕西华府| | 5室4厅 | 364.85平米 | 南 北 | 毛坯|低楼层(共3层)    -  |丰台其它|1230万|单价33713元/平米
门头沟|丰台其它|北京山语城 3室2厅 360万|北京山语城| | 3室2厅 | 116平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|360万|单价31035元/平米
门头沟|丰台其它|南宫雅苑二期 3室2厅 355万|南宫雅苑二期| | 3室2厅 | 170平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |丰台其它|355万|单价20883元/平米
门头沟|丰台其它|东山坡三里 2室2厅 260万|东山坡三里| | 2室2厅 | 121平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |丰台其它|260万|单价21488元/平米
门头沟|丰台其它|园博嘉园 2室1厅 350万|园博嘉园| | 2室1厅 | 86平米 | 南 北 | 其他|低楼层(共11层)    -  |丰台其它|350万|单价40698元/平米
门头沟|丰台其它|园博嘉园 3室2厅 560万|园博嘉园| | 3室2厅 | 136平米 | 南 北 | 其他|中楼层(共18层)    -  |丰台其它|560万|单价41177元/平米
门头沟|丰台其它|首付45万 买婚房   紧邻地铁投资首选|中奥广场首站| | 1室0厅 | 43平米 | 西 | 精装|中楼层(共6层)  2013年建板楼  -  |丰台其它|98万|单价22791元/平米
门头沟|丰台其它|中奥广场首站 商住两用 不限购 送精装 直接入住|中奥广场首站| | 1室0厅 | 41平米 | 西北 | 其他|高楼层(共6层)  2013年建板楼  -  |丰台其它|110万|单价26830元/平米
门头沟|丰台其它|中体奥林匹克花园 豪华装修联排别墅 诚心出售|中体奥林匹克花园三期| | 4室3厅 | 253平米 | 南 北 | 精装|地下室(共3层)  2007年建  -  |丰台其它|980万|单价38736元/平米
门头沟|丰台其它|精装不限购  民水民电 大开间|中奥广场首站| | 1室0厅 | 41平米 | 北 | 精装|高楼层(共6层)  2013年建板楼  -  |丰台其它|110万|单价26830元/平米
门头沟|丰台其它|大灰场小区 小三居格局 房子是继承房产 格局方正|大灰厂小区| | 3室0厅 | 54.2平米 | 南 北 | 其他|高楼层(共5层)  1988年建板楼  -  |丰台其它|120万|单价22141元/平米
门头沟|丰台其它|玉皇庄小区，顶层南北通透，低总价，两居室出售|玉皇庄小区| | 2室1厅 | 61.53平米 | 南 北 | 其他|高楼层(共6层)  1984年建板楼  -  |丰台其它|115万|单价18691元/平米
门头沟|丰台其它|中体奥林匹克花园房子业主正在出售中|中体奥林匹克花园四期| | 2室0厅 | 54平米 | 南 | 其他|中楼层(共6层)  2010年建板楼  -  |丰台其它|130万|单价24075元/平米
门头沟|丰台其它|南北两居室 周边配套齐全 业主诚意出售|合成公口| | 2室1厅 | 66.95平米 | 南 北 | 简装|低楼层(共3层)  板楼  -  |丰台其它|300万|单价44810元/平米
门头沟|丰台其它|户型方正  业主诚心   无浪费面积|汤泉墅| | 3室2厅 | 96.45平米 | 南 北 | 其他|高楼层(共6层)  2015年建板楼  -  |丰台其它|300万|单价31105元/平米
门头沟|丰台其它|中奥广场首站  正规一居室  业主诚意出售|中奥广场首站| | 1室1厅 | 54平米 | 南 北 | 精装|低楼层(共6层)  2013年建板楼  -  |丰台其它|135万|单价25000元/平米
门头沟|丰台其它|北京山语城 3室2厅 340万|北京山语城| | 3室2厅 | 116平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|340万|单价29311元/平米
门头沟|丰台其它|北京山语城 4室2厅 420万|北京山语城| | 4室2厅 | 160平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|420万|单价26250元/平米
门头沟|丰台其它|园博府 1室1厅 180万|园博府| | 1室1厅 | 52平米 | 东南 | 其他|高楼层(共18层)  2014年建板楼  -  |丰台其它|180万|单价34616元/平米
门头沟|丰台其它|北京山语城 3室2厅 275万|北京山语城| | 3室2厅 | 99平米 | 南 北 | 其他|中楼层(共6层)  2015年建板楼  -  |丰台其它|275万|单价27778元/平米
门头沟|丰台其它|北京山语城 3室2厅 400万|北京山语城| | 3室2厅 | 140.11平米 | 南 北 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|400万|单价28549元/平米
门头沟|丰台其它|云岗南区东里21 2室1厅 182万|云岗南区东里21| | 2室1厅 | 68.2平米 | 南 北 | 其他|高楼层(共6层)  1994年建板楼  -  |丰台其它|182万|单价26687元/平米
门头沟|丰台其它|北京山语城 3室2厅 370万|北京山语城| | 3室2厅 | 125平米 | 北 南 | 其他|低楼层(共6层)  2015年建板楼  -  |丰台其它|370万|单价29600元/平米
门头沟|丰台其它|园博府 1室0厅 130万|园博府| | 1室0厅 | 51.6平米 | 南 | 其他|中楼层(共18层)  2014年建板楼  -  |丰台其它|130万|单价25194元/平米
门头沟|丰台其它|汤泉墅 3室1厅 300万|汤泉墅| | 3室1厅 | 96平米 | 南 北 | 其他|高楼层(共6层)  2013年建板楼  -  |丰台其它|300万|单价31250元/平米
门头沟|丰台其它|东山坡三里 2室2厅 198万|东山坡三里| | 2室2厅 | 91平米 | 南 北 | 其他|中楼层(共6层)  2002年建板楼  -  |丰台其它|198万|单价21759元/平米
门头沟|丰台其它|中体奥林匹克花园四期 1室1厅 110万|中体奥林匹克花园四期| | 1室1厅 | 41平米 | 南 西 | 其他|低楼层(共6层)  板楼  -  |丰台其它|110万|单价26830元/平米
门头沟|海淀其它|南北通透，两居室，海淀产权，满5年|前沙涧路7号院| | 2室1厅 | 87.59平米 | 南 北 | 精装|高楼层(共6层)    -  |海淀其它|280万|单价31968元/平米
门头沟|海淀北部新区|保利西山林语  满五唯一大三居  精装修 观景房|保利西山林语| | 3室2厅 | 147.4平米 | 南 北 | 精装|高楼层(共8层)  2009年建板楼  -  |海淀北部新区|800万|单价54275元/平米
门头沟|海淀北部新区|林语公馆，精装底跃，南向120平米花园，园区中心|保利西山林语| | 5室4厅 | 312平米 | 南 北 | 精装|低楼层(共8层)  2009年建板楼  -  |海淀北部新区|1200万|单价38462元/平米
门头沟|海淀北部新区|林语公馆 高品质大三居 毛坯新房 落地阳台 人车分流|保利西山林语| | 3室2厅 | 145平米 | 南 北 | 毛坯|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|750万|单价51725元/平米
门头沟|海淀北部新区|南北双通透经典两居带弧形阳台 精装修 业主稳定 |保利西山林语| | 2室2厅 | 90.59平米 | 南 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|428万|单价47246元/平米
门头沟|海淀北部新区|清华附中学区 杏林湾一层带院三居 精装 满五唯一|冠城大通百旺府| | 3室2厅 | 147.82平米 | 南 北 | 精装|低楼层(共6层)  2015年建板楼  -  |海淀北部新区|820万|单价55473元/平米
门头沟|海淀北部新区|保利西山林语  林语公馆 一层带下跃三居 附送前后花园|保利西山林语| | 4室2厅 | 350平米 | 南 北 | 精装|低楼层(共8层)  2009年建板楼  -  |海淀北部新区|1050万|单价30000元/平米
门头沟|海淀北部新区|VIP房源，B3南北通透两居 ，中间楼层，落地大窗，诚售|保利西山林语| | 2室2厅 | 90.95平米 | 南 北 | 精装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|425万|单价46729元/平米
门头沟|海淀北部新区|保利二期中高层可观山景 小区中心位置 有钥匙 随时签|保利西山林语| | 2室1厅 | 92平米 | 南 北 | 简装|中楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|415万|单价45109元/平米
门头沟|海淀北部新区|保利西山林语 南北双通透两居 精装修 十月份满五唯一|保利西山林语| | 2室1厅 | 91.31平米 | 南 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|460万|单价50378元/平米
门头沟|海淀北部新区|保利西山林语，两居室，中间楼层，换房，诚意出售|保利西山林语| | 2室1厅 | 90平米 | 南 北 | 简装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|420万|单价46667元/平米
门头沟|海淀北部新区|二期南北双通透户型，中高楼层非顶层，采光视野好|保利西山林语| | 2室1厅 | 96.79平米 | 南 北 | 简装|高楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|480万|单价49592元/平米
门头沟|海淀北部新区|东南一居室一层小院，全明格局中心位置，地暖精装修。|保利西山林语| | 1室1厅 | 46平米 | 东 南 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|260万|单价56522元/平米
门头沟|海淀北部新区|保利西山林语 南北通透 高原值 正常贷款无个税|保利西山林语| | 2室1厅 | 85.3平米 | 南 北 | 毛坯|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|420万|单价49238元/平米
门头沟|海淀北部新区|林语二期观山楼王南北通透B2绝佳两居户型诚意出售|保利西山林语| | 2室1厅 | 91.18平米 | 南 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|450万|单价49353元/平米
门头沟|海淀北部新区|高楼层精装南向一居室位置好，看房方便，业主诚心出售|保利西山林语| | 1室1厅 | 48.74平米 | 南 | 精装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|284万|单价58269元/平米
门头沟|海淀北部新区|保利西山林语 南北通透两居室 婚房装修 业主诚意出售|保利西山林语| | 2室2厅 | 100.55平米 | 南 北 | 精装|中楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|530万|单价52711元/平米
门头沟|海淀北部新区|冠城大通百旺府 满五年唯一两居室 产权清晰  |冠城大通百旺府| | 2室2厅 | 102平米 | 东南 | 简装|高楼层(共11层)  2010年建板楼  -  |海淀北部新区|525万|单价51471元/平米
门头沟|海淀北部新区|VIP南北通透两居室 精装修 原值高 税费低 随时签约|保利西山林语| | 2室1厅 | 94.88平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|460万|单价48483元/平米
门头沟|海淀北部新区|保利西山林语 两居带花园 业主诚心卖房  毛坯房|保利西山林语| | 2室1厅 | 91平米 | 南 北 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|440万|单价48352元/平米
门头沟|海淀北部新区|北辰香麓 平层四居 观景露台200平 翠微101学区 诚售|北辰香麓| | 4室2厅 | 325平米 | 南 北 | 毛坯|高楼层(共5层)  2009年建板楼  -  |海淀北部新区|1200万|单价36924元/平米
门头沟|海淀北部新区|冠城大通百旺府 满五唯一南北双通透 精装修两居室|冠城大通百旺府| | 2室2厅 | 110.64平米 | 南 北 | 精装|中楼层(共11层)  2010年建板楼  -  |海淀北部新区|650万|单价58750元/平米
门头沟|海淀北部新区|北分厂 满五唯一 三居室 三卧朝南|北分厂| | 3室2厅 | 84.5平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |海淀北部新区|360万|单价42604元/平米
门头沟|海淀北部新区|百平米花园 小区中间位置复式四居室 居住舒适|北辰香麓| | 4室3厅 | 283平米 | 南 北 | 毛坯|低楼层(共5层)  2009年建板楼  -  |海淀北部新区|1200万|单价42403元/平米
门头沟|海淀北部新区|紫气东来东南向双阳台两居户型无改动业主诚售|保利西山林语| | 2室1厅 | 87.89平米 | 东南 | 精装|中楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|485万|单价55183元/平米
门头沟|海淀北部新区|半山枫林，西边户联排别墅，私密性好，带花园车库|半山枫林香山85号院| | 6室2厅 | 339平米 | 南 西 北 | 精装|低楼层(共3层)  2005年建  -  |海淀北部新区|2300万|单价67847元/平米
门头沟|海淀北部新区|北辰香麓 4室2厅 1000万|北辰香麓| | 4室2厅 | 246平米 | 南 北 | 毛坯|中楼层(共6层)  2009年建板楼  -  |海淀北部新区|1000万|单价40651元/平米
门头沟|海淀北部新区|双卧朝南 精装修 中间楼层  业主稳定|保利西山林语| | 2室1厅 | 88平米 | 西 南 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|450万|单价51137元/平米
门头沟|海淀北部新区|保利二期，中间楼层，视野无遮挡。南北双通，户型完美|保利西山林语| | 2室1厅 | 95.9平米 | 南 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|460万|单价47967元/平米
门头沟|海淀北部新区|保利二期两居，顶层带阁楼LOFT，中心位置，直观山景|保利西山林语| | 2室1厅 | 94.98平米 | 南 北 | 简装|高楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|465万|单价48958元/平米
门头沟|海淀北部新区|西北旺温泉 北辰小四居室 自住精装修户型 可高贷款|北辰香麓| | 4室2厅 | 220平米 | 南 北 | 精装|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|980万|单价44546元/平米
门头沟|海淀北部新区|上庄家园西区 一层带花园 满五唯一 看房方便|上庄家园西区| | 3室1厅 | 55平米 | 南 | 简装|低楼层(共6层)  1983年建板楼  -  |海淀北部新区|265万|单价48182元/平米
门头沟|海淀北部新区|北分厂  南北通透的小三居  交通便利 满五唯一 |北分厂| | 3室2厅 | 84.5平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |海淀北部新区|358万|单价42367元/平米
门头沟|海淀北部新区|北分厂 中心位置 两居室      满五唯一 |北分厂| | 2室1厅 | 52平米 | 南 | 简装|中楼层(共4层)  1981年建板楼  -  |海淀北部新区|220万|单价42308元/平米
门头沟|海淀北部新区|70年住宅，翠微101学区，复式，南北通透采光好|北辰香麓| | 5室2厅 | 298平米 | 南 北 | 毛坯|中楼层(共5层)  2009年建板楼  -  |海淀北部新区|1500万|单价50336元/平米
门头沟|海淀北部新区|南北通透二居室，精装修，可以拎包入住，业主诚意出售|保利西山林语| | 2室1厅 | 90.55平米 | 南 北 | 精装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|465万|单价51353元/平米
门头沟|海淀北部新区|保利西山林语二期 四面采光大四居 业主诚售|保利西山林语| | 4室2厅 | 170.81平米 | 南 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|820万|单价48007元/平米
门头沟|海淀北部新区|满五年，全实木精装修，大三居，中间楼层，稳定签约|保利西山林语| | 3室2厅 | 144.6平米 | 南 北 | 精装|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|760万|单价52559元/平米
门头沟|海淀北部新区|顶层带100平露台 三面观山 翠微学区 紧邻地铁|北辰香麓| | 5室2厅 | 303平米 | 南 北 | 简装|高楼层(共8层)  2009年建板楼  -  |海淀北部新区|1200万|单价39604元/平米
门头沟|海淀北部新区| 小区中心  低层洋房 单价低 顶层带观景露台|北辰香麓| | 4室2厅 | 304.13平米 | 南 北 | 精装|中楼层(共5层)  2009年建板楼  -  |海淀北部新区|1180万|单价38800元/平米
门头沟|海淀北部新区|北辰香麓 平层四居 三卧朝南 300平花园 翠微 101学区|北辰香麓| | 4室2厅 | 269.23平米 | 南 北 | 毛坯|低楼层(共5层)  2009年建板楼  -  |海淀北部新区|1180万|单价43829元/平米
门头沟|海淀北部新区|三面采光一居室 黄金楼层  中间位置 看房方便|保利西山林语| | 1室1厅 | 55平米 | 东 西 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|275万|单价50000元/平米
门头沟|海淀北部新区|保利罗兰香谷，全明格局，黄金楼层，交通便利|保利罗兰香谷| | 3室1厅 | 91平米 | 东 南 北 | 精装|中楼层(共17层)  2013年建板楼  -  |海淀北部新区|365万|单价40110元/平米
门头沟|海淀北部新区|保利西山林语 2室1厅 445万|保利西山林语| | 2室1厅 | 91平米 | 南 北 | 其他|高楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|445万|单价48902元/平米
门头沟|海淀北部新区|保利西山林语，经典一居，三面采光，人车分流|保利西山林语| | 1室1厅 | 56平米 | 东 西 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|280万|单价50000元/平米
门头沟|海淀北部新区|上叠拼 观景西山 无遮挡 环境优美|正源尚峰尚水| | 7室1厅 | 248.18平米 | 南 北 | 毛坯|低楼层(共2层)  2012年建板楼  -  |海淀北部新区|1000万|单价40294元/平米
门头沟|海淀北部新区|北辰香麓 复试大四居  精装修 拎包入住 带100平米花园|北辰香麓| | 4室2厅 | 278平米 | 南 北 | 精装|低楼层(共5层)  2009年建板楼  -  |海淀北部新区|1180万|单价42447元/平米
门头沟|海淀北部新区|翠微101学区，70年住宅，南北通透，复式大四居，|北辰香麓| | 4室2厅 | 222平米 | 南 北 | 其他|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|940万|单价42343元/平米
门头沟|海淀北部新区|保利罗兰香谷 全明格局 三居室|保利罗兰香谷| | 3室1厅 | 91平米 | 南 北 | 其他|低楼层(共14层)  2012年建板楼  -  |海淀北部新区|330万|单价36264元/平米
门头沟|海淀北部新区|保利西山林语 南北通透 婚房装修拎包入住 正规两居|保利西山林语| | 2室1厅 | 94.3平米 | 南 北 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|425万|单价45069元/平米
门头沟|海淀北部新区|顶层带挑高 精装修 二期大一居 业主稳定|保利西山林语| | 1室1厅 | 57平米 | 西北 | 其他|高楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|340万|单价59650元/平米
门头沟|海淀北部新区|南北双通透 二十万精装自住 带双落地阳台 出入方便|保利西山林语| | 2室1厅 | 89平米 | 南 北 | 其他|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|405万|单价45506元/平米
门头沟|海淀北部新区|保利西山林语 3室2厅 420万|保利西山林语| | 3室2厅 | 93.38平米 | 南 北 | 其他|高楼层(共8层)  2009年建板楼  -  |海淀北部新区|420万|单价44978元/平米
门头沟|海淀北部新区|上庄家园西区 满五唯一 南北通透两居室 诚意出售|上庄家园西区| | 2室1厅 | 68平米 | 南 北 | 简装|低楼层(共6层)  1995年建板楼  -  |海淀北部新区|280万|单价41177元/平米
门头沟|海淀北部新区|经典3三层复式带精装，无遮挡，业主诚意出售|冠城大通百旺府| | 5室3厅 | 229平米 | 南 北 | 其他|低楼层(共6层)  2013年建板楼  -  |海淀北部新区|1400万|单价61136元/平米
门头沟|海淀北部新区|保利二期 精装修 无抵押 通车库 业主稳定|保利西山林语| | 1室1厅 | 56平米 | 西 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|285万|单价50893元/平米
门头沟|海淀北部新区|保利西山林语 1室1厅 270万|保利西山林语| | 1室1厅 | 49平米 | 西北 | 其他|高楼层(共7层)  2011年建板塔结合  -  |海淀北部新区|270万|单价55103元/平米
门头沟|海淀北部新区|客厅挑高 豪华装修 翠微学区 紧邻101中学|北辰香麓| | 4室2厅 | 225平米 | 南 北 | 精装|中楼层(共5层)  2009年建板楼  -  |海淀北部新区|1050万|单价46667元/平米
门头沟|海淀北部新区|满五年唯一免税三居室，南北通透眼镜户型，带电梯！|冠城大通百旺府| | 3室2厅 | 143.86平米 | 南 北 | 精装|中楼层(共7层)  2015年建板楼  -  |海淀北部新区|895万|单价62214元/平米
门头沟|海淀北部新区|保利西山林语 3室1厅 435万|保利西山林语| | 3室1厅 | 95平米 | 南 | 简装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|435万|单价45790元/平米
门头沟|海淀北部新区|保利西山林语 南北通透两居室 精装修 直通地下车位|保利西山林语| | 2室1厅 | 91平米 | 南 北 | 精装|高楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|440万|单价48352元/平米
门头沟|海淀北部新区|保利罗兰香谷 南北通透4居室 毛坯房|保利罗兰香谷| | 4室1厅 | 139平米 | 南 西 北 | 毛坯|低楼层(共18层)  2012年建板楼  -  |海淀北部新区|450万|单价32375元/平米
门头沟|海淀北部新区|林语公馆 精装南向大一居 带下跃 送南向花园|保利西山林语| | 1室1厅 | 143平米 | 南 | 精装|低楼层(共8层)  2009年建板楼  -  |海淀北部新区|550万|单价38462元/平米
门头沟|海淀北部新区|西山林语  二期 人车分流 精装两居室 诚意出售|保利西山林语| | 2室1厅 | 89.88平米 | 东南 | 其他|低楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|499.99万|单价55629元/平米
门头沟|海淀北部新区|保利西山林语 精装修三居室 中间楼层 直通地下车位|保利西山林语| | 3室1厅 | 91平米 | 东南 | 精装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|500万|单价54946元/平米
门头沟|海淀北部新区|尚峰尚水不限购公寓 低总价 精装修 拎包入住|正源尚峰尚水| | 1室1厅 | 60平米 | 东北 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|158万|单价26334元/平米
门头沟|海淀北部新区|南北双通透两居室，全明格局，附带产权车位，中间楼层|保利西山林语| | 2室1厅 | 95.67平米 | 南 北 | 精装|中楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|460万|单价48082元/平米
门头沟|海淀北部新区|二期南北通透两居，中心位置通车库，黄金楼层临水系|保利西山林语| | 2室1厅 | 92.93平米 | 南 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|480万|单价51652元/平米
门头沟|海淀北部新区|保利西山林语，婚房豪装，三居室，换房，诚意出售。|保利西山林语| | 3室1厅 | 91平米 | 东南 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|448万|单价49231元/平米
门头沟|海淀北部新区|百旺府美式豪华装修，送12平露台挑高4.8米，已改阁楼|冠城大通百旺府| | 2室2厅 | 121平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |海淀北部新区|850万|单价70248元/平米
门头沟|海淀北部新区|北分厂  满五唯一   三居室|北分厂| | 3室1厅 | 80.5平米 | 南 北 | 简装|低楼层(共6层)  1970年建板楼  -  |海淀北部新区|320万|单价39752元/平米
