昌平|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
昌平|海淀北部新区|北辰香麓酒店公寓 不限购 南向开间 诚意出售|香麓雅庭| | 1室0厅 | 70.84平米 | 南 | 其他|高楼层(共7层)  2009年建塔楼  -  |海淀北部新区|180万|单价25410元/平米
昌平|海淀北部新区|龙湖滟澜新宸 南北两居 南北通透 毛坯现房|龙湖滟澜新宸| | 2室2厅 | 101平米 | 南 北 | 其他|低楼层(共14层)  板楼  -  |海淀北部新区|323万|单价31981元/平米
昌平|海淀北部新区|龙湖滟澜新宸+南北毛坯三居两卫+业主诚心出售|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|高楼层(共15层)  板楼  -  |海淀北部新区|380万|单价30400元/平米
昌平|海淀北部新区|东南向两居，双卧朝南，送90平地下！|正源尚峰尚水| | 2室1厅 | 73.87平米 | 东南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|330万|单价44674元/平米
昌平|海淀北部新区|保利罗兰香谷纯南向两居室精装修|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|300万|单价35295元/平米
昌平|海淀北部新区|首层带花园 双卧朝南三居室 客厅直通地下 毛坯房|正源尚峰尚水| | 3室2厅 | 124平米 | 南 北 | 其他|低楼层(共9层)  2012年建板楼  -  |海淀北部新区|750万|单价60484元/平米
昌平|海淀北部新区|香麓雅庭 2室1厅 280万|香麓雅庭| | 2室1厅 | 88.05平米 | 南 | 精装|低楼层(共7层)  2009年建塔楼  -  |海淀北部新区|280万|单价31801元/平米
昌平|海淀北部新区|冠城大通百旺府 2室2厅 860万|冠城大通百旺府| | 2室2厅 | 115.72平米 | 南 北 | 简装|低楼层(共7层)  2009年建板楼  -  |海淀北部新区|860万|单价74318元/平米
昌平|海淀北部新区|不限购 北向一居室 送20平花园 看房方便|香麓雅庭| | 1室1厅 | 58平米 | 北 | 其他|低楼层(共7层)  2009年建塔楼  -  |海淀北部新区|150万|单价25863元/平米
昌平|海淀北部新区|正源尚峰尚水 1室0厅 115万|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|115万|单价34849元/平米
昌平|海淀北部新区|龙湖滟澜新宸 交通便利 视野好 采光充足 |龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|低楼层(共15层)    -  |海淀北部新区|375万|单价30000元/平米
昌平|海淀北部新区|香麓雅庭 1室1厅 220万|香麓雅庭| | 1室1厅 | 70平米 | 南 | 精装|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|220万|单价31429元/平米
昌平|海淀北部新区|香麓雅庭 2室1厅 260万|香麓雅庭| | 2室1厅 | 82平米 | 南 西 | 精装|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|260万|单价31708元/平米
昌平|海淀北部新区|尚峰尚水 50年公寓 顶层带阁楼  精装修|正源尚峰尚水| | 3室2厅 | 64平米 | 北 | 精装|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|270万|单价42188元/平米
昌平|海淀北部新区|正源尚峰尚水 1室1厅 235万|正源尚峰尚水| | 1室1厅 | 54平米 | 东南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|235万|单价43519元/平米
昌平|海淀北部新区|香麓雅庭 纯南向两居 中间楼层 看房方便|香麓雅庭| | 2室1厅 | 69.28平米 | 南 | 其他|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|200万|单价28869元/平米
昌平|海淀北部新区|保利西山林语 1室1厅 290万|保利西山林语| | 1室1厅 | 56平米 | 西北 | 其他|中楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|290万|单价51786元/平米
昌平|海淀北部新区|保利西山林语 2室2厅 580万|保利西山林语| | 2室2厅 | 106平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|580万|单价54717元/平米
昌平|海淀北部新区|保利罗兰香谷 2室2厅 320万|保利罗兰香谷| | 2室2厅 | 85.07平米 | 南 | 其他|中楼层(共17层)  2013年建板楼  -  |海淀北部新区|320万|单价37617元/平米
昌平|海淀北部新区|保利罗兰香谷 2室2厅 320万|保利罗兰香谷| | 2室2厅 | 85平米 | 南 | 其他|中楼层(共14层)  2012年建板楼  -  |海淀北部新区|320万|单价37648元/平米
昌平|海淀北部新区|保利西山林语 2室1厅 500万|保利西山林语| | 2室1厅 | 93平米 | 西南 北 | 其他|高楼层(共8层)  2009年建板楼  -  |海淀北部新区|500万|单价53764元/平米
昌平|海淀北部新区|正源尚峰尚水 3室2厅 800万|正源尚峰尚水| | 3室2厅 | 163平米 | 东 南 西 | 其他|中楼层(共9层)  2012年建板楼  -  |海淀北部新区|800万|单价49080元/平米
昌平|海淀北部新区|正源尚峰尚水 1室0厅 130万|正源尚峰尚水| | 1室0厅 | 40平米 | 西 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|130万|单价32500元/平米
昌平|海淀北部新区|保利西山林语 2室1厅 480万|保利西山林语| | 2室1厅 | 91.18平米 | 南 北 | 简装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|480万|单价52644元/平米
昌平|海淀北部新区|沙河地质研究院家属楼 1室0厅 169万|沙河地质研究院家属楼| | 1室0厅 | 55平米 | 东南 | 其他|中楼层(共5层)  板楼  -  |海淀北部新区|169万|单价30728元/平米
昌平|海淀北部新区|冠城大通百旺府 4室2厅 1500万|冠城大通百旺府| | 4室2厅 | 244平米 | 南 北 | 其他|低楼层(共6层)  2009年建板楼  -  |海淀北部新区|1500万|单价61476元/平米
昌平|海淀北部新区|沙河地质研究院家属楼 1室0厅 169万|沙河地质研究院家属楼| | 1室0厅 | 55平米 | 东南 | 其他|中楼层(共5层)  板楼  -  |海淀北部新区|169万|单价30728元/平米
昌平|海淀北部新区|保利西山林语 3室1厅 500万|保利西山林语| | 3室1厅 | 91平米 | 东南 | 其他|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|500万|单价54946元/平米
昌平|海淀北部新区|正源尚峰尚水 1室0厅 128万|正源尚峰尚水| | 1室0厅 | 41平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|128万|单价31220元/平米
昌平|海淀北部新区|保利罗兰香谷 正规两居室 满两年|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 其他|中楼层(共17层)  2012年建板楼  -  |海淀北部新区|280万|单价32942元/平米
昌平|海淀北部新区|两居，纯南向，采光好，户型好，楼层低！|正源尚峰尚水| | 2室1厅 | 80平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|265万|单价33125元/平米
昌平|海淀北部新区|北分厂 1室1厅 255万|北分厂| | 1室1厅 | 45平米 | 西 | 精装|中楼层(共6层)  1987年建板楼  -  |海淀北部新区|255万|单价56667元/平米
昌平|海淀北部新区|上庄馨瑞嘉园 1室1厅 210万|上庄馨瑞嘉园| | 1室1厅 | 40平米 | 南 | 其他|低楼层(共1层)  塔楼  -  |海淀北部新区|210万|单价52500元/平米
昌平|海淀北部新区|正源尚峰尚水 1室1厅 150万|正源尚峰尚水| | 1室1厅 | 48平米 | 南 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|150万|单价31250元/平米
昌平|海淀北部新区|正源尚峰尚水 2室1厅 280万|正源尚峰尚水| | 2室1厅 | 90.28平米 | 西南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|280万|单价31015元/平米
昌平|海淀北部新区|老年医院家属楼 2室1厅 390万|老年医院家属楼| | 2室1厅 | 65.9平米 | 南 北 | 其他|中楼层(共4层)  2000年建板楼  -  |海淀北部新区|390万|单价59181元/平米
昌平|海淀北部新区|保利罗兰香谷，南北通透三居室，环境优美|保利罗兰香谷| | 3室1厅 | 110平米 | 南 北 | 简装|低楼层(共20层)  2012年建板楼  -  |海淀北部新区|360万|单价32728元/平米
昌平|海淀北部新区|尚峰尚水 精装两居室 看房随时 业主诚心出售|正源尚峰尚水| | 2室1厅 | 63平米 | 北 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|185万|单价29366元/平米
昌平|海淀北部新区|正源尚峰尚水 不限购北向开间 次顶层采光好视野棒|正源尚峰尚水| | 1室0厅 | 39.74平米 | 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|120万|单价30197元/平米
昌平|海淀北部新区|正源尚峰尚水 东向开间 精装修 高楼层视野好|正源尚峰尚水| | 1室0厅 | 49平米 | 东 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|150万|单价30613元/平米
昌平|海淀北部新区|保利罗兰香谷南北通透精装修三居室|保利罗兰香谷| | 3室1厅 | 91平米 | 南 北 | 其他|中楼层(共20层)  2012年建板楼  -  |海淀北部新区|380万|单价41759元/平米
昌平|海淀北部新区|海淀40年产权商铺 南向格局方正 紧挨主路|三嘉信苑| | 1室0厅 | 68.7平米 | 南 | 其他|低楼层(共6层)  板楼  -  |海淀北部新区|185万|单价26929元/平米
昌平|海淀北部新区|一二层复式 前后100平花园 满五年唯一 别墅式独立入户|冠城大通百旺府| | 4室2厅 | 234平米 | 南 北 | 其他|低楼层(共4层)  2013年建板楼  -  |海淀北部新区|1160万|单价49573元/平米
昌平|海淀北部新区|保利罗兰香谷 自住豪华装修 户型朝南 中心位置|保利罗兰香谷| | 2室1厅 | 86平米 | 南 | 其他|中楼层(共17层)  2012年建板楼  -  |海淀北部新区|350万|单价40698元/平米
昌平|海淀北部新区|龙湖滟澜新宸，品质住宅，毛坯三居，视野开阔|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|高楼层(共15层)    -  |海淀北部新区|340万|单价27200元/平米
昌平|海淀北部新区|正源尚峰尚水 1室1厅 168万|正源尚峰尚水| | 1室1厅 | 63平米 | 西北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|168万|单价26667元/平米
昌平|海淀北部新区|保利南北通透 弧形阳台 直通车库 |保利西山林语| | 2室1厅 | 106平米 | 南 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|520万|单价49057元/平米
昌平|海淀北部新区|温泉路45号院 3室1厅 380万|温泉路45号院| | 3室1厅 | 94平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |海淀北部新区|380万|单价40426元/平米
昌平|海淀北部新区|不限购的70年产权 法院拍卖房源 可落户|沙河一通| | 2室1厅 | 59.8平米 | 南 北 | 其他|高楼层(共6层)  板楼  -  |海淀北部新区|110万|单价18395元/平米
昌平|海淀北部新区|上庄馨瑞嘉园 1室0厅 210万|上庄馨瑞嘉园| | 1室0厅 | 40平米 | 东 | 其他|低楼层(共1层)  塔楼  -  |海淀北部新区|210万|单价52500元/平米
昌平|海淀北部新区|正源尚峰尚水 1室1厅 160万|正源尚峰尚水| | 1室1厅 | 60平米 | 东南 | 简装|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|160万|单价26667元/平米
昌平|海淀北部新区|冠城大通百旺府 3室2厅 960万|冠城大通百旺府| | 3室2厅 | 148平米 | 南 北 | 精装|低楼层(共7层)  2015年建板楼  -  |海淀北部新区|960万|单价64865元/平米
昌平|海淀北部新区|苗圃宿舍 2室1厅 275万|苗圃宿舍| | 2室1厅 | 53.6平米 | 南 北 | 其他|低楼层(共6层)  1987年建板楼  -  |海淀北部新区|275万|单价51306元/平米
昌平|海淀北部新区|南北双通透大三居室，中间楼层，采光视野好|保利西山林语| | 3室2厅 | 147平米 | 南 北 | 简装|中楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|720万|单价48980元/平米
昌平|海淀北部新区|温泉片区 稀缺一层带花园、带地下室两居室 南北通透 |正源尚峰尚水| | 2室1厅 | 100平米 | 南 北 | 简装|低楼层(共9层)  2012年建板楼  -  |海淀北部新区|580万|单价58000元/平米
昌平|海淀北部新区|大三居眼镜户型 拎包入住 中间层 近M16号线 上翠微|正源尚峰尚水| | 3室2厅 | 151.25平米 | 南 北 | 简装|中楼层(共9层)  2012年建板楼  -  |海淀北部新区|760万|单价50248元/平米
昌平|海淀北部新区|保利罗兰香谷，南北三居，黄金楼层，视野宽阔|保利罗兰香谷| | 3室2厅 | 99.77平米 | 南 北 | 精装|低楼层(共23层)  板楼  -  |海淀北部新区|330万|单价33077元/平米
昌平|海淀北部新区|保利别墅 经典南入户 东北两面花园 可贷款 不临街|保利西山林语别墅| | 4室3厅 | 451平米 | 东 南 西 北 | 其他|地下室(共2层)    -  |海淀北部新区|2000万|单价44346元/平米
昌平|海淀北部新区|不限购公寓式住宅，西向采光，中间楼层，前后无遮挡|正源尚峰尚水| | 1室1厅 | 50平米 | 西 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|145万|单价29000元/平米
昌平|海淀北部新区|法式独栋 毛坯现房 客厅挑空5.4米 业主稳定		|保利西山林语别墅| | 4室2厅 | 396平米 | 南 北 | 毛坯|低楼层(共2层)    -  |海淀北部新区|1600万|单价40405元/平米
昌平|海淀北部新区|保利罗兰香谷 南北通透 正规三居|保利罗兰香谷| | 3室1厅 | 90.75平米 | 南 北 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|350万|单价38568元/平米
昌平|海淀北部新区|裕祺隆园两居室出售，学区房，双地铁|裕祺隆园| | 2室1厅 | 88平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |海淀北部新区|660万|单价75000元/平米
昌平|海淀北部新区|保利罗兰香谷 正规两居室  精装修|保利罗兰香谷| | 2室1厅 | 86平米 | 南 | 精装|中楼层(共14层)  2012年建板楼  -  |海淀北部新区|300万|单价34884元/平米
昌平|海淀北部新区|保利罗兰香谷，南北三居室，精装修，环境优美|保利罗兰香谷| | 3室1厅 | 92.56平米 | 南 北 | 精装|高楼层(共21层)  2012年建板楼  -  |海淀北部新区|340万|单价36733元/平米
昌平|海淀北部新区|【保利品牌】【房龄新】【南北通透三居室】|保利罗兰香谷| | 3室2厅 | 128平米 | 南 北 | 其他|低楼层(共21层)  2012年建板楼  -  |海淀北部新区|420万|单价32813元/平米
昌平|海淀北部新区|北入户南花园独栋别墅 英式风格 毛坯现房|保利西山林语别墅| | 4室2厅 | 463.65平米 | 南 北 | 毛坯|地下室(共2层)  2008年建  -  |海淀北部新区|2000万|单价43136元/平米
昌平|海淀北部新区|南北通透板楼大四居，送翠微入学名额，为孩子一步到位|北辰香麓| | 4室2厅 | 230平米 | 南 北 | 其他|低楼层(共7层)  2009年建板楼  -  |海淀北部新区|950万|单价41305元/平米
昌平|海淀北部新区|一层带下跃，可圈花园，不限购，全南向两居室|正源尚峰尚水| | 2室1厅 | 92.33平米 | 南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|400万|单价43323元/平米
昌平|海淀北部新区|全南向不限购两居室，采光好，中间楼层，精装修|正源尚峰尚水| | 2室1厅 | 95平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|288万|单价30316元/平米
昌平|海淀北部新区|北向小户型，不限购，靠谱出售，中间楼层|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|107万|单价32425元/平米
昌平|海淀北部新区|实用性开间 东北朝向 高楼层 视野棒 精装修|正源尚峰尚水| | 1室0厅 | 38.9平米 | 东 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|115万|单价29563元/平米
昌平|海淀北部新区|南北通透 三居室 户型方正 采光好|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 其他|高楼层(共15层)  板楼  -  |海淀北部新区|375万|单价30000元/平米
昌平|海淀北部新区|半山枫林香山85号院 地处香山 交通便利|半山枫林香山85号院| | 5室3厅 | 400平米 | 南 北 | 其他|低楼层(共3层)  2005年建  -  |海淀北部新区|1800万|单价45000元/平米
昌平|海淀北部新区|保利西山林语 3室2厅 1050万|保利西山林语| | 3室2厅 | 301平米 | 南 北 | 精装|低楼层(共9层)  2009年建板楼  -  |海淀北部新区|1050万|单价34884元/平米
昌平|海淀北部新区|裕祺隆园 2室1厅 651万|裕祺隆园| | 2室1厅 | 92平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |海淀北部新区|651万|单价70761元/平米
昌平|海淀北部新区|正源尚峰尚水 1室0厅 120万|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|120万|单价36364元/平米
昌平|海淀北部新区|上庄馨瑞嘉园 1室1厅 245万|上庄馨瑞嘉园| | 1室1厅 | 69平米 | 南 | 其他|低楼层(共14层)    -  |海淀北部新区|245万|单价35508元/平米
昌平|海淀北部新区|保利西山林语 3室1厅 460万|保利西山林语| | 3室1厅 | 91平米 | 西南 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|460万|单价50550元/平米
昌平|海淀北部新区|苗圃宿舍 2室1厅 390万|苗圃宿舍| | 2室1厅 | 69.22平米 | 南 北 | 其他|低楼层(共6层)  1987年建板楼  -  |海淀北部新区|390万|单价56343元/平米
昌平|海淀北部新区|北辰香麓 4室2厅 1150万|北辰香麓| | 4室2厅 | 251.5平米 | 南 北 | 精装|中楼层(共6层)  2009年建板楼  -  |海淀北部新区|1150万|单价45726元/平米
昌平|霍营|回龙观龙锦苑东五区，自住精装修三居，南北通透板楼！|龙锦苑东五区| | 3室2厅 | 124.62平米 | 南 北 | 精装|中楼层(共6层)  2007年建板楼  -  |霍营|370万|单价29691元/平米
昌平|霍营|华龙苑北里 带电梯复式有钥匙随时看 商品房满五唯一 |华龙苑北里| | 3室3厅 | 162平米 | 南 北 | 简装|高楼层(共11层)  2005年建板楼  -  |霍营|486万|单价30000元/平米
昌平|霍营|紫金新干线+16万精装南北2居+带电梯+满五年唯一商品房|紫金新干线| | 2室1厅 | 89平米 | 南 北 | 精装|高楼层(共10层)  2009年建板楼  -  |霍营|379万|单价42585元/平米
昌平|霍营|近地铁两居室华龙苑北里商品房满五年唯一 带电梯|华龙苑北里| | 2室1厅 | 87.23平米 | 南 西北 | 精装|中楼层(共7层)  2007年建板楼  -  |霍营|345万|单价39551元/平米
昌平|霍营|南北通透户型 已改三居 满五唯一 换房急售价钱可谈！|华龙苑中里| | 2室1厅 | 65.07平米 | 南 北 | 简装|高楼层(共5层)  1991年建板楼  -  |霍营|259万|单价39804元/平米
昌平|霍营|刚需首选1居室地铁房可以改2居室|华龙苑北里| | 1室1厅 | 51.55平米 | 西南 | 精装|低楼层(共7层)  2005年建塔楼  -  |霍营|240万|单价46557元/平米
昌平|霍营|霍营地铁边上眼睛户型两居，黄金楼层，免个税。|华龙苑南里| | 2室1厅 | 61平米 | 南 | 精装|高楼层(共6层)  1995年建板楼  -  |霍营|265万|单价43443元/平米
昌平|霍营|龙锦苑东二区 低楼层 三居室 满五唯一|龙锦苑东二区| | 3室2厅 | 130.02平米 | 南 北 | 简装|低楼层(共6层)  2008年建板楼  -  |霍营|385万|单价29611元/平米
昌平|霍营|龙锦苑东五区，小区中间，黄金楼层，有钥匙，靠谱签|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 毛坯|中楼层(共6层)  2007年建板楼  -  |霍营|360万|单价28851元/平米
昌平|霍营|龙锦苑东二区 黄金楼层 精装修 到813米地铁 免税|龙锦苑东二区| | 2室1厅 | 101.13平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |霍营|318万|单价31445元/平米
昌平|霍营|通透两居 ，房子满五年唯一 ，送30平花园|蓝天园| | 2室1厅 | 74.2平米 | 南 北 | 精装|低楼层(共5层)  1998年建板楼  -  |霍营|285万|单价38410元/平米
昌平|霍营|精装修 南北通透 紧邻地铁 商品房|华龙苑南里| | 1室1厅 | 50.3平米 | 南 北 | 精装|低楼层(共6层)  1997年建板楼  -  |霍营|245万|单价48708元/平米
昌平|霍营|回龙观 龙锦东四 大两居 南北通透 采光好 视野好|龙锦苑东四区| | 2室1厅 | 102平米 | 南 北 | 毛坯|高楼层(共6层)  2009年建板楼  -  |霍营|280万|单价27451元/平米
昌平|霍营|龙锦苑东四区 满五唯一 免税急售 精装修|龙锦苑东四区| | 2室1厅 | 101.75平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |霍营|302万|单价29681元/平米
昌平|霍营|商品房满五唯一3居室带电梯看房随时|华龙苑北里| | 3室2厅 | 117平米 | 南 | 精装|中楼层(共7层)  2005年建塔楼  -  |霍营|430万|单价36753元/平米
昌平|霍营|龙锦苑东五区 明厨明卫 大三居 满五年唯一|龙锦苑东五区| | 3室2厅 | 130平米 | 东 南 北 | 其他|中楼层(共6层)  2007年建板楼  -  |霍营|378万|单价29077元/平米
昌平|霍营|华龙苑南里 满五年唯一 通透两居 精装修 交通方便|华龙苑南里| | 2室1厅 | 61平米 | 南 北 | 精装|高楼层(共6层)  1997年建板楼  -  |霍营|250万|单价40984元/平米
昌平|霍营|紫金新干线，南北通透大四居，满五唯一，|紫金新干线| | 4室2厅 | 162.17平米 | 南 北 | 简装|高楼层(共10层)  2009年建板楼  -  |霍营|580万|单价35765元/平米
昌平|霍营|紫金新干线商满五唯一不临街两居带电梯|紫金新干线| | 2室2厅 | 83平米 | 南 | 精装|低楼层(共10层)  2007年建板楼  -  |霍营|370万|单价44579元/平米
昌平|霍营|09年满五唯一商品房一梯两户南北双通透|紫金新干线| | 3室2厅 | 122平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |霍营|462万|单价37869元/平米
昌平|霍营|紫金新干线+30万精装2居+带电梯+满五年唯一|紫金新干线| | 2室2厅 | 89平米 | 北 南 | 精装|高楼层(共9层)  2009年建板楼  -  |霍营|395万|单价44383元/平米
昌平|霍营|龙锦苑东五区 大三居 满五年唯一  诚心出售！|龙锦苑东五区| | 3室2厅 | 124.62平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|360万|单价28888元/平米
昌平|霍营|不临街不把边，南北通透 满五唯一 价格可谈！|华龙苑南里| | 2室1厅 | 75.39平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |霍营|280万|单价37141元/平米
昌平|霍营|南北通透，双厅双卫，满5唯一商品房，板楼带电梯|紫金新干线| | 2室2厅 | 107平米 | 南 北 | 精装|低楼层(共9层)  2009年建板楼  -  |霍营|430万|单价40187元/平米
昌平|霍营|业主自住中式装修，南北通透，采光好，视野好，|龙锦苑东四区| | 3室2厅 | 124平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|320万|单价25807元/平米
昌平|霍营|回龙观大三居，满五年唯一，小区中间位置，南北通透。|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 简装|低楼层(共6层)  2007年建板楼  -  |霍营|360万|单价28851元/平米
昌平|霍营|小区中间位置 黄金楼层 适合一家人居住|龙锦苑东二区| | 3室2厅 | 124.4平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |霍营|398万|单价31994元/平米
昌平|霍营|回龙观 满五唯一 南北通透 自如装修 诚心出售|龙锦苑东五区| | 3室2厅 | 125.16平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|330万|单价26367元/平米
昌平|霍营|龙锦苑东一区 南北通透 一层带小院 采光无遮挡|龙锦苑东一区| | 3室1厅 | 118.71平米 | 南 北 | 简装|低楼层(共6层)  2007年建板楼  -  |霍营|362万|单价30495元/平米
昌平|霍营|业主单纯变现，经满屋唯一，80万的豪华装修，近地铁|龙锦苑东三区| | 2室1厅 | 131平米 | 南 北 | 精装|低楼层(共6层)  2009年建板楼  -  |霍营|480万|单价36642元/平米
昌平|霍营|龙锦苑东二区 黄金楼层 南北通透两居室|龙锦苑东二区| | 2室1厅 | 101.13平米 | 南 北 | 其他|中楼层(共6层)  2008年建板楼  -  |霍营|320万|单价31643元/平米
昌平|霍营|龙锦苑东四区，精装修，满五唯一，09年新房，靠谱出售|龙锦苑东四区| | 2室2厅 | 102平米 | 南 北 | 其他|高楼层(共6层)  2009年建板楼  -  |霍营|310万|单价30393元/平米
昌平|霍营|天鑫家园 商品房满五唯一 小区中间位置|天鑫家园| | 1室0厅 | 44.87平米 | 北 | 简装|低楼层(共7层)  2002年建板塔结合  -  |霍营|188万|单价41899元/平米
昌平|霍营|业主诚心出售，户型好，随时签约|龙锦苑东五区| | 2室2厅 | 99.68平米 | 南 北 | 其他|高楼层(共6层)  2007年建板楼  -  |霍营|300万|单价30097元/平米
昌平|霍营|已改双卫 满五年唯一  不临街不把边  双卧朝南厅朝南|华龙苑南里| | 3室1厅 | 85.58平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |霍营|320万|单价37392元/平米
昌平|霍营|地铁附近，满5唯一精装自住3居，双卧朝南|华龙苑南里| | 3室1厅 | 89.4平米 | 西南 | 精装|高楼层(共6层)  1995年建板楼  -  |霍营|300万|单价33558元/平米
昌平|霍营|满五年唯一三居室，精装修，近地铁|龙锦苑东二区| | 3室2厅 | 124.64平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|340万|单价27279元/平米
昌平|霍营|龙锦苑东一区  812米到地铁 中间楼层 免税|龙锦苑东一区| | 3室1厅 | 118.94平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|350万|单价29427元/平米
昌平|霍营|龙锦苑东五区 3室2厅 420万|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 精装|中楼层(共6层)  2007年建板楼  -  |霍营|420万|单价33660元/平米
昌平|霍营|回龙观 龙锦苑东四区  满五唯一 双南卧 南北通透|龙锦苑东四区| | 3室2厅 | 119.12平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|320万|单价26864元/平米
昌平|霍营|满五唯一 通透带独立餐厅 地铁8号线980米 有配套学校|天鑫家园| | 3室1厅 | 97.63平米 | 南 西 北 | 简装|高楼层(共6层)  2002年建塔楼  -  |霍营|340万|单价34826元/平米
昌平|霍营|商品房满五年唯一 铂金四层 双卧室朝南 靠谱出售|慧龙居| | 3室2厅 | 125平米 | 南 北 | 简装|中楼层(共6层)  1999年建板楼  -  |霍营|360万|单价28800元/平米
昌平|霍营|总价低满五唯一，中间位置简单装修|天鑫家园| | 1室0厅 | 42.45平米 | 北 | 简装|低楼层(共6层)  2003年建板楼  -  |霍营|180万|单价42403元/平米
昌平|霍营|龙锦苑东三区 南北 大两居 不临街 不把边 满五唯一 |龙锦苑东三区| | 2室1厅 | 99平米 | 南 北 | 简装|低楼层(共6层)  2009年建板楼  -  |霍营|375万|单价37879元/平米
昌平|霍营|龙锦苑东四区 满五年唯一，黄金楼层，地铁800米|龙锦苑东四区| | 1室0厅 | 125平米 | 南 北 | 简装|中楼层(共6层)  2009年建板楼  -  |霍营|330万|单价26400元/平米
昌平|霍营|一层带小院 精装修 无抵押产权清晰 拎包入住|龙锦苑东一区| | 3室2厅 | 118.94平米 | 南 北 | 精装|低楼层(共6层)  2007年建板楼  -  |霍营|360万|单价30268元/平米
昌平|霍营|满五唯一+黄金楼层+近地铁8、13号线霍营站|华龙苑南里| | 3室1厅 | 77.23平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |霍营|320万|单价41435元/平米
昌平|霍营|全明格局大三居 南北通透 满屋唯一|龙锦苑东三区| | 3室2厅 | 129平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |霍营|350万|单价27132元/平米
