通州|北关|精装南北两居 满五唯一 看房有钥匙 诚意售|富河园| | 2室1厅 | 70.1平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |北关|280万|单价39943元/平米
通州|顺义其它|电梯房可以注册公司 楼龄新能贷款|北京苏活二区| | 1室1厅 | 42平米 | 西 | 简装|高楼层(共9层)  2010年建板塔结合  -  |顺义其它|105万|单价25000元/平米
通州|顺义其它|满二年，全明户型，通透 电梯房|港馨家园东区| | 2室1厅 | 95平米 | 南 北 | 精装|低楼层(共11层)  2011年建板楼  -  |顺义其它|280万|单价29474元/平米
通州|顺义其它|不限购 商水民电天然气 2012年新房 地铁南法信站|焦各庄街2号院| | 1室1厅 | 60平米 | 南 | 精装|高楼层(共14层)  2012年建板塔结合  -  |顺义其它|115万|单价19167元/平米
通州|顺义其它|双阳南区 4室2厅 240万|双阳南区| | 4室2厅 | 165.95平米 | 南 北 | 精装|中楼层(共6层)  2002年建板楼  -  |顺义其它|240万|单价14463元/平米
通州|顺义其它|南北精装两居，地下车库直接入户，顺义一中附属小学|中建国际城| | 2室2厅 | 82平米 | 南 北 | 精装|高楼层(共13层)  板楼  -  |顺义其它|310万|单价37805元/平米
通州|顺义其它|清波园精装联排 上下两层  赠家具家电 |东方太阳城| | 4室4厅 | 224平米 | 东 南 西 北 | 其他|低楼层(共2层)  2006年建  -  |顺义其它|800万|单价35715元/平米
通州|顺义其它|70%纯木质结构 仿照美国波特兰风格建筑设计 花园200平|波特兰花园二期| | 5室3厅 | 480平米 | 东 南 西 北 | 精装|低楼层(共2层)  2011年建  -  |顺义其它|1200万|单价25000元/平米
通州|顺义其它|纳帕尔湾=独栋别墅+精装修+北侧花园（约200㎡）|纳帕尔湾| | 4室2厅 | 409平米 | 南 北 | 精装|地下室(共2层)  2005年建  -  |顺义其它|1500万|单价36675元/平米
通州|顺义其它|联排别墅，前后花园，赠送车库，精装修|东方太阳城| | 5室3厅 | 240平米 | 南 北 | 精装|低楼层(共3层)  2003年建  -  |顺义其它|650万|单价27084元/平米
通州|顺义其它|馨港庄园一居 南向阳光房 拎包入住 诚意出售|馨港庄园三区| | 1室1厅 | 48.44平米 | 南 | 简装|高楼层(共6层)  2004年建板楼  -  |顺义其它|135万|单价27870元/平米
通州|顺义其它|御墅二期 5室2厅 1300万|御墅二期| | 5室2厅 | 445平米 | 东 南 西 北 | 毛坯|低楼层(共2层)    -  |顺义其它|1300万|单价29214元/平米
通州|顺义其它|马可汇4号楼70年大产权 精装两居南北通透可看|焦各庄街2号院| | 2室1厅 | 93.9平米 | 南 北 | 精装|中楼层(共11层)  2012年建板塔结合  -  |顺义其它|255万|单价27157元/平米
通州|顺义其它|南北通透 大四居室 业主诚心出售|北京苏活四区| | 4室1厅 | 133平米 | 南 | 其他|高楼层(共12层)    -  |顺义其它|315万|单价23685元/平米
通州|顺义其它|精装修一居室  朝北向 落地窗  地铁房|焦各庄街2号院| | 1室1厅 | 72平米 | 北 | 精装|中楼层(共12层)  2012年建板塔结合  -  |顺义其它|115万|单价15973元/平米
通州|顺义其它|龙湖 装修精美两居室 带产权车位|龙湖香醍漫步四区南区| | 2室2厅 | 105平米 | 南 北 | 精装|低楼层(共8层)  2010年建  -  |顺义其它|330万|单价31429元/平米
通州|顺义其它|叠拼别墅，南花园，客厅调高，看房方便|龙湖好望山| | 3室4厅 | 295平米 | 南 北 | 其他|低楼层(共3层)  2013年建  -  |顺义其它|710万|单价24068元/平米
通州|顺义其它|顺鑫朗郡两居室，南北通透，满五年唯一|顺鑫朗郡| | 2室2厅 | 89平米 | 南 北 | 精装|中楼层(共11层)  2010年建板楼  -  |顺义其它|210万|单价23596元/平米
通州|顺义其它|南北通透 精装2居 采光极佳 拎包入住 诚心出售|馨港庄园三区| | 2室1厅 | 87.24平米 | 南 北 | 其他|高楼层(共6层)  2004年建板楼  -  |顺义其它|225万|单价25791元/平米
通州|顺义其它|全新装修 随时看房 赠送300平米花园|东方太阳城| | 4室3厅 | 430平米 | 南 | 精装|低楼层(共2层)    -  |顺义其它|1290万|单价30000元/平米
通州|顺义其它|水色时光五区 2室2厅 175万|水色时光五区| | 2室2厅 | 102平米 | 南 北 | 简装|低楼层(共11层)    -  |顺义其它|175万|单价17157元/平米
通州|顺义其它|正规三居两卫 南北通透 业主诚心出售|顺鑫朗郡| | 3室1厅 | 121平米 | 南 北 | 其他|低楼层(共11层)  2010年建板楼  -  |顺义其它|300万|单价24794元/平米
通州|顺义其它|石园东苑  精装修  四层  南北通透|石园东苑| | 2室1厅 | 84平米 | 南 北 | 精装|中楼层(共6层)  2002年建板楼  -  |顺义其它|255万|单价30358元/平米
通州|顺义其它|纳帕尔湾精装独栋，户型好面宽大，楼王位置|纳帕尔湾| | 5室3厅 | 406平米 | 东 南 西 北 | 其他|低楼层(共3层)    -  |顺义其它|1000万|单价24631元/平米
通州|顺义其它|东方太阳城富春园精装修独栋别墅花园面积500平米|东方太阳城| | 4室2厅 | 282平米 | 南 北 | 精装|低楼层(共2层)    -  |顺义其它|1300万|单价46100元/平米
通州|顺义其它|纳帕尔湾 全明格局  全天采光 南北通透|纳帕尔湾| | 5室3厅 | 406平米 | 东 南 西 北 | 精装|地下室(共3层)  2009年建  -  |顺义其它|1050万|单价25863元/平米
通州|顺义其它|东方太阳城 精装通透大三居 换房首选|东方太阳城| | 3室2厅 | 153平米 | 南 北 | 精装|高楼层(共6层)  2010年建板楼  -  |顺义其它|450万|单价29412元/平米
通州|顺义其它|地铁俸伯站距离1500米，70年大产权，五年唯一免税|彩俸北区| | 3室1厅 | 113平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |顺义其它|240万|单价21239元/平米
通州|顺义其它|精装修婚房，满五唯一税费低，看房随时|东方太阳城| | 3室2厅 | 153.52平米 | 南 北 | 精装|中楼层(共6层)  2010年建板楼  -  |顺义其它|379万|单价24688元/平米
通州|顺义其它|顺鑫朗郡 5居室 房本满五年 且家庭唯一 免税|顺鑫澜庭| | 5室1厅 | 130平米 | 南 北 | 其他|高楼层(共6层)  2008年建板楼  -  |顺义其它|290万|单价22308元/平米
通州|顺义其它|水色时光、正规三居、南北通透、毛坯房、任性装修|水色时光五区| | 3室2厅 | 135平米 | 南 北 | 毛坯|中楼层(共11层)    -  |顺义其它|220万|单价16297元/平米
通州|顺义其它|东方太阳城精装一层两居室   有30平米花园  满五唯一|东方太阳城| | 2室2厅 | 103平米 | 南 北 | 简装|低楼层(共4层)  2004年建板楼  -  |顺义其它|308万|单价29903元/平米
通州|顺义其它|月亮湾 独栋别墅 地上3层 精装修 满五年唯一|月亮湾| | 5室3厅 | 238.23平米 | 南 北 | 精装|低楼层(共3层)    -  |顺义其它|600万|单价25186元/平米
通州|顺义其它|小区环境棒、密度低、南北通透两居室、生活配套齐全|顺鑫花语| | 2室2厅 | 90平米 | 南 北 | 精装|低楼层(共10层)  2009年建板塔结合  -  |顺义其它|280万|单价31112元/平米
通州|顺义其它|北京苏活 南北通透 两居室 楼龄新 采光好|北京苏活二区| | 2室1厅 | 55平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |顺义其它|150万|单价27273元/平米
通州|顺义其它|龙湖一区 自住装修 三卧朝南 功能分区明确诚售|龙湖香醍漫步一区| | 4室2厅 | 156平米 | 南 北 | 精装|低楼层(共6层)  2008年建板楼  -  |顺义其它|450万|单价28847元/平米
通州|顺义其它|恒华安纳湖 两居室 免装修 高楼层|恒华安纳湖| | 2室2厅 | 88.17平米 | 南 北 | 精装|高楼层(共15层)  2013年建板楼  -  |顺义其它|320万|单价36294元/平米
通州|顺义其它|太阳城双卧室向阳眼镜户型3居室|东方太阳城| | 3室2厅 | 131平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |顺义其它|380万|单价29008元/平米
通州|顺义其它|黄金一层 经典户型 改善首选 小区环境清幽|石园东苑| | 2室1厅 | 97.55平米 | 南 北 | 简装|低楼层(共6层)  2001年建板楼  -  |顺义其它|290万|单价29729元/平米
通州|顺义其它|龙湖洋房 采光充足 南北阳台 五重园林 星级物业|龙湖香醍漫步四区北区| | 3室2厅 | 145.53平米 | 南 北 | 其他|中楼层(共8层)  2010年建板楼  -  |顺义其它|420万|单价28861元/平米
通州|顺义其它|港馨家园东区，一层，可开花园，两居室|港馨家园东区| | 2室1厅 | 97平米 | 南 北 | 简装|低楼层(共16层)  2010年建板楼  -  |顺义其它|256万|单价26392元/平米
通州|顺义其它|石园南区，全明两居，精装修，业主诚心出售！|石园南区| | 2室1厅 | 85.89平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义其它|230万|单价26779元/平米
通州|顺义其它| 南北通透两居室 精装修 不限够|焦各庄街2号院| | 2室1厅 | 106平米 | 南 北 | 精装|低楼层(共12层)  2012年建板塔结合  -  |顺义其它|185万|单价17453元/平米
通州|顺义其它|不限购 有天然气 电梯房 临近地铁|焦各庄街2号院| | 1室1厅 | 61平米 | 东 | 简装|低楼层(共14层)  2012年建板塔结合  -  |顺义其它|108万|单价17705元/平米
通州|顺义其它|满两年豪华装修，门口就是幼儿园，小学和顺义十三中|水色时光五区| | 2室1厅 | 100平米 | 南 北 | 精装|低楼层(共11层)    -  |顺义其它|205万|单价20500元/平米
通州|顺义其它|精装修一居室 地铁房 50年大产权不限购|焦各庄街2号院| | 1室1厅 | 64平米 | 西南 | 精装|低楼层(共12层)  2012年建板塔结合  -  |顺义其它|120万|单价18750元/平米
通州|顺义其它|龙湖 南花园独栋别墅 小区中心位置  带车位|龙湖香醍漫步四区北区| | 4室3厅 | 297平米 | 南 北 | 毛坯|低楼层(共2层)  2010年建  -  |顺义其它|710万|单价23906元/平米
通州|顺义其它|机场馨港庄园标准三居室 南北通透 诚心出售 精装修|馨港庄园三区| | 3室2厅 | 127.77平米 | 南 北 | 精装|高楼层(共6层)  2004年建板楼  -  |顺义其它|270万|单价21132元/平米
通州|顺义其它|桃花源好户型 毛坯房有地下室 庭院式花园别墅|东方太阳城| | 5室3厅 | 430平米 | 南 北 | 毛坯|地下室(共2层)  2004年建  -  |顺义其它|1300万|单价30233元/平米
通州|顺义其它|桃花源独栋 您追求世外桃源的好去处|东方太阳城| | 5室4厅 | 439.38平米 | 南 北 | 毛坯|低楼层(共2层)    -  |顺义其它|1500万|单价34140元/平米
通州|顺义其它|龙湖好望山下叠别墅，南花园，小区环境好|龙湖好望山| | 3室3厅 | 295平米 | 南 北 | 毛坯|低楼层(共4层)  2013年建  -  |顺义其它|630万|单价21356元/平米
通州|顺义其它|水色时光五区 3室2厅 220万|水色时光五区| | 3室2厅 | 110平米 | 南 北 | 精装|高楼层(共11层)    -  |顺义其它|220万|单价20000元/平米
通州|顺义其它|中建国际城南北通透中层三居室带独立餐厅|中建国际城| | 3室2厅 | 94.39平米 | 南 北 | 毛坯|中楼层(共15层)  板楼  -  |顺义其它|365万|单价38670元/平米
通州|顺义其它|东方太阳城 4室2厅 550万|东方太阳城| | 4室2厅 | 205平米 | 南 北 | 精装|低楼层(共6层)  2010年建板楼  -  |顺义其它|550万|单价26830元/平米
通州|顺义其它|中建国际城 不限购 小区门口 底商诚售|中建国际城| | 0室2厅 | 43.4平米 | 南 西 | 简装|低楼层(共13层)  板楼  -  |顺义其它|215万|单价49540元/平米
通州|顺义其它|龙湖好望山 上叠别墅 带露台 人车分流|龙湖好望山| | 4室3厅 | 221平米 | 南 | 其他|中楼层(共4层)  2013年建  -  |顺义其它|600万|单价27150元/平米
通州|顺义其它|电梯房，超精装，户型好，随时看房|北京苏活四区| | 4室2厅 | 136.8平米 | 南 北 | 精装|中楼层(共12层)    -  |顺义其它|335万|单价24489元/平米
通州|顺义其它|电梯次顶层  双南向客厅卧室 诚信出售|馨港庄园三区| | 2室1厅 | 84.47平米 | 东南 | 简装|高楼层(共6层)  2004年建板楼  -  |顺义其它|225万|单价26637元/平米
通州|顺义其它|龙湖好望山下叠别墅 挑高地下室 带产权车位|龙湖好望山| | 3室2厅 | 293.11平米 | 南 北 | 毛坯|低楼层(共6层)  2013年建  -  |顺义其它|650万|单价22176元/平米
通州|顺义其它|龙湖好望山 紧邻水系 下叠边户型带两个产权车位|龙湖好望山| | 4室3厅 | 320平米 | 东 南 北 | 其他|低楼层(共5层)    -  |顺义其它|800万|单价25000元/平米
通州|顺义其它|东方太阳城富春园独栋别墅900平米花园庭院|东方太阳城| | 5室3厅 | 316平米 | 东 南 西 北 | 精装|低楼层(共2层)  2006年建  -  |顺义其它|1360万|单价43038元/平米
通州|顺义其它|东方太阳城顶层独一户 私密性强 |东方太阳城| | 3室2厅 | 168平米 | 南 北 | 毛坯|高楼层(共6层)  2009年建板楼  -  |顺义其它|460万|单价27381元/平米
通州|顺义其它|水色时光五区 3室1厅 218万|水色时光五区| | 3室1厅 | 115.9平米 | 南 北 | 精装|低楼层(共11层)    -  |顺义其它|218万|单价18810元/平米
通州|顺义其它|馨港庄园二区 3室3厅 425万|馨港庄园二区| | 3室3厅 | 205.28平米 | 南 北 | 其他|高楼层(共6层)  2005年建板楼  -  |顺义其它|425万|单价20704元/平米
通州|顺义其它|易郡山庄 3室2厅 550万|易郡山庄| | 3室2厅 | 203平米 | 南 北 | 精装|低楼层(共2层)  2005年建  -  |顺义其它|550万|单价27094元/平米
通州|顺义其它|水色时光二区 3室1厅 380万|水色时光二区| | 3室1厅 | 169平米 | 南 北 | 精装|低楼层(共3层)    -  |顺义其它|380万|单价22486元/平米
通州|顺义其它|客厅挑空5米 南北通透 精装修 视野好 |北京苏活四区| | 2室1厅 | 86平米 | 南 北 | 精装|高楼层(共12层)  2011年建板塔结合  -  |顺义其它|230万|单价26745元/平米
通州|顺义其它|高原值，低总价，周边新小区稀缺一居室，物有所值。|焦各庄街2号院| | 2室1厅 | 74.7平米 | 南 北 | 精装|低楼层(共11层)  2012年建板塔结合  -  |顺义其它|210万|单价28113元/平米
通州|顺义其它|下坡屯家园一区 3室1厅 248万|下坡屯家园一区| | 3室1厅 | 102平米 | 南 北 | 简装|中楼层(共11层)  2012年建板塔结合  -  |顺义其它|248万|单价24314元/平米
通州|顺义其它|顺鑫花语，进装修电梯开间，社区配套好|顺鑫花语| | 1室0厅 | 48平米 | 南 | 精装|高楼层(共9层)  2009年建板塔结合  -  |顺义其它|135万|单价28125元/平米
通州|顺义其它|精装南北通透两居，看房方便。满两年|龙湖香醍漫步二区| | 2室2厅 | 80.65平米 | 南 北 | 其他|高楼层(共6层)  2008年建板楼  -  |顺义其它|270万|单价33478元/平米
通州|顺义其它|北京苏活超精装大两居室南北通透|北京苏活二区| | 2室1厅 | 55平米 | 南 北 | 精装|中楼层(共9层)  2010年建板塔结合  -  |顺义其它|180万|单价32728元/平米
通州|顺义其它|此房是两室一厅一厨两卫的大Loft|北京苏活二区| | 2室1厅 | 64平米 | 南 | 简装|低楼层(共9层)  2010年建板塔结合  -  |顺义其它|190万|单价29688元/平米
通州|顺义其它|顺鑫澜庭 4室2厅 265万|顺鑫澜庭| | 4室2厅 | 144平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |顺义其它|265万|单价18403元/平米
通州|顺义其它|彩俸北区 3室2厅 330万|彩俸北区| | 3室2厅 | 113平米 | 南 北 | 其他|低楼层(共6层)  2002年建板楼  -  |顺义其它|330万|单价29204元/平米
通州|顺义其它|双阳南区 2室2厅 200万|双阳南区| | 2室2厅 | 86平米 | 南 北 | 简装|低楼层(共6层)  1994年建板楼  -  |顺义其它|200万|单价23256元/平米
通州|顺义其它|东方太阳城 3室2厅 360万|东方太阳城| | 3室2厅 | 131平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |顺义其它|360万|单价27481元/平米
通州|顺义其它|阳洲鑫园 3室2厅 265万|阳洲鑫园| | 3室2厅 | 107平米 | 南 北 | 简装|低楼层(共6层)  2005年建板楼  -  |顺义其它|265万|单价24767元/平米
通州|顺义其它|蓝岸丽舍一期 5室2厅 1650万|蓝岸丽舍一期| | 5室2厅 | 527平米 | 东 南 西 北 | 精装|地下室(共3层)  2010年建  -  |顺义其它|1650万|单价31310元/平米
通州|顺义其它|蓝岸丽舍一期 6室2厅 1200万|蓝岸丽舍一期| | 6室2厅 | 500平米 | 东 南 西 北 | 精装|地下室(共3层)  2010年建  -  |顺义其它|1200万|单价24000元/平米
通州|顺义其它|易郡山庄 4室2厅 950万|易郡山庄| | 4室2厅 | 276平米 | 西 北 | 精装|低楼层(共2层)  2004年建  -  |顺义其它|950万|单价34421元/平米
通州|顺义其它|易郡山庄 4室2厅 1000万|易郡山庄| | 4室2厅 | 320平米 | 东 南 西 北 | 精装|低楼层(共2层)  2004年建  -  |顺义其它|1000万|单价31250元/平米
通州|顺义其它|阳洲鑫园 3室2厅 230万|阳洲鑫园| | 3室2厅 | 104平米 | 南 北 | 精装|中楼层(共6层)  2004年建板楼  -  |顺义其它|230万|单价22116元/平米
通州|顺义其它|双阳南区 3室2厅 262万|双阳南区| | 3室2厅 | 174.68平米 | 南 北 | 其他|高楼层(共6层)  2002年建板楼  -  |顺义其它|262万|单价14999元/平米
通州|顺义其它|龙湖香醍漫步一区 4室2厅 450万|龙湖香醍漫步一区| | 4室2厅 | 156平米 | 南 北 | 其他|低楼层(共6层)  2008年建板楼  -  |顺义其它|450万|单价28847元/平米
通州|顺义其它|龙湖两居室 南北通透 带阳光房露台 满五年|龙湖香醍漫步一区| | 2室2厅 | 93.16平米 | 南 北 | 其他|中楼层(共5层)  2008年建板楼  -  |顺义其它|310万|单价33277元/平米
通州|顺义其它|不限购的loft，精装，西向，看房方便|北京苏活二区| | 1室1厅 | 42.88平米 | 西 | 精装|低楼层(共9层)  2010年建板塔结合  -  |顺义其它|110万|单价25653元/平米
通州|顺义其它|正规两居 直通地下车库 业主诚心出售|中建国际城| | 2室1厅 | 82平米 | 南 北 | 简装|中楼层(共13层)  板楼  -  |顺义其它|300万|单价36586元/平米
通州|顺义其它|东方太阳城 3室2厅 395万|东方太阳城| | 3室2厅 | 153平米 | 南 北 | 精装|中楼层(共6层)  2010年建板楼  -  |顺义其它|395万|单价25817元/平米
通州|顺义其它|龙湖好望山 3室3厅 850万|龙湖好望山| | 3室3厅 | 320平米 | 东 南 西 北 | 其他|低楼层(共4层)  2013年建  -  |顺义其它|850万|单价26563元/平米
通州|顺义其它|马可汇70年大产权 精装婚房 南北通透 落地窗|焦各庄街2号院| | 2室1厅 | 88.68平米 | 南 北 | 精装|低楼层(共11层)  2012年建板塔结合  -  |顺义其它|265万|单价29883元/平米
通州|顺义其它|龙湖好望山 4室3厅 600万|龙湖好望山| | 4室3厅 | 229平米 | 南 北 | 其他|中楼层(共5层)  2013年建  -  |顺义其它|600万|单价26201元/平米
通州|顺义其它|龙湖洋房 双南卧三居 养生之所 别墅品质！|龙湖香醍漫步四区北区| | 3室2厅 | 129平米 | 南 北 | 毛坯|高楼层(共8层)  2010年建板楼  -  |顺义其它|385万|单价29845元/平米
通州|顺义其它|琴湖湾双卧向阳大三居，随时可看|东方太阳城| | 3室2厅 | 140平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |顺义其它|360万|单价25715元/平米
通州|顺义其它|一层送大花园 正规三居室，户型好|东方太阳城| | 3室2厅 | 153平米 | 南 北 | 毛坯|低楼层(共6层)  2008年建板楼  -  |顺义其它|460万|单价30066元/平米
通州|顺义其它|毛坯联排，北花园，南车库，带阁楼，五居室，诚意出售|水色时光三区| | 5室3厅 | 218.27平米 | 南 北 | 毛坯|低楼层(共3层)    -  |顺义其它|440万|单价20159元/平米
通州|顺义其它|龙湖香醍漫步 独栋别墅  随时看房|龙湖香醍漫步二区| | 4室2厅 | 197平米 | 南 北 | 毛坯|地下室(共2层)  2009年建  -  |顺义其它|710万|单价36041元/平米
通州|顺义其它|龙湖洋房带露台户型 带车位 精装修 看房方便 三居室|龙湖香醍漫步四区南区| | 3室2厅 | 144平米 | 南 北 | 其他|低楼层(共8层)  2010年建板楼  -  |顺义其它|450万|单价31250元/平米
通州|顺义其它|焦各庄2号院 精装正规一居 地铁800米 楼龄新 电梯房|焦各庄街2号院| | 1室0厅 | 54平米 | 西 | 简装|低楼层(共11层)  2012年建板塔结合  -  |顺义其它|160万|单价29630元/平米
通州|顺义其它|水色时光四区 2室1厅 200万|水色时光四区| | 2室1厅 | 102平米 | 南 北 | 简装|低楼层(共11层)    -  |顺义其它|200万|单价19608元/平米
通州|顺义其它|港馨东区复式 送前后露台 满五年唯一|港馨家园东区| | 4室2厅 | 144平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |顺义其它|400万|单价27778元/平米
通州|顺义其它|波特兰二期，经典独栋别墅，带四车位，一亩地花园！|波特兰花园二期| | 7室3厅 | 420平米 | 东 南 西 北 | 精装|低楼层(共2层)    -  |顺义其它|1350万|单价32143元/平米
通州|顺义其它|苏活70年产权，大三居南北通透|北京苏活四区| | 3室2厅 | 140平米 | 南 北 | 其他|中楼层(共12层)    -  |顺义其它|330万|单价23572元/平米
通州|顺义其它|龙湖南区精装底跃 名牌厨卫家电 地上地下花园  带车位|龙湖香醍漫步四区南区| | 4室3厅 | 250平米 | 南 北 | 精装|低楼层(共8层)  2010年建板楼  -  |顺义其它|600万|单价24000元/平米
通州|顺义其它|龙湖  大 开间   看房方便 |龙湖香醍漫步四区北区| | 1室0厅 | 39.16平米 | 南 | 精装|中楼层(共8层)  2010年建板楼  -  |顺义其它|125万|单价31921元/平米
通州|顺义其它|龙湖南区 毛坯三居室 次顶层 有钥匙|龙湖香醍漫步四区南区| | 3室2厅 | 122平米 | 南 北 | 其他|高楼层(共8层)  2010年建板楼  -  |顺义其它|360万|单价29509元/平米
通州|顺义其它|不限购+商住两用+近地铁+租金高+随时签约|东亚首航国际| | 1室1厅 | 54平米 | 东 | 其他|中楼层(共11层)  2014年建塔楼  -  |顺义其它|92万|单价17038元/平米
通州|顺义其它|随时可看 不限购 纯毛坯房 紧邻南法信地铁站|焦各庄街2号院| | 1室1厅 | 67平米 | 南 | 毛坯|高楼层(共14层)  2012年建板塔结合  -  |顺义其它|120万|单价17911元/平米
通州|顺义其它|东方太阳城精装修联排别墅，稀缺边户型！|东方太阳城| | 5室2厅 | 240平米 | 南 北 | 精装|地下室(共3层)  2003年建  -  |顺义其它|650万|单价27084元/平米
通州|顺义其它|东亚首航国际 1室0厅 70万|东亚首航国际| | 1室0厅 | 40.18平米 | 东 | 毛坯|低楼层(共11层)  2014年建塔楼  -  |顺义其它|70万|单价17422元/平米
通州|顺义其它|12年新房 带电梯 紧邻地铁 看房方便|石景苑| | 2室1厅 | 97平米 | 南 | 其他|中楼层(共15层)  2008年建板楼  -  |顺义其它|315万|单价32475元/平米
通州|顺义其它|此房黄金楼层3层，电梯房源，业主诚心出售。|港馨家园东区| | 3室2厅 | 110平米 | 东 南 北 | 毛坯|低楼层(共17层)  2010年建塔楼  -  |顺义其它|260万|单价23637元/平米
通州|顺义其它|中间楼层 带电梯 满五唯一稅少  |馨港庄园二区| | 2室1厅 | 116.43平米 | 南 北 | 其他|中楼层(共6层)  2005年建板楼  -  |顺义其它|265万|单价22761元/平米
通州|顺义其它|稀缺次顶层带电梯采光超好三居室换房首选精装修送车位|馨港庄园三区| | 3室2厅 | 142.39平米 | 南 北 | 其他|高楼层(共6层)  2004年建板楼  -  |顺义其它|340万|单价23879元/平米
通州|顺义其它|两 居 室 全 明 格 局 户 型南北通透送车位|馨港庄园三区| | 2室1厅 | 106.16平米 | 南 北 | 其他|高楼层(共6层)  2004年建板楼  -  |顺义其它|235万|单价22137元/平米
通州|顺义其它|水色时光五区 3室2厅 195万|水色时光五区| | 3室2厅 | 102平米 | 南 北 | 精装|低楼层(共12层)    -  |顺义其它|195万|单价19118元/平米
通州|顺义其它|50年不限购大产权 地铁房  配套齐全|焦各庄街2号院| | 1室0厅 | 39.4平米 | 南 | 简装|中楼层(共12层)  2012年建板塔结合  -  |顺义其它|80万|单价20305元/平米
通州|顺义其它|东亚首航国际 1室1厅 87万|东亚首航国际| | 1室1厅 | 52平米 | 东 | 简装|高楼层(共9层)  2014年建板塔结合  -  |顺义其它|87万|单价16731元/平米
通州|顺义其它|东方太阳城，两居室，位置好，业主诚售！|东方太阳城| | 2室2厅 | 102平米 | 南 北 | 其他|低楼层(共6层)  2008年建板楼  -  |顺义其它|320万|单价31373元/平米
通州|顺义其它|50年产权，不限购，毛坯房，商水商电有燃气|焦各庄街2号院| | 1室1厅 | 60.28平米 | 西 | 其他|低楼层(共12层)  2012年建板塔结合  -  |顺义其它|103万|单价17087元/平米
通州|顺义其它|独栋别墅 围绕花园 有地下室 有车库|MOMA万万树| | 4室2厅 | 471.56平米 | 南 北 | 毛坯|低楼层(共2层)    -  |顺义其它|1300万|单价27569元/平米
通州|顺义其它|东方太阳城独栋别墅 毛坯房 可自己设计|东方太阳城| | 5室2厅 | 487平米 | 东南 西北 | 其他|低楼层(共2层)    -  |顺义其它|1380万|单价28337元/平米
通州|顺义其它|龙湖花园洋房 4室3卫2厅 南北双通透|龙湖香醍漫步三区| | 4室2厅 | 157.89平米 | 南 北 | 毛坯|低楼层(共6层)  2008年建板楼  -  |顺义其它|390万|单价24701元/平米
通州|顺义其它|龙湖别墅区真正纯独栋，花园面积150平米，核心位置|龙湖香醍漫步四区北区| | 5室2厅 | 316平米 | 南 北 | 毛坯|低楼层(共2层)  2010年建  -  |顺义其它|800万|单价25317元/平米
通州|顺义其它|龙湖独栋别墅  装修200多万 可带全部进口家具家电出售|龙湖香醍漫步四区北区| | 5室2厅 | 290平米 | 南 北 | 精装|低楼层(共2层)  2010年建  -  |顺义其它|890万|单价30690元/平米
通州|顺义其它|龙湖  香醍漫步    小三居 |龙湖香醍漫步四区南区| | 3室1厅 | 108.04平米 | 南 北 | 毛坯|高楼层(共8层)  2010年建板楼  -  |顺义其它|360万|单价33321元/平米
通州|顺义其它|馨港三区 婚房三居 双卫三层 双卧朝南 采光倍儿棒 |馨港庄园三区| | 3室2厅 | 132.81平米 | 南 北 | 精装|中楼层(共6层)  2004年建板楼  -  |顺义其它|330万|单价24848元/平米
通州|顺义其它|馨港正规两居室 南北通透 黄金楼层|馨港庄园三区| | 2室2厅 | 85.31平米 | 南 北 | 精装|中楼层(共6层)  2003年建板楼  -  |顺义其它|235万|单价27547元/平米
通州|顺义其它|东亚首航国际 1室1厅 95万|东亚首航国际| | 1室1厅 | 51平米 | 东 | 简装|低楼层(共33层)  2014年建板塔结合  -  |顺义其它|95万|单价18628元/平米
通州|顺义其它|精装婚房 中间楼层 置换首选 落地飘窗|港馨家园西区| | 2室1厅 | 90.42平米 | 南 北 | 精装|中楼层(共5层)  2006年建板楼  -  |顺义其它|260万|单价28755元/平米
通州|顺义其它|龙湖花园洋房 精装南北三居 拎包入住|龙湖香醍漫步三区| | 3室2厅 | 133平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |顺义其它|380万|单价28572元/平米
通州|顺义其它|满五唯一 三居双卫 南北通透 采光充足|华英园| | 3室2厅 | 120平米 | 南 北 | 其他|中楼层(共7层)  2003年建板楼  -  |顺义其它|312万|单价26000元/平米
通州|顺义其它|华英园 紧邻地铁15号线 低楼层|华英园| | 3室2厅 | 152平米 | 南 北 | 其他|低楼层(共6层)  2002年建板楼  -  |顺义其它|400万|单价26316元/平米
通州|顺义其它|北京苏活 精装小三居 南北通透 看房方便|北京苏活四区| | 3室2厅 | 106平米 | 南 北 | 精装|中楼层(共11层)  2011年建板塔结合  -  |顺义其它|270万|单价25472元/平米
通州|顺义其它|龙湖花园洋房 精装三居室 双卧朝南 拎包入住|龙湖香醍漫步三区| | 3室2厅 | 133平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |顺义其它|380万|单价28572元/平米
