顺义|北七家|海德堡联排别墅  精装修拎包入住 前后花园区中心位置|海德堡花园| | 5室2厅 | 202.68平米 | 南 北 | 精装|低楼层(共4层)  1999年建  -  |北七家|695万|单价34291元/平米
顺义|顺义城|幸福西区正规二居室全明格局投资首选|幸福西区| | 2室1厅 | 53平米 | 南 北 | 简装|中楼层(共4层)  1980年建板楼  -  |顺义城|240万|单价45284元/平米
顺义|顺义城|裕龙五区，满五唯一两居室，黄金楼层，采光极佳！|裕龙五区| | 2室2厅 | 97.27平米 | 南 | 精装|中楼层(共20层)  2004年建板塔结合  -  |顺义城|330万|单价33927元/平米
顺义|顺义城|石园西区通透两居，黄金楼层，满五年唯一住房|石园西区| | 2室1厅 | 84.55平米 | 东 西 | 精装|中楼层(共6层)  1992年建板楼  -  |顺义城|248万|单价29332元/平米
顺义|顺义城|仓上小区 独立3居 满五唯一 业主诚售|仓上小区| | 3室1厅 | 100.58平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |顺义城|250万|单价24856元/平米
顺义|顺义城|稀缺小三居 建成年代2001年 赠送露台|龙府花园| | 1室1厅 | 60.8平米 | 南 | 简装|高楼层(共6层)  2001年建板楼  -  |顺义城|220万|单价36185元/平米
顺义|顺义城|大东路住宅楼小三居 满五年唯一 精装修 东风学区房|大东路住宅楼| | 3室1厅 | 89.9平米 | 南 北 | 精装|中楼层(共6层)  1995年建板楼  -  |顺义城|280万|单价31146元/平米
顺义|顺义城|石园北二社区 精装电梯中高层 满五唯一免税|石园北区| | 3室1厅 | 137.49平米 | 南 北 | 精装|中楼层(共16层)  2000年建板塔结合  -  |顺义城|400万|单价29094元/平米
顺义|顺义城|龙庭公寓高楼层3居室 毛坯房 地铁200米|龙庭公寓| | 3室1厅 | 170平米 | 南 北 | 毛坯|中楼层(共21层)  2002年建塔楼  -  |顺义城|370万|单价21765元/平米
顺义|顺义城|满五年唯一商品房 精装修 地铁步行300米|东兴一区| | 2室1厅 | 60.73平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义城|200万|单价32933元/平米
顺义|顺义城|北二社区 三居双卫带电梯 满五唯一|广厦鑫苑| | 3室2厅 | 128.22平米 | 南 北 | 精装|中楼层(共18层)  2005年建板塔结合  -  |顺义城|350万|单价27297元/平米
顺义|顺义城|金汉绿港四区 眼睛户型 双卧朝南 精装修 拎包入住|金汉绿港四区| | 3室2厅 | 155平米 | 南 北 | 精装|高楼层(共20层)  2009年建板楼  -  |顺义城|513万|单价33097元/平米
顺义|顺义城|金汉绿港一区 1室1厅 218万|金汉绿港一区| | 1室1厅 | 60.28平米 | 西北 | 精装|高楼层(共17层)  2006年建板楼  -  |顺义城|218万|单价36165元/平米
顺义|顺义城|石园北区 3室1厅 310万|石园北区| | 3室1厅 | 123.76平米 | 东北 | 简装|高楼层(共18层)  2003年建塔楼  -  |顺义城|310万|单价25049元/平米
顺义|顺义城|裕龙六区  正规三居室  尖顶可做阁楼|裕龙六区| | 3室2厅 | 106.68平米 | 南 北 | 其他|高楼层(共6层)  2001年建板楼  -  |顺义城|300万|单价28122元/平米
顺义|顺义城|满五年唯一，地铁1200米。可上西辛小学，紧邻卧龙公园|前进花园一区| | 3室2厅 | 92.39平米 | 南 北 | 简装|低楼层(共6层)  2001年建板楼  -  |顺义城|302万|单价32688元/平米
顺义|顺义城|2002电梯房，双卧朝南，满五唯一，诚意出售，配合签约|石园北区| | 2室1厅 | 92.92平米 | 南 | 简装|高楼层(共18层)  2003年建塔楼  -  |顺义城|265万|单价28520元/平米
顺义|顺义城|双兴东区两居室 南北通透 满五年唯一|双兴东区| | 2室1厅 | 84.61平米 | 南 北 | 简装|中楼层(共6层)  1998年建板楼  -  |顺义城|260万|单价30730元/平米
顺义|顺义城|东兴一区 低楼层 地铁房 可以上光明三中|东兴一区| | 2室1厅 | 121.82平米 | 南 北 | 简装|低楼层(共6层)  1994年建板楼  -  |顺义城|390万|单价32015元/平米
顺义|顺义城|精装修 改善性三居  学区地铁房|双兴南区| | 3室1厅 | 122平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义城|300万|单价24591元/平米
顺义|顺义城|稀缺户型   满五年唯一   中间楼层|滨河小区| | 1室1厅 | 73.2平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |顺义城|212万|单价28962元/平米
顺义|顺义城|双兴南区 南北通透大两居 黄金楼层 改善首选 紧邻地铁 |双兴南区| | 2室2厅 | 94.93平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |顺义城|300万|单价31603元/平米
顺义|顺义城|满五年唯一，采光好，南北通透，紧邻公园。|西辛北区| | 2室1厅 | 86.74平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |顺义城|245万|单价28246元/平米
顺义|顺义城|电梯中间层，满五唯一，简单装修，看房随时，诚意出售|石园北区| | 2室1厅 | 88.03平米 | 西 南 | 简装|中楼层(共18层)  2003年建塔楼  -  |顺义城|265万|单价30104元/平米
顺义|顺义城|双兴北区  中间楼层两居室 满五年唯一|双兴北区| | 2室1厅 | 83.57平米 | 南 北 | 精装|低楼层(共6层)  2002年建板楼  -  |顺义城|275万|单价32907元/平米
顺义|顺义城|北二社区带电梯 通透大两居  满五唯一免税|石园北区| | 2室1厅 | 120.99平米 | 南 北 | 精装|低楼层(共16层)  2000年建板塔结合  -  |顺义城|340万|单价28102元/平米
顺义|顺义城|石园北区  三居室  满五唯一|石园北区| | 3室1厅 | 121.52平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |顺义城|300万|单价24688元/平米
顺义|顺义城|满五唯一 精装通透电梯房  配套齐全|石园北区| | 2室2厅 | 116.36平米 | 南 北 | 精装|低楼层(共16层)  2000年建板塔结合  -  |顺义城|340万|单价29220元/平米
顺义|顺义城|石园北区、满五年唯一、电梯房、免税|石园北区| | 3室1厅 | 124平米 | 东 南 | 精装|高楼层(共18层)  2003年建塔楼  -  |顺义城|310万|单价25000元/平米
顺义|顺义城|满五唯一商品房，南北明厨明卫两居室，客厅带西窗|东兴二区| | 2室1厅 | 83.6平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |顺义城|255万|单价30503元/平米
顺义|顺义城|满五唯一   南北通透   正规三居室|裕龙四区| | 3室1厅 | 111.02平米 | 南 北 | 其他|高楼层(共6层)  2003年建  -  |顺义城|330万|单价29725元/平米
顺义|顺义城|正规三居室，南北通透，首付仅需90万就可以购买此房|石园北区| | 3室1厅 | 99.64平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |顺义城|260万|单价26094元/平米
顺义|顺义城|石园北区正规三居 满五年唯一 业主诚售|石园北区| | 3室2厅 | 129.99平米 | 南 西 | 精装|高楼层(共6层)  2001年建板楼  -  |顺义城|310万|单价23848元/平米
顺义|顺义城|石园北区 三居双卫 满五年唯一 |石园北区| | 3室1厅 | 99.15平米 | 南 北 | 其他|高楼层(共6层)  1998年建板楼  -  |顺义城|265万|单价26728元/平米
顺义|顺义城|三居室  南北通透  学区地铁房|双兴南区| | 3室1厅 | 122.03平米 | 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |顺义城|295万|单价24175元/平米
顺义|顺义城|东兴一区 纯两居室 地铁步行500米 临近光明小学|东兴一区| | 2室1厅 | 79.01平米 | 南 北 | 简装|高楼层(共6层)  1994年建板楼  -  |顺义城|235万|单价29744元/平米
顺义|顺义城|南北通透，纯二居，满五唯一，带南北阳台|仓上小区| | 2室1厅 | 95.22平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |顺义城|255万|单价26781元/平米
顺义|顺义城|双兴南区 满五年唯一住房 诚心出售 看房方便|双兴南区| | 2室1厅 | 90.37平米 | 南 北 | 其他|高楼层(共6层)  1998年建板楼  -  |顺义城|255万|单价28218元/平米
顺义|顺义城|正规两居 紧邻地铁 满五唯一  学区房|宏城花园| | 2室1厅 | 104.84平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |顺义城|335万|单价31954元/平米
顺义|顺义城|满5年 家庭唯一住宅 通透大两居|煤炭公司家属楼| | 2室2厅 | 90平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |顺义城|253万|单价28112元/平米
顺义|顺义城|03年精装修推荐婚房，南北通透，中间楼层，看房方便|石园北区| | 2室1厅 | 77.7平米 | 南 北 | 精装|高楼层(共16层)  2000年建板塔结合  -  |顺义城|235万|单价30245元/平米
顺义|顺义城|石园北区 满五年唯一 业主诚意出售|石园北区| | 2室1厅 | 88.03平米 | 南 西 | 简装|低楼层(共18层)  2003年建塔楼  -  |顺义城|260万|单价29536元/平米
顺义|顺义城|东兴一区 低单价大两居 近光明小学和顺义三中 满5唯一|东兴一区| | 2室1厅 | 94.14平米 | 南 北 | 其他|高楼层(共6层)  1994年建板楼  -  |顺义城|248万|单价26344元/平米
顺义|顺义城|双兴北区 隔断两居 满五唯一公房 |双兴北区| | 2室1厅 | 69平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |顺义城|210万|单价30435元/平米
顺义|顺义城|刚需小户型，南北通透，黄金楼层，满五年唯一。|西辛北区| | 2室1厅 | 67.58平米 | 南 北 | 精装|中楼层(共6层)  1995年建板楼  -  |顺义城|210万|单价31075元/平米
顺义|顺义城|裕龙花园六区南北三居双卫带东风学区|裕龙六区| | 3室1厅 | 118.68平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |顺义城|350万|单价29492元/平米
顺义|顺义城|楼龄新 格局好 精装修 南北通透 业主急售|西辛南区| | 2室2厅 | 85.89平米 | 南 北 | 简装|高楼层(共6层)  2001年建板楼  -  |顺义城|260万|单价30272元/平米
顺义|顺义城|胜利小区南北通无物业正规二居室地段佳位置好。|胜利小区| | 2室1厅 | 82平米 | 南 北 | 简装|高楼层(共6层)  1991年建板楼  -  |顺义城|250万|单价30488元/平米
顺义|顺义城|裕龙三区 中楼层 满5年唯1 小户型|裕龙三区| | 1室1厅 | 69.91平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |顺义城|243万|单价34759元/平米
顺义|顺义城|超大两居 2000年现浇房 南北通透 配套完善|石园北区| | 2室2厅 | 96.64平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |顺义城|242万|单价25042元/平米
顺义|顺义城|滨河小小区 黄金楼层 业主诚心出售买，满五年唯一|滨河小区| | 2室1厅 | 89.92平米 | 南 北 | 精装|中楼层(共6层)  1996年建板楼  -  |顺义城|275万|单价30583元/平米
顺义|顺义城|正规两居，电梯房，业主诚心出售，看房方便|前进花园牡丹苑| | 2室1厅 | 96平米 | 西南 | 精装|中楼层(共11层)  2011年建板塔结合  -  |顺义城|338万|单价35209元/平米
顺义|顺义城|精装婚房  交通便利 业主诚售 采光充足|西辛北区| | 2室2厅 | 87.21平米 | 南 北 | 精装|高楼层(共5层)  1997年建板楼  -  |顺义城|240万|单价27520元/平米
顺义|顺义城|2003年房  3居2卫   精装婚房 楼层适宜|广厦鑫苑| | 3室2厅 | 119.59平米 | 南 北 | 精装|低楼层(共18层)  2002年建板塔结合  -  |顺义城|355万|单价29685元/平米
顺义|顺义城|双兴北区 2室1厅 256万|双兴北区| | 2室1厅 | 84平米 | 南 北 | 其他|中楼层(共6层)  1995年建板楼  -  |顺义城|256万|单价30477元/平米
顺义|顺义城|建新南区 2室1厅 278万|建新南区| | 2室1厅 | 71.77平米 | 南 北 | 简装|中楼层(共5层)  1987年建板楼  -  |顺义城|278万|单价38735元/平米
顺义|顺义城|建新南区 2室1厅 248万|建新南区| | 2室1厅 | 64.98平米 | 南 北 | 其他|中楼层(共6层)  1987年建板楼  -  |顺义城|248万|单价38166元/平米
顺义|顺义城|西辛北区2013年建的商品房 满2年精装修婚房 急售|西辛北区| | 1室1厅 | 72.25平米 | 西 | 精装|低楼层(共16层)  2013年建塔楼  -  |顺义城|218万|单价30174元/平米
顺义|顺义城|金汉绿港三区，南北通透三居室，全明格局，随时可看|金汉绿港三区| | 3室2厅 | 91.47平米 | 南 北 | 精装|高楼层(共18层)  2008年建板楼  -  |顺义城|320万|单价34985元/平米
顺义|顺义城|石园北区正规两居，满两年原值很高税费少。诚售|石园北区| | 1室2厅 | 72平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |顺义城|205万|单价28473元/平米
顺义|顺义城|精装修 推荐婚房两居室 建成年代2001年 中间楼层|龙府花园| | 2室1厅 | 57.72平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |顺义城|182万|单价31532元/平米
顺义|顺义城|裕龙五区板楼带电梯大3居免税房紧邻潮白河公园学区房|裕龙五区| | 3室2厅 | 142.95平米 | 南 北 | 精装|低楼层(共5层)  2004年建板楼  -  |顺义城|450万|单价31480元/平米
顺义|顺义城|双兴南区 3室1厅 353万|双兴南区| | 3室1厅 | 122平米 | 南 北 | 精装|中楼层(共6层)  1993年建板楼  -  |顺义城|353万|单价28935元/平米
顺义|顺义城|建新南区 1室1厅 222万|建新南区| | 1室1厅 | 56平米 | 南 北 | 简装|低楼层(共6层)  1987年建板楼  -  |顺义城|222万|单价39643元/平米
顺义|顺义城|幸福东区 1室1厅 220万|幸福东区| | 1室1厅 | 64.87平米 | 南 北 | 精装|中楼层(共6层)  1993年建板楼  -  |顺义城|220万|单价33914元/平米
顺义|顺义城|业主诚心出售 可接受换房 随时看房 精装修拎包入住|石园北区| | 3室2厅 | 110.85平米 | 西南 | 精装|中楼层(共18层)  2003年建塔楼  -  |顺义城|285万|单价25711元/平米
顺义|顺义城|精装4居  人车分流社区  换房首选|红杉一品| | 4室2厅 | 164平米 | 南 北 | 精装|低楼层(共16层)  2009年建板楼  -  |顺义城|585万|单价35671元/平米
顺义|顺义城|双兴南区 3室1厅 248万|双兴南区| | 3室1厅 | 102.12平米 | 东 西 | 其他|中楼层(共6层)  1997年建板楼  -  |顺义城|248万|单价24286元/平米
顺义|顺义城|西辛北区 2室1厅 200万|西辛北区| | 2室1厅 | 71平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |顺义城|200万|单价28170元/平米
顺义|顺义城|石园北区 3室1厅 310万|石园北区| | 3室1厅 | 123.76平米 | 西南 北 | 简装|低楼层(共18层)  2003年建塔楼  -  |顺义城|310万|单价25049元/平米
顺义|顺义城|交通局家属楼 3室1厅 186万|交通局家属楼| | 3室1厅 | 64平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义城|186万|单价29063元/平米
顺义|顺义城|黄金二层 经典隔断两居户型 低首付高品质房源|双兴北区| | 2室1厅 | 69.28平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |顺义城|210万|单价30312元/平米
顺义|顺义城|首付80万 黄金3层 南北通透 2003年房 急售|前进花园一区| | 2室1厅 | 76.71平米 | 南 北 | 精装|中楼层(共6层)  2003年建板楼  -  |顺义城|218万|单价28419元/平米
顺义|顺义城|胜利小区稀缺三居室黄金二楼业主诚意出售。|胜利小区| | 3室1厅 | 71.44平米 | 南 北 | 简装|低楼层(共6层)  1991年建塔楼  -  |顺义城|235万|单价32895元/平米
顺义|顺义城|劳动局家属院 2室1厅 250万|劳动局家属院| | 2室1厅 | 89.66平米 | 南 北 | 简装|高楼层(共6层)  1987年建板楼  -  |顺义城|250万|单价27884元/平米
顺义|顺义城|望潮家园 2室1厅 330万|望潮家园| | 2室1厅 | 113平米 | 南 西 | 简装|低楼层(共19层)  2004年建塔楼  -  |顺义城|330万|单价29204元/平米
顺义|顺义城|煤炭公司家属楼 1室1厅 200万|煤炭公司家属楼| | 1室1厅 | 58平米 | 东 西 | 其他|低楼层(共6层)  1995年建板楼  -  |顺义城|200万|单价34483元/平米
顺义|顺义城|西辛南区精装好户型一居室  诚心出售 满两年|西辛南区| | 1室1厅 | 68.34平米 | 南 北 | 精装|中楼层(共6层)  1994年建板楼  -  |顺义城|210万|单价30729元/平米
顺义|顺义城|石园北区电梯房 精装三居 拎包入住|石园北区| | 3室2厅 | 114平米 | 南 北 | 精装|高楼层(共16层)  2005年建板塔结合  -  |顺义城|325万|单价28509元/平米
顺义|顺义城|龙府花园 3室1厅 350万|龙府花园| | 3室1厅 | 98.8平米 | 南 北 | 精装|中楼层(共6层)  2001年建板楼  -  |顺义城|350万|单价35426元/平米
顺义|顺义城|西辛北区 1室1厅 195万|西辛北区| | 1室1厅 | 66.93平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |顺义城|195万|单价29135元/平米
顺义|顺义城|金汉精装全明一居 拎包入住 黄金楼层 婚房首选|金汉绿港五区| | 1室1厅 | 64平米 | 东北 | 精装|高楼层(共19层)  2010年建塔楼  -  |顺义城|238万|单价37188元/平米
顺义|顺义城|东兴一区独立小院精装两室两厅，满五年公房，顺义B口|东兴一区| | 2室2厅 | 110平米 | 南 北 | 精装|中楼层(共6层)  1993年建板楼  -  |顺义城|350万|单价31819元/平米
顺义|顺义城|东兴一区 正规小2居 精装婚房首选 光明小学三中学区|东兴一区| | 2室1厅 | 70.34平米 | 南 北 | 精装|中楼层(共6层)  1994年建板楼  -  |顺义城|230万|单价32699元/平米
顺义|顺义城|精装修拎包入住 带电梯大三居双卫 |前进花园玉兰苑| | 3室1厅 | 126.6平米 | 南 北 | 精装|高楼层(共11层)  2008年建塔楼  -  |顺义城|385万|单价30411元/平米
顺义|顺义城|换房出售 楼王位置 业主诚心出售|前进花园牡丹苑| | 2室1厅 | 91.9平米 | 西南 | 简装|高楼层(共15层)  2012年建板塔结合  -  |顺义城|310万|单价33733元/平米
顺义|顺义城|金汉绿港五区 精装小三居 有独立餐厅 满2年原值高|金汉绿港五区| | 3室2厅 | 113平米 | 西南 | 精装|高楼层(共19层)  2010年建塔楼  -  |顺义城|368万|单价32567元/平米
顺义|顺义城|双兴南区 2室1厅 250万|双兴南区| | 2室1厅 | 90.29平米 | 南 北 | 其他|高楼层(共6层)  2003年建板楼  -  |顺义城|250万|单价27689元/平米
顺义|顺义城|太平小区 2室1厅 291万|太平小区| | 2室1厅 | 97平米 | 南 北 | 精装|低楼层(共6层)  1993年建塔楼  -  |顺义城|291万|单价30000元/平米
顺义|顺义城|房本满2年，三居双卫 东风小学 紧邻潮白河 明厨明卫|望潮家园| | 3室2厅 | 124.52平米 | 南 北 | 精装|低楼层(共15层)  2004年建塔楼  -  |顺义城|315万|单价25298元/平米
顺义|顺义城|毛坯现房 客厅带边窗  南北通透 学区房|双兴南区| | 1室1厅 | 69.4平米 | 南 北 | 毛坯|高楼层(共6层)  2002年建板楼  -  |顺义城|208万|单价29972元/平米
顺义|顺义城|煤炭公司家属楼 1室1厅 208万|煤炭公司家属楼| | 1室1厅 | 73.46平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |顺义城|208万|单价28315元/平米
顺义|顺义城|石园北区 3室2厅 320万|石园北区| | 3室2厅 | 114.47平米 | 南 北 | 简装|高楼层(共6层)  2001年建板楼  -  |顺义城|320万|单价27955元/平米
顺义|顺义城|建新南区 2室1厅 320万|建新南区| | 2室1厅 | 94平米 | 南 北 | 简装|低楼层(共6层)  1987年建板楼  -  |顺义城|320万|单价34043元/平米
顺义|顺义城|仓上小区 3室1厅 235万|仓上小区| | 3室1厅 | 108平米 | 东 西 | 简装|高楼层(共6层)  1993年建板楼  -  |顺义城|235万|单价21760元/平米
顺义|顺义城|双兴北区 3室1厅 280万|双兴北区| | 3室1厅 | 111.36平米 | 南 北 | 其他|高楼层(共6层)  1994年建板楼  -  |顺义城|280万|单价25144元/平米
顺义|顺义城|石园北区 1室1厅 210万|石园北区| | 1室1厅 | 69.57平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |顺义城|210万|单价30186元/平米
顺义|顺义城|双兴南区 南北通透一居室 满五唯一 |双兴南区| | 1室1厅 | 70.25平米 | 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |顺义城|200万|单价28470元/平米
顺义|顺义城|胜利小区精装修距离顺义地铁站15号线1000米距离。|胜利小区| | 1室1厅 | 60平米 | 东 西 | 精装|高楼层(共6层)  1991年建板楼  -  |顺义城|195万|单价32500元/平米
顺义|顺义城|双兴北区  正规一居 诚意出售 满五唯一|双兴北区| | 2室1厅 | 69平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |顺义城|220万|单价31885元/平米
顺义|顺义城|东兴一区  一层南北通透 大一居 地铁M15号线800米|东兴一区| | 1室1厅 | 79.01平米 | 南 北 | 简装|低楼层(共6层)  1994年建板楼  -  |顺义城|235万|单价29744元/平米
顺义|顺义城|滨河小区 满五唯一 精装自住 位置出行便利|滨河小区| | 1室1厅 | 59.68平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |顺义城|200万|单价33513元/平米
顺义|顺义城|正规底商 业主诚心出售 看房方便|宏城花园| | 3室2厅 | 99.02平米 | 南 北 | 简装|低楼层(共6层)  2002年建板楼  -  |顺义城|390万|单价39386元/平米
顺义|顺义城|石园西区精装婚房小两居！刚需客户首选。|石园西区| | 2室1厅 | 59平米 | 南 北 | 精装|中楼层(共6层)  1991年建板楼  -  |顺义城|191万|单价32373元/平米
顺义|顺义城|滨河小区 满2年高原值 送8平米露台 可做阁楼|滨河小区| | 1室1厅 | 51.85平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义城|165万|单价31823元/平米
顺义|顺义城|西辛南区精装标准两居室，拎包入住，中间层|西辛南区| | 2室1厅 | 65.06平米 | 南 西 北 | 精装|中楼层(共5层)  1994年建板楼  -  |顺义城|219万|单价33662元/平米
顺义|顺义城|裕龙三区 1室1厅 239万|裕龙三区| | 1室1厅 | 70.71平米 | 南 | 精装|低楼层(共22层)  2008年建板塔结合  -  |顺义城|239万|单价33801元/平米
顺义|顺义城|精装可做纯三居明厨明卫，目送孩子上学，二胎家庭首选|石园东区| | 2室1厅 | 81.05平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |顺义城|232万|单价28625元/平米
顺义|顺义城|石园东区，精装隔断两居，满两年，低税费！|石园东区| | 1室1厅 | 69.42平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |顺义城|196万|单价28234元/平米
顺义|顺义城|精装修，送阁楼，正规南北通透大两居！|宏城花园| | 2室2厅 | 101平米 | 北 南 | 精装|高楼层(共6层)  2002年建板楼  -  |顺义城|315万|单价31189元/平米
顺义|顺义城|龙府花园 1室1厅 167万|龙府花园| | 1室1厅 | 57.72平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |顺义城|167万|单价28933元/平米
顺义|顺义城|龙庭公寓 中间楼层3居 精装修已改地暧|龙庭公寓| | 3室1厅 | 139平米 | 南 北 | 其他|中楼层(共21层)  2002年建塔楼  -  |顺义城|350万|单价25180元/平米
顺义|顺义城|龙府花园 精装南北通透三居室 中间楼层|龙府花园| | 3室1厅 | 129.42平米 | 南 北 | 简装|中楼层(共6层)  2001年建板楼  -  |顺义城|355万|单价27431元/平米
顺义|顺义城|西辛南区精装大开间 首付45万 满五年十六局公房|西辛南区| | 1室0厅 | 32.66平米 | 南 | 精装|高楼层(共6层)  1993年建板楼  -  |顺义城|110万|单价33681元/平米
顺义|顺义城|石园北区精品电梯小三居！改善首选！|石园北区| | 3室2厅 | 92.1平米 | 南 北 | 简装|低楼层(共16层)  2002年建塔楼  -  |顺义城|253万|单价27471元/平米
顺义|顺义城|免税两居 黄金楼层 业主急售 送地下室|前进花园玉兰苑| | 2室2厅 | 91.72平米 | 南 北 | 简装|中楼层(共6层)  2006年建板楼  -  |顺义城|310万|单价33799元/平米
顺义|顺义城|石园北二社区，精装两居商品房，现浇结构，送落地飘窗|石园北区| | 2室1厅 | 88.12平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |顺义城|259万|单价29392元/平米
顺义|顺义城|精装婚房 2居 首付低 近地铁和医院|义宾北区| | 2室1厅 | 63.57平米 | 南 北 | 精装|中楼层(共6层)  1989年建板楼  -  |顺义城|190万|单价29889元/平米
顺义|顺义城|万科四季花城 南北通透1居室 送30平米露台|万科四季花城| | 1室1厅 | 66.56平米 | 南 北 | 简装|高楼层(共9层)  2008年建板楼  -  |顺义城|282万|单价42368元/平米
顺义|顺义城|石园学区 刚需一居，精装修 拎包即住|石园西区| | 2室1厅 | 63平米 | 南 北 | 精装|高楼层(共6层)  1990年建板楼  -  |顺义城|188万|单价29842元/平米
顺义|顺义城|望潮家园 08年电梯东南两居室 潮白河观景房|望潮家园| | 2室1厅 | 99.11平米 | 东南 | 精装|高楼层(共15层)  2008年建塔楼  -  |顺义城|290万|单价29261元/平米
顺义|顺义城|滨河小区 黄金楼层  业主诚心出售|滨河小区| | 1室1厅 | 69平米 | 南 北 | 精装|中楼层(共6层)  1992年建板楼  -  |顺义城|210万|单价30435元/平米
顺义|顺义城|双兴北区 6室1厅 380万|双兴北区| | 6室1厅 | 149.42平米 | 南 | 简装|高楼层(共6层)  2005年建板楼  -  |顺义城|380万|单价25432元/平米
顺义|顺义城|楼龄新 电梯房 精装三居 南北通透|石园北区| | 3室1厅 | 91.15平米 | 南 北 | 精装|中楼层(共16层)  2000年建板塔结合  -  |顺义城|273万|单价29951元/平米
顺义|顺义城|义宾北区 1室1厅 200万|义宾北区| | 1室1厅 | 65平米 | 北 南 | 简装|高楼层(共6层)  1989年建板楼  -  |顺义城|200万|单价30770元/平米
顺义|顺义城|滨河小区 正规两居室 满五唯一 精装自住|滨河小区| | 2室1厅 | 72.93平米 | 南 北 | 其他|高楼层(共6层)  1992年建板楼  -  |顺义城|235万|单价32223元/平米
顺义|顺义城|广厦鑫苑 3室2厅 410万|广厦鑫苑| | 3室2厅 | 127.99平米 | 南 北 | 精装|高楼层(共12层)  2003年建板塔结合  -  |顺义城|410万|单价32034元/平米
顺义|顺义城|滨河小区 推荐婚房 满2年原值高 诚心出售|滨河小区| | 2室1厅 | 74.91平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |顺义城|212万|单价28301元/平米
顺义|顺义城|顺义单价低 好房源 业主诚意出售 随时看房 |双兴南区| | 5室1厅 | 175平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |顺义城|350万|单价20000元/平米
顺义|顺义城|裕龙三区 纯南两居 精装自住 东风小学学区|裕龙三区| | 2室1厅 | 93.03平米 | 南 | 精装|高楼层(共18层)  2008年建板塔结合  -  |顺义城|325万|单价34935元/平米
顺义|顺义城|仓上通透三居室 低楼层 双卫 免税诚售|仓上小区| | 3室1厅 | 105.09平米 | 南 北 | 精装|低楼层(共6层)  1995年建板楼  -  |顺义城|300万|单价28547元/平米
顺义|顺义城|西辛南区一层中心位置。正规一居小两居|西辛南区| | 1室1厅 | 63.18平米 | 南 北 | 简装|低楼层(共6层)  1994年建板楼  -  |顺义城|218万|单价34505元/平米
顺义|顺义城|精装2居 甲子号院 首付低 随时看房|义宾北区| | 2室1厅 | 71.48平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |顺义城|225万|单价31478元/平米
顺义|顺义城|供电局家属楼正规两居室南北通透|供电局家属楼| | 2室1厅 | 61.28平米 | 南 北 | 简装|中楼层(共4层)  1989年建板楼  -  |顺义城|175万|单价28558元/平米
顺义|顺义城|石园东区 2室1厅 220万|石园东区| | 2室1厅 | 71.55平米 | 南 北 | 精装|高楼层(共6层)  1997年建板楼  -  |顺义城|220万|单价30748元/平米
顺义|顺义城|正规南北通透两居室  满五不唯一公房 查无原值 |义宾北区| | 2室1厅 | 73.37平米 | 南 北 | 简装|高楼层(共6层)  1990年建板楼  -  |顺义城|215万|单价29304元/平米
